allGfishSid	HKBea1Aug	HKBea1Feb	HKBea1May	HKBea1Nov	HKBea2Aug	HKBea2Feb	HKBea2May	HKBea2Nov	HKBea3Aug	HKBea3Feb	HKBea3May	HKBea3Nov	HKSta1Aug	HKSta1Feb	HKSta1May	HKSta1Nov	HKSta2Aug	HKSta2Feb	HKSta2May	HKSta2Nov	HKSta3Aug	HKSta3Feb	HKSta3May	HKSta3Nov	HKSW1Aug	HKSW1Feb	HKSW1May	HKSW1Nov	HKSW2Aug	HKSW2Feb	HKSW2May	HKSW2Nov	HKSW3Aug	HKSW3Feb	HKSW3May	HKSW3Nov	LTCC1Aug	LTCC1Feb	LTCC1May	LTCC1Nov	LTCC2Aug	LTCC2Feb	LTCC2May	LTCC2Nov	LTCC3Aug	LTCC3Feb	LTCC3May	LTCC3Nov	LTCMW1Aug	LTCMW1Feb	LTCMW1May	LTCMW1Nov	LTCMW2Aug	LTCMW2Feb	LTCMW2May	LTCMW2Nov	LTCMW3Aug	LTCMW3Feb	LTCMW3May	LTCMW3Nov	LTPC1Aug	LTPC1Feb	LTPC1May	LTPC1Nov	LTPC2Aug	LTPC2May	LTPC2Nov	LTPC3Aug	LTPC3Feb	LTPC3May	LTPC3Nov	SKBlu1Aug	SKBlu1Feb	SKBlu1May	SKBlu1Nov	SKBlu2Aug	SKBlu2Feb	SKBlu2May	SKBlu2Nov	SKBlu3Aug	SKBlu3Feb	SKBlu3May	SKBlu3Nov	SKLKW1Aug	SKLKW1Feb	SKLKW1May	SKLKW1Nov	SKLKW2Aug	SKLKW2Feb	SKLKW2May	SKLKW2Nov	SKLKW3Aug	SKLKW3Feb	SKLKW3May	SKLKW3Nov	SKSha1Aug	SKSha1Feb	SKSha1May	SKSha1Nov	SKSha2Aug	SKSha2Feb	SKSha2May	SKSha2Nov	SKSha3Aug	SKSha3Feb	SKSha3May	SKSha3Nov
id367	3.097826087	1.79347826	30.48913044	20.2173913	0.326086957	0.652173913	9.836956522	0.434782609	0.108695652	7.119565218	16.19565217	6.630434783	0.815217391	1.956521739	6.195652174	6.739130435	0.923913043	0.652173914	3.152173913	3.641304348	0.217391304	0.054347826	3.532608696	9.293478261	0.760869565	1.195652174	10.27173913	5.380434782	0.217391304	0.869565217	1.467391304	0	0.217391304	0.434782608	0.489130435	5.869565217	0.108695652	0.108695652	0.923913044	1.032608696	0.163043478	0.27173913	2.22826087	0.97826087	0.217391304	0.543478261	0.652173913	2.5	3.097826087	0	0.108695652	0.108695652	0.760869566	2.336956522	0.326086956	1.467391305	0.163043478	1.195652174	0.326086956	0	0.869565217	0.163043478	0.597826087	1.413043478	1.413043478	0.380434783	1.467391304	1.847826087	0.27173913	0.217391304	0.217391304	1.358695652	0.760869565	2.336956521	16.0326087	0.434782609	1.630434782	3.260869565	20.97826087	0.54347826	1.684782609	2.608695652	28.58695652	2.065217392	1.304347826	1.25	15.10869565	5	0.326086957	1.304347826	9.29347826	45.54347826	0	1.032608695	9.619565218	3.097826087	0.597826087	3.260869565	15.2173913	1.358695652	0.217391304	27.66304348	12.66304348	4.402173913	0.652173913	4.728260869	17.01086957
id368	0.054347826	0.27173913	0	4.782608696	0.108695652	0	0.217391304	0.217391304	0	0	0.163043478	0.652173913	0.054347826	0.054347826	0	0.434782609	0.217391304	0.054347826	0	0.97826087	0	0	0.108695652	1.413043478	0	0	0.054347826	0.27173913	0.054347826	0	0	0	0.054347826	0	0	1.032608696	0	0	0	0.217391304	0	0.054347826	0.054347826	8.913043478	0	0	0	0.108695652	0.054347826	0	0	0.054347826	0	0.108695652	0.054347826	0.054347826	0	0	0.108695652	0	0.054347826	0.163043478	0	0	0	0	0.760869565	0.108695652	0	0.054347826	0	0.326086957	0	0.489130435	0.489130435	1.467391304	0	0.217391304	1.032608696	0.597826087	0	0.108695652	1.141304348	1.086956522	0	0.326086957	0.760869565	0	0	1.25	1.358695652	0.543478261	0	0.217391304	0.054347826	2.173913043	0	0.217391304	12.11956522	1.141304348	0	0.652173913	10.59782609	1.304347826	0	0.597826087	22.5
id369	0.543478261	0.054347826	15.59782609	0.054347826	0.108695652	0	5.923913043	0	0	0	15.16304348	0.054347826	0.054347826	0	2.391304348	0	0.163043478	0	2.22826087	0	0	0	1.195652174	0	0.163043478	0	3.043478261	0	0	0	0.923913043	0	0	0	1.902173913	0	0	0	0.97826087	0	0	0	0.869565217	0	0	0.108695652	0.652173913	0	0.434782609	0	0.108695652	0	0.163043478	0.27173913	0.163043478	0	0	0	0.163043478	0	0	0	0.217391304	0.054347826	0	0.054347826	0	0	0	0.217391304	0	0	0	0.97826087	0	0	0	1.630434783	0	0	0.108695652	1.684782609	0	0	0	1.304347826	0	0	0.054347826	1.847826087	0	0	0	2.77173913	0	0	0.108695652	0.163043478	0	0.217391304	0	0.869565217	0	0.108695652	0.27173913	1.195652174	0
id37	1	153	8849	0	54	122	9343	21	0	348	12986	0	61	360	4010	3	2	35	6781	30	0	34	5687	17	8	280	3062	0	6	572	1736	0	26	378	4624	271	3	26	57	12	7	15	162	4	2	143	835	0	14	303	22	2	6	495	2	0	5	568	11	0	3	215	32	15	65	23	2	3	116	190	120	64	115	2	3	3	354	2	0	4	180	8	29	23	16	30	124	42	139	274	23	170	237	9	105	0	8816	3	5	1	1522	9	406	39	812	10	30
id370	1.847826087	17.06521739	5.815217392	13.75	1.141304347	12.44565217	3.641304348	0.489130434	0.869565216	7.77173913	6.25	7.663043478	2.554347826	7.717391304	3.206521738	4.673913044	2.5	2.663043478	4.076086956	8.152173912	0.760869565	10.81521739	1.739130434	117.173913	1.032608695	2.173913044	1.141304347	11.57608696	1.032608695	5.489130434	3.04347826	0	0.217391304	5.326086955	3.804347825	7.989130435	4.130434782	1.413043478	1.576086955	1.52173913	2.228260868	2.989130433	3.369565217	17.98913044	4.673913044	4.456521738	2.228260869	8.423913043	4.56521739	6.25	0.706521739	6.684782608	6.25	4.619565217	1.576086957	5.054347826	5.326086957	6.086956521	4.673913042	0	34.51086957	0.923913043	0.81521739	1.684782608	59.61956522	0.706521739	11.25	17.22826087	5.271739131	1.249999999	0	21.52173913	2.989130436	4.239130434	20.16304348	28.20652174	6.249999999	4.293478261	24.29347826	13.36956522	8.641304348	4.239130435	10.92391304	14.13043478	1.847826086	6.902173913	11.95652174	7.282608696	2.282608694	1.467391303	12.82608696	59.7826087	1.739130435	4.891304347	6.032608695	69.6195652	4.347826084	8.695652174	15.76086956	44.89130435	3.369565217	12.98913044	3.586956521	78.91304348	5.217391304	9.728260869	12.44565217
id371	0.054347826	0	0.108695652	2.608695652	0	0.054347826	0.108695652	0	0	0	0.217391304	0.108695652	0	0	0.326086957	0	0	0	0.108695652	0.108695652	0.054347826	0	0.27173913	0.054347826	0.163043478	0	0.27173913	0.380434783	0.543478261	0	0.163043478	0	0.815217391	0	0.108695652	0.706521739	0	0	0.108695652	0.054347826	0	0	0	0	0.054347826	0	0.543478261	9.619565217	0.163043478	0	0	0.380434783	0.054347826	0	0	0.326086957	0	0	0.108695652	0	0.163043478	0.054347826	0.869565217	0.108695652	0	0.108695652	0	0.054347826	0.054347826	0	0.054347826	0	0.108695652	0.326086957	0.869565217	0	0	0.706521739	1.467391304	0	0.163043478	0.054347826	2.880434783	0.054347826	0.489130435	0	0.869565217	0	0.217391304	0	1.684782609	0.054347826	0	0.163043478	0.380434783	0	0	0.108695652	0.543478261	0	0	0.108695652	0.217391304	0.054347826	0	0	0
id372	0.597826087	0	1.467391304	0	0.54347826	0	0.760869565	0.108695652	0.054347826	0	2.5	0.108695652	0.543478261	0	0.597826087	0.27173913	1.413043478	0.054347826	0.652173913	0.706521739	0.326086957	0	0.597826087	0.163043478	0.326086956	0.108695652	1.793478261	0	0.163043478	0.108695652	1.032608695	0	0.054347826	0.27173913	0.652173914	0	0	0.163043478	0.326086956	0	0.054347826	0.108695652	0.760869565	0	0	0.163043478	0.163043478	0	1.032608696	0.760869565	0.760869565	0.217391304	0.163043478	0.652173913	0.108695652	0.27173913	0.652173913	0.27173913	0	0	0	0	0.217391304	0.108695652	0.217391304	0.108695652	0.597826087	0.108695652	0.108695652	0.27173913	0	1.304347826	0	0.815217391	0.163043478	0.217391304	0	2.608695652	0.108695652	0.543478261	0	1.086956522	0	1.684782609	0	2.391304348	0.108695652	1.739130435	0	0.380434782	0	0.978260869	0	0.978260869	0.054347826	4.510869566	0	3.586956522	0.815217391	1.684782609	0	8.967391305	0	11.41304348	0.108695652	2.826086956	2.065217391
id373	0.108695652	0.434782609	3.423913043	0	0.054347826	0.108695652	0.054347826	0	0.054347826	0.489130435	0.597826087	0.054347826	0.054347826	0.054347826	0.108695652	0.380434783	0.108695652	0	0.434782609	0.380434783	0	0.108695652	0.217391304	0.326086957	0	0.054347826	1.304347826	0.054347826	0.054347826	0.108695652	3.043478261	0	0.163043478	0.054347826	2.391304348	0.543478261	0	0	0.380434783	0.163043478	0	0	0.054347826	0	0	0	0.434782609	0	0	0	0	0.108695652	0	0.108695652	0.108695652	0.108695652	0.108695652	0.27173913	0.054347826	0	0.054347826	0.054347826	0.054347826	1.413043478	0	0	0.489130435	0	0.434782609	0.217391304	0	0.217391304	0.489130435	0.054347826	0.217391304	0	0.489130435	0.760869565	0	0.217391304	1.467391304	0.108695652	0.163043478	0	1.902173913	0	0.326086957	0	2.336956522	0.27173913	0.380434783	0	1.467391304	0.054347826	0	0.217391304	0.163043478	0.217391304	0.054347826	0	0.054347826	0.597826087	0.326086957	0.217391304	0.054347826	0	0
id374	0	0	0	1.684782609	0.054347826	0	0.054347826	0.27173913	0	0	0.380434783	1.684782609	0	0	0	61.25	0.108695652	0	0	5.489130435	0	0.054347826	0	0.597826087	0.163043478	0	0.652173913	1.739130435	0	0	0.054347826	0	0	0	0.054347826	2.065217391	0	0	0.054347826	0.27173913	0	0	0	0.326086957	0	0	0	3.586956522	0.163043478	0	0	0	0.054347826	0.108695652	0	0	0	0	0	0	0.163043478	0	0	0.760869565	0	0.054347826	3.206521739	0	0	0	0.054347826	0	0	0.108695652	0.054347826	0.108695652	0	0	0.163043478	0.054347826	0	1.25	0	0	0.108695652	0	0.217391304	0.163043478	0	0.054347826	0.163043478	0.108695652	0	0	0.27173913	0.597826087	0	0	0.054347826	0.760869565	0	0.380434783	0	0.217391304	0	0	1.032608696
id375	0.81521739	0.815217392	0.434782609	0.869565217	0.815217391	0.70652174	1.413043479	0.597826087	0.326086956	0.706521739	1.630434782	0.543478261	0.217391304	0.27173913	0.326086956	0.706521739	0.706521738	0.217391304	0.434782609	3.478260869	1.032608695	0.217391304	0.326086956	3.423913043	4.456521739	0.163043478	4.673913044	0.380434782	1.793478261	0.163043478	3.152173913	0	2.391304347	0.217391304	6.79347826	1.956521739	0.923913044	0.217391304	0.760869565	0.27173913	2.445652173	0.326086956	1.576086956	180.4891304	0.97826087	0	1.032608695	0.217391304	0.380434782	0	0.163043478	2.663043477	2.499999999	0.217391304	0.326086956	0.652173912	2.554347827	0.163043478	0.434782608	17.82608696	0.815217392	0	0.326086956	0	1.195652174	0.27173913	2.663043478	0.217391304	0.108695652	0.760869565	13.5326087	3.315217391	0.978260869	1.195652174	1.304347825	2.663043478	1.52173913	0.163043478	2.228260869	0.978260869	1.847826087	1.141304347	1.467391304	0.054347826	0.108695652	0.27173913	2.010869565	0.978260869	0.380434783	0.652173913	0.597826087	14.34782609	0.217391304	1.195652174	1.032608695	7.228260869	0.108695652	0.869565217	2.5	4.782608696	0.163043478	2.554347826	2.608695652	13.91304348	0	1.739130435	23.58695652
id376	0.27173913	0.054347826	12.33695653	3.695652174	0.27173913	0	4.402173913	5.217391304	0.434782609	0.27173913	2.554347826	1.630434782	0.380434783	0	1.032608696	0.27173913	0.978260869	0.054347826	0.489130435	4.02173913	0.054347826	0.054347826	0.597826087	2.010869565	0.760869565	0.163043478	0.706521739	2.608695652	0.108695652	0	0.108695652	0	0	0.27173913	0.434782609	2.010869565	0	0	0.054347826	1.684782609	0.054347826	0.108695652	0.380434783	1.902173913	0	0	0.108695652	16.95652174	0.489130435	0.054347826	0.108695652	1.195652174	0.27173913	0.163043478	0.217391304	0.706521739	0.054347826	0.054347826	0.326086957	0	0.217391304	0	0.163043478	0.978260869	0.108695652	0.27173913	1.141304348	0.27173913	0	0.27173913	0.054347826	1.304347826	0	6.576086957	0.978260869	1.304347826	0.217391304	6.086956522	1.630434783	0.869565217	0.054347826	4.619565217	1.902173913	1.684782609	0.489130435	2.5	0.380434782	1.25	0.054347826	2.065217391	0.923913044	6.739130435	0	3.641304348	0.815217391	0.380434782	0	0.543478261	0.815217391	0.163043478	0	1.195652174	0.326086957	0.054347826	0.163043478	5.706521739	0.054347826
id377	0.380434783	1.413043478	0	0	0.054347826	0.543478261	0.706521739	1.52173913	0	0.326086957	0.326086957	1.630434783	0	0.869565217	1.195652174	0	0.163043478	0.326086957	0.27173913	0	0.380434783	2.717391304	0.163043478	0	0.489130435	0.489130435	0.760869565	0.489130435	0.489130435	0.597826087	0.27173913	0	1.195652174	1.902173913	0.326086957	0	0	0.706521739	0.054347826	0	0.054347826	2.119565217	0.108695652	0	0.054347826	2.663043478	0	1.902173913	0.434782609	6.086956522	0.163043478	0.054347826	0	6.847826087	0.054347826	0	0.054347826	2.608695652	0.217391304	0	0.27173913	0	0.217391304	0.163043478	0.652173913	0	0.380434783	0.27173913	4.347826087	0.434782609	0	0.054347826	0.380434783	0.054347826	0	0.97826087	0.815217391	0.217391304	0.108695652	0.108695652	0.97826087	0.27173913	0	1.467391304	0.163043478	1.413043478	0	0.597826087	0.597826087	0.97826087	0	0	0.326086957	0.815217391	0	0	0.923913043	0.489130435	0.217391304	0.27173913	0.27173913	0.434782609	0.217391304	0.217391304	0.923913043	0	0.163043478
id378	15.16304348	10.97826087	116.0869565	167.1739131	5.380434783	7.391304348	30.97826087	293.0978261	18.20652174	11.84782609	57.77173913	153.9130435	19.61956522	5.163043477	39.29347826	76.30434782	34.13043479	2.989130435	46.0326087	39.13043478	7.77173913	2.717391303	18.5326087	111.0326087	33.69565218	5.326086957	19.94565218	79.13043478	12.60869565	5.108695653	7.608695651	0	8.097826087	7.119565217	12.33695652	63.85869564	8.206521739	2.826086957	5.489130434	103.5869565	9.673913043	3.641304348	6.141304348	203.5326087	9.293478261	3.423913043	7.336956521	67.33695652	22.60869565	1.358695651	13.91304348	23.42391304	9.130434783	15.76086957	22.39130435	68.80434783	11.41304348	7.228260869	18.69565218	23.85869566	17.22826087	4.076086955	13.04347826	87.22826087	10.54347826	14.07608696	50.97826087	11.95652174	4.184782609	23.64130434	22.60869566	25	7.717391304	229.9456522	189.5108696	23.85869565	17.39130435	82.22826087	173.9130435	17.06521739	13.04347826	126.0869565	118.9673913	23.36956521	9.402173913	52.7173913	99.07608696	7.880434784	3.369565217	28.64130435	125.7608696	47.98913044	3.152173912	30.48913043	66.41304348	13.36956522	5.380434782	12.44565217	104.1847826	13.69530434	2.336956521	12.28260869	130.6521739	10.59782609	9.619565218	8.206521739	89.72826087
id379	142.4	11.6	8.4	0.4	52.4	23.2	18	1.2	89.2	31.6	18	1.2	57.2	22.8	1.2	4.8	71.6	6.4	4	20	70	16.8	4.8	0.4	96.4	16.4	26	2.4	72.8	8.8	12.4	0	45.2	20.8	4	5.6	108.4	2	27.2	6.4	68.4	6.8	42.8	0	116.8	6.8	66.4	3.2	136	34.4	46	8.4	72	16	15.6	10	142.8	8.8	28.8	220	34.8	0.8	119.6	2	51.2	50	6.4	26	0.8	21.2	0	2.4	0.4	6	3.2	3.6	2	28.8	5.6	3.6	3.6	20.8	4.8	11.6	0	4	1.6	12	0.4	11.2	3.2	0	0.8	17.6	4.8	9.6	0	17.6	4.8	13.6	0.4	12.4	17.2	22.4	0.8	10	9.6
id38	31726	14271	1010	4206	19248	6495	2611	314	22654	10177	666	6228	34247	14196	9914	3431	29232	15795	38477	9777	43968	5742	6149	10543	18026	12247	128	9612	8810	28475	682	21832	22917	9633	7612	29139	23731	7128	6481	47826	34566	5872	21885	28233	33622	5325	9464	18642	8474	3980	4743	25	5068	2896	3845	1350	31793	3423	6043	9993	15206	7923	19451	39259	32254	12100	25915	23824	17048	14488	20	117	6117	10530	29559	7825	8348	10485	17308	4492	2422	11789	13954	2729	6158	3113	778	6554	11132	15563	2311	15841	13450	6394	20085	1372	2135	8778	7	42	4700	7083	13	2783	1330	23863	28367
id380	128.8	0	0	0	89.6	0	4.8	0	105.6	0	9.2	0	69.6	0	0	0	38.4	0	0	3.6	78.8	1.6	0	1.2	47.2	0	9.6	0	61.2	0	1.6	0	24	0.8	3.6	0	687.6	0.8	1.6	8.4	259.6	0.4	2.4	0	741.2	0.4	0.8	0	476	0	2.4	4.8	183.6	6.8	1.2	1.2	199.6	0	0.8	0	37.2	0	0.8	0.8	450.8	0.4	0	59.2	0	0	0	2	0	0	4.4	11.6	0	36.8	23.2	3.6	0	26	2.4	84.4	0	0.4	6	18	0	0.8	29.2	0	0	0.4	1.6	0	0	5.6	0	0	0	13.6	0	0	0	6.8	0
id381	60	74.8	0	1.2	10	65.6	36.8	8.4	15.6	155.2	38.8	12	5.2	111.2	8.8	12	20	49.6	2.4	14.8	44	80.4	4	2	30	148.8	14.4	12.8	44.4	66	38	0	45.2	97.6	10.4	14.8	28	110	12.8	3.2	31.2	97.6	34	47.6	13.2	121.2	7.6	21.6	55.2	1650.8	39.6	31.2	55.2	486.4	16.4	24.4	32	286.8	24	67.6	18.8	88.4	42.8	13.6	41.6	12	8.4	14.8	96.8	21.2	0	3.6	9.2	1.6	2	7.2	27.2	18.8	6.4	10	26	10	4	2.8	6.4	41.6	2.8	6.4	10.8	15.6	1.2	0	11.6	18.4	4	12	3.2	21.2	6	3.2	1.2	32.4	5.6	19.2	4.4	5.6	0
id382	189.2	6.8	0	1.6	176.8	4	12.8	0.4	144	13.6	10.4	1.2	272	8.8	0.4	0	253.6	2	0.8	16.8	314.8	12	1.2	0.8	295.2	14	5.6	0	240.4	8.8	16.4	0	343.6	23.6	13.6	1.2	163.6	19.2	8	13.2	186	20	14.8	14.8	158.4	30.4	7.2	15.2	134.8	679.6	7.2	16.8	284.4	54.8	20.8	14.4	232.4	18.8	7.6	0.4	55.2	20.8	10.8	6	102	5.2	0.8	44.4	6.8	16	0	12.4	2.4	0.4	2.8	16	6.8	42.8	4.8	13.2	6.8	56.8	7.2	17.2	0	13.6	9.6	14.8	0.8	12.4	6	0	0	18.4	7.6	8.8	0.4	46.8	1.2	4.8	0	44.8	2.4	29.2	0.4	40.8	0.8
id383	15.2	0	24.4	0	14.8	0	0.4	0	8	0	4	0	54.8	0	0	0	38.8	0	0	4.4	41.2	1.6	0.4	0	50.8	0	0.4	0	21.6	0	0	0	32.4	0.8	2	0	44	0.8	0	0	94.4	0	2	0	70	0	1.6	0	38.4	0	0	0.4	106.4	0.4	0.4	0	79.2	0	0.4	0	9.2	0	2	0	6	0.4	2.4	4	0	0	0	20	0	4	0	30.8	0	3.6	0.4	15.2	0	4.8	0	0.8	0	0.4	0.4	0.4	0	0.8	0	0	0	1.6	0	24.4	0	3.6	0	20	0	14.8	0	84.4	0	1.2	0
id384	273.6	24.4	537.6	17.6	217.2	44	273.2	0.8	71.6	41.2	537.2	6	139.6	54.4	100.8	6.8	98	11.6	69.6	10.8	171.2	23.6	81.6	24.4	69.6	30.4	215.6	29.6	106	17.2	118	0	87.6	66.8	114.8	14	412.8	8	630.4	6.8	904.8	26	508.8	80.4	531.6	38	1020.8	14.8	1037.6	174	46	42.4	866.4	43.6	50.8	20	759.2	23.6	124.8	0	557.2	0	317.2	4.4	457.2	250.4	7.6	373.6	16.4	35.6	0	15.2	0.8	48.8	8.4	9.2	0.4	300.4	7.6	14.4	4.4	182.8	7.6	76.8	0	6.8	10	71.6	2.8	26.8	3.2	2.4	0	30	7.2	3.2	0.8	291.6	4	4.4	0	660	9.2	14.4	3.2	464.8	0.8
id385	0.4	0.4	0	2.8	0.8	0	1.2	16	0.4	2.4	0.4	11.2	1.6	0	0.8	468	1.2	0.4	0	32.4	0.4	0	0	1.6	0.4	0	4	42.4	0	0	0.8	0	0	0.4	0.4	102.8	4	0	2.8	8.4	4.8	0.8	0	20.8	2.8	0	7.6	3.2	0	0	0	3.2	0	0	0.8	4.8	6.8	0	0.8	228.8	2.8	0.4	2.8	28	2	5.2	2.8	3.6	0.4	0.4	2.4	0.4	0	0.8	31.2	1.6	0	0	49.6	2.4	0	0	70.8	0.4	1.2	1.2	50.4	2.4	2.4	2.8	38.8	0	0	0.4	69.6	1.6	0	0.4	46	2	0	0	59.2	1.2	0	0	62.8
id386	66.8	2.8	0	0	5.6	0.8	4.8	0	4.4	29.2	7.2	0	8.8	5.2	0	0	6.8	1.6	0	0	11.6	2.8	0	0	2.4	24.8	3.2	0	3.2	8.4	4.8	0	3.2	7.6	1.6	0	55.6	5.6	2	0	64.8	2.8	1.2	0	20	2	0.4	0.4	69.6	255.6	4.8	2	23.2	318.4	0	0.4	15.2	168.4	0.4	0.4	545.6	0.8	1.6	0	1092.8	9.2	2	479.2	2.8	2.8	0	1.6	0	0.4	0	6.8	0	0.8	0.4	0	0	0	0.4	26.4	0	0	0.8	20.8	0.4	0	0	0	0	0	0	1.6	0	1.6	0	0.8	0	2.4	0	0.4	0	0	0
id387	13.6	114.4	0	0	0	25.2	24	0.4	0	953.2	34.8	0	0	169.6	0.8	0	0	41.6	0	0	4.8	41.2	0	0	0	604.8	11.6	0	4.4	341.2	6.4	0	0.4	95.2	1.2	0	0	22.4	0	0	0	20.4	0	0	0	24.8	0	0	31.6	1522.8	1.6	0	0	1540.8	0	0	0.4	1509.2	0	0	1.2	502	0	0	3.6	0	2	7.2	40.4	1.2	0	0	1.2	0	0	0	4	0	0	0	2.8	0	0	0	0	0.4	0	0.4	12	0	0	0	2	0	0	0	0	1.2	0	0	0	10	0	0	0.4	0	0
id388	0	70.8	0	0	1.2	87.6	1.2	2.8	1.6	216	2.4	0	2	66.4	4	0	0	17.6	0.8	0	6.4	36.4	1.2	0	0	41.6	0.4	0.4	2	29.2	7.6	0	2	62	0.4	0.4	0	3.2	4.8	0.4	0	2	14.8	0	0	1.2	14.4	0	0.8	0.4	26.8	0	0.4	6.4	5.2	0	0.8	42	14	40.8	0	0	21.2	0.4	0	3.6	2	0	2	4	0	0	4.4	0	0	0	5.2	2	0.4	0	2.8	0	0	0	0.4	1.6	0	0	0.8	0.4	0	0	0.4	1.6	0	0	0.4	1.6	0.4	0	0	0	0	0	2	0.4	0
id389	20.4	2.4	6	12.8	81.6	0.4	73.6	11.6	73.2	4	72.4	6.4	80.8	2	4.4	12.8	38.8	0	4.4	0.8	37.2	2	3.2	0.4	35.6	2	64.4	99.2	11.2	0.4	136.8	0	6.8	9.2	50.4	42.4	159.6	3.6	1141.6	42.8	136.4	19.2	992.8	59.6	117.2	23.2	936	30.8	70.8	146	172	111.2	124.4	68	48.4	74.8	175.6	11.2	352.8	40	80.8	2.8	1126.8	4	87.6	467.2	15.2	35.6	2.4	143.2	0	20.4	0.8	13.6	12.4	23.6	0.8	127.2	13.6	14.4	0.4	69.2	9.2	14	12	128	20.8	23.6	10	266.8	20.4	0.4	3.6	298.8	33.2	2	0.4	11.6	6.8	14	0.4	22.4	1.6	22	0	85.6	2
id39	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	2	0	0	0	4	0	1	0	112	0	0	0	0	0	0	0	2	0	0	0	1	0	59	0	2	0	0	3	0	301	0	0	0	0	0	0	0	137	0	0	0	4667	0	0	0	65	0	0	0	525	0	0	0	110	0	0	0	0	0	0	0	1	0	0	0	2	0
id390	0	2	0	0	2	3.6	1.2	1.2	3.2	2	1.6	0.4	2.4	4.8	1.2	0	0.8	2.4	0.4	0	1.2	4	0.4	0	1.2	2	1.6	1.6	0.4	0.4	1.6	0	0	4	1.6	0.8	0	2.4	8.8	0	0	0.8	18	0	0	1.6	12.4	0	0.8	7.2	8.4	0.4	2	5.2	18	0	0.4	1.2	6	0	0	0	29.6	0	0	3.6	0.4	0	0.8	9.6	0	0	0	0	0	0	0.4	3.2	0	0	2	0.8	0	0	0.4	0.4	0	0.4	0	2.4	0	0	0	5.2	0	0	0	1.2	0	0	0	0	0	0.4	0.4	0.4	0
id391	4	4.4	18	70	6.8	4.8	22.4	408.8	11.2	0.8	26.4	56.8	10	0	8.8	322.8	24	0	6.8	59.6	4	0.8	5.2	1.2	29.6	0.4	24.8	302.8	3.6	0	6.4	185.2	1.6	2.8	11.2	369.6	69.2	1.6	30.4	46.4	54	6	20.4	50.8	61.6	4.8	43.2	132	13.6	29.6	11.2	45.6	22.4	6	10.4	90.8	65.2	4	39.6	436.4	35.2	2.8	59.6	50	109.2	40.8	35.2	41.6	0	14.8	3.6	9.6	0.4	10.4	152.4	14	1.2	64.8	219.2	11.6	2	45.6	256.8	24.8	2.8	59.6	392.4	29.2	3.2	117.6	277.6	7.6	0.8	128.4	379.2	2.8	0.4	10.4	716	8	0.8	6	836	4.4	0	4.8	502.4
id392	91.2	11.2	62	30.8	104.8	17.2	58.8	226.4	162.4	11.2	89.6	47.6	149.2	12.4	6	94.4	94	4	4.8	68.4	101.6	12	4.8	13.2	92.8	6.8	69.2	213.6	40	4	53.6	390.8	42	19.6	14	223.6	434	2.4	198	59.6	232	12	209.2	16	362	22	229.6	36.8	275.2	40	127.6	70.4	76	48	71.6	130.4	302.4	6.4	124.8	246	75.2	0	517.6	43.6	90.8	304	13.2	64	0.4	154.4	0	15.6	2.4	2.8	28.8	18.8	0	84.8	62.4	10.4	2.4	43.6	61.2	31.2	6.8	13.6	65.6	24.4	1.6	45.2	67.6	25.2	1.6	87.6	66	0.8	0.8	16	45.6	8.8	0.8	25.2	37.2	20.4	1.2	43.2	25.2
id393	0	34.28571429	50	0	0	5.714285714	4.285714286	0	0	1.428571429	22.85714286	15.71428571	1.428571429	0	4.285714286	0	5.714285714	0	4.285714286	14.28571429	0	0	17.14285714	0	7.142857143	1.428571429	4.285714286	12.85714286	7.142857143	1.428571429	0	0	2.857142857	1.428571429	0	21.42857143	0	0	0	0	0	0	1.428571429	0	0	1.428571429	0	1.428571429	0	0	0	0	0	0	0	5.714285714	0	0	0	0	7.142857143	0	1.428571429	0	4.285714286	1.428571429	0	7.142857143	0	1.428571429	0	40	5.714285714	18.57142857	5.714285714	22.85714286	4.285714286	74.28571429	44.28571429	8.571428571	7.142857143	91.42857143	11.42857143	144.2857143	2.857142857	85.71428571	47.14285714	160	0	87.14285714	22.85714286	0	0	54.28571429	37.14285714	18.57142857	0	0	22.85714286	11.42857143	0	17.14285714	8.571428571	1.428571429	0	2.857142857	31.42857143
