allGfishSid	HKBea1Aug	HKBea1Feb	HKBea1May	HKBea1Nov	HKBea2Aug	HKBea2Feb	HKBea2May	HKBea2Nov	HKBea3Aug	HKBea3Feb	HKBea3May	HKBea3Nov	HKSta1Aug	HKSta1Feb	HKSta1May	HKSta1Nov	HKSta2Aug	HKSta2Feb	HKSta2May	HKSta2Nov	HKSta3Aug	HKSta3Feb	HKSta3May	HKSta3Nov	HKSW1Aug	HKSW1Feb	HKSW1May	HKSW1Nov	HKSW2Aug	HKSW2Feb	HKSW2May	HKSW2Nov	HKSW3Aug	HKSW3Feb	HKSW3May	HKSW3Nov	LTCC1Aug	LTCC1Feb	LTCC1May	LTCC1Nov	LTCC2Aug	LTCC2Feb	LTCC2May	LTCC2Nov	LTCC3Aug	LTCC3Feb	LTCC3May	LTCC3Nov	LTCMW1Aug	LTCMW1Feb	LTCMW1May	LTCMW1Nov	LTCMW2Aug	LTCMW2Feb	LTCMW2May	LTCMW2Nov	LTCMW3Aug	LTCMW3Feb	LTCMW3May	LTCMW3Nov	LTPC1Aug	LTPC1Feb	LTPC1May	LTPC1Nov	LTPC2Aug	LTPC2May	LTPC2Nov	LTPC3Aug	LTPC3Feb	LTPC3May	LTPC3Nov	SKBlu1Aug	SKBlu1Feb	SKBlu1May	SKBlu1Nov	SKBlu2Aug	SKBlu2Feb	SKBlu2May	SKBlu2Nov	SKBlu3Aug	SKBlu3Feb	SKBlu3May	SKBlu3Nov	SKLKW1Aug	SKLKW1Feb	SKLKW1May	SKLKW1Nov	SKLKW2Aug	SKLKW2Feb	SKLKW2May	SKLKW2Nov	SKLKW3Aug	SKLKW3Feb	SKLKW3May	SKLKW3Nov	SKSha1Aug	SKSha1Feb	SKSha1May	SKSha1Nov	SKSha2Aug	SKSha2Feb	SKSha2May	SKSha2Nov	SKSha3Aug	SKSha3Feb	SKSha3May	SKSha3Nov
id214	20	0	0	0	21.9047619	0	0	0	11.42857143	0	0	0	12.85714286	0	0	0	15.71428571	0	0	0	17.14285714	0	0	0	13.80952381	0	0	0	17.61904762	0	0	0	9.523809524	0	0	0	18.57142857	0	0	0	13.33333333	0	0	0	13.80952381	0	0	0	23.33333333	0	0	0.476190476	9.047619048	0	0	0	15.23809524	0	0	0	7.619047619	0	0	0	0	0	0	5.714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.904761905	1.428571429	0	0	0	1.428571429	0	0	0.952380952	0	0	2.857142857
id215	55	3	0	0	53	1	0	2	44	3	0	8	6	1	0	0	2	0	0	3	56	0	0	0	115	0	0	1	63	0	0	0	290	0	0	2	11	0	0	5	25	0	0	2	1	0	0	2	0	0	0	2	3	0	0	0	0	0	0	0	32	0	0	1	32	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
id216	82	47	7	61	131	26	5	229	46	46	30	259	21	22	4	86	0	7	7	60	61	7	5	52	271	19	11	51	248	14	16	8	740	5	5	108	66	5	6	362	61	2	4	274	23	0	3	295	0	6	0	150	47	7	2	121	43	8	13	106	104	5	5	93	127	8	111	140	13	0	130	0	20	0	185	0	87	1	170	0	81	1	170	2	37	4	108	4	41	0	104	0	51	0	93	0	4	0	15	0	0	0	23	1	0	0	10
id217	13.43035343	2.307692308	75.23908524	353.9501039	55.88357588	5.384615385	84.32432432	1173.555093	15.82120582	0	63.95010395	302.3908524	9.72972973	3.846153846	79.93762993	683.2432432	18.83575884	2.307692308	56.71517672	503.3264034	21.76715177	0	59.62577962	360.2286903	14.65696466	0	85.09355509	729.5218295	44.24116424	0	125.8835759	0	18.2952183	0	95.94594595	449.1268192	223.2432432	0	10.85239085	476.0083161	130.8523908	0	20.39501039	416.7151767	246.3825364	0	17.54677754	459.97921	139.4594595	0	16.09147609	1380.33264	83.24324324	0	5.945945946	636.7359668	42.16216216	0	38.60706861	791.1850312	124.9272349	0	42.86902287	509.1683992	167.5675676	21.10187111	462.6611227	127.027027	0	35.17671518	208.5862786	268.2744283	0	74.74012474	174.7609147	245.8419958	1.538461538	79.08523908	216.2993763	184.7609147	0	103.8669439	231.1850312	254.4282745	0	73.95010395	266.5904366	285.051975	0	90.64449065	181.4137215	325.1143451	6.923076923	80.02079003	216.1538462	379.1476092	0	45.03118503	528.1496881	321.6632016	0	50.41580042	399.3347193	370.8939709	0	50.47817047	379.2099792
id218	60.38647343	143.4782609	5261.835749	5191.304348	150.7246377	50.72463768	5262.318841	2885.024155	41.54589372	47.82608696	3414.492754	3119.323671	0	203.8647343	3608.21256	2217.391304	0	17.87439614	4637.681159	5105.31401	46.85990338	24.15458937	5714.975845	5563.768116	9.178743961	5.797101449	4109.661836	4812.560386	28.50241546	8.695652174	3681.15942	244.4444444	76.8115942	27.0531401	6354.10628	5241.062802	171.4975845	0	1801.932367	3018.357488	519.8067633	19.3236715	3465.700483	3914.009662	577.294686	54.10628019	1703.381643	2456.038647	220.2898551	13.52657005	2039.613527	1168.599034	396.6183575	31.40096618	127.5362319	3328.502415	119.3236715	25.12077295	221.7391304	2128.985507	198.5507246	19.3236715	4038.647343	4014.009662	227.0531401	820.7729469	4182.125604	318.3574879	0	4272.463768	1421.73913	5160.386473	414.9758454	7951.207729	1924.637681	4157.971014	84.5410628	7469.565217	3762.801932	3862.318841	115.4589372	7012.560386	2798.550725	4618.84058	236.7149758	6548.792271	3859.42029	4643.478261	300.4830918	5353.140097	2333.816425	4033.816425	32.85024155	5558.937198	2945.89372	5776.811594	0	7701.449275	5836.231884	5505.797101	0	6558.454106	4089.371981	5371.497585	0	7240.57971	5182.125604
id219	0	0	0	0	0	0	0	0	0	0	0	2.307692308	5.384615385	0	3.076923077	78.46153846	0	0	0.769230769	2.307692308	2.307692308	0	0.769230769	0	0	0	0	3.076923077	0	0	0.769230769	0	0	0	0	3.076923077	0	0	0	1.538461538	0	0	0.769230769	0	0	0	2.307692308	0	0	0	0	0.769230769	0	0	0	0	0	0	3.846153846	0	0	3.846153846	0.769230769	6.923076923	1.538461538	0	3.846153846	0	0	0	0	0	0	0	0	0	5.384615385	0	0	0	0	0	5.384615385	0	0	0	0	0.769230769	0	4.615384615	0	0	0	1.538461538	0	0	0	0	0.769230769	0	0	0	0	0.769230769	0	0	0
id22	0	0	0	168	0	35	0	227	0	0	5	250	2	0	0	358	0	0	0	416	0	3	0	343	53	0	22	6364	3	0	166	3	9	0	4	631	8	0	5	67	0	6	4	9	2	1	8	12	0	0	13	9	50	0	0	57	0	0	0	141	1	1	0	8	3	2	16	0	0	7	7	2	0	0	13	4	0	0	560	2	0	0	2	2	9	0	9	8	0	2	3	5	0	0	2	6	0	0	4	245	0	1	1	214	1	0	13
id220	0	5	24	0	0	4	14	0	3	3	8	16	3	0	23	0	0	0	21	10	3	0	4	16	5	5	2	11	3	0	11	0	0	0	3	3	1	0	0	4	0	0	0	8	0	0	0	12	0	0	2	1	0	0	0	4	0	0	0	0	2	0	1	3	7	7	12	0	0	0	3	0	8	6	18	0	15	3	23	0	24	11	17	0	26	2	12	0	36	9	15	0	102	8	10	0	0	0	2	0	0	0	2	0	0	0	0
id221	30.95238095	0	0	0	56.66666667	0	0	3.333333333	20.95238095	0	0	0.476190476	14.76190476	0	0	0	17.14285714	0	0	1.428571429	13.33333333	0	0	0.476190476	24.28571429	0	0	0	27.14285714	0	0	0	16.66666667	0	0	0.476190476	10.47619048	0	0	2.380952381	2.380952381	0	0	0.476190476	6.19047619	0	0	0	8.571428571	0	0	0.952380952	8.571428571	0	0	0	6.666666667	0	0	0	2.857142857	0	0	0	0.476190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.952380952	0	0	0	0	0	0	1.904761905	0	0	0	1.428571429	1.428571429	0	0	0	2.857142857	0.952380952	0	0.952380952	1.428571429	0	0	0.476190476	0	0	0	0.476190476
id222	0	0.476190476	0	0	0.476190476	0	0	0.476190476	5.238095238	0	4.761904762	3.333333333	0	0	2.857142857	0	4.761904762	0	0	0.952380952	0	0	0	0	3.80952381	0	1.904761905	3.80952381	4.761904762	0	3.333333333	10.47619048	2.857142857	0	0.952380952	0.476190476	0	0	1.428571429	1.428571429	0.952380952	0	0	2.857142857	0	0	0	5.238095238	0.476190476	0	0	0	0.476190476	0	0	0	0	0	0	0	1.428571429	0	0.952380952	2.380952381	0	0	0	0	0	0	0	0.476190476	0.952380952	0	0	1.904761905	1.428571429	0	0	0.952380952	0	2.380952381	0.476190476	2.380952381	0	0	1.428571429	2.857142857	0	0	0.952380952	3.80952381	0	2.380952381	1.904761905	0	0	0	0.476190476	1.428571429	0	0	0	0	0	0	0
id223	266.255144	1.234567901	0	6.172839506	339.9176954	1.234567901	0	5.349794239	203.7037037	0	0	29.62962963	104.526749	0.823045267	0.411522634	0	67.48971194	0.823045267	0	20.57613169	214.4032922	0.411522634	0	27.98353909	0	1.646090535	0	4.526748971	231.6872428	2.469135802	1.646090535	0	151.8518519	2.469135802	0	2.880658436	100.4115226	0	2.057613169	1.646090535	56.79012345	0.823045267	3.703703703	2.880658436	25.92592592	0.823045267	6.172839506	2.469135802	46.91358024	0	3.703703704	4.526748971	83.95061728	0	39.91769547	0	0	0	47.73662551	2.880658436	0	0.823045267	36.21399176	11.93415638	0	39.91769547	7.818930041	0	0	0	2.057613168	68.72427984	11.93415638	0	2.469135802	57.20164608	6.172839506	0.411522634	0	0	0	0	3.29218107	16.87242798	27.16049383	0	9.465020576	9.465020576	30.4526749	0	0	9.465020576	0	0	0	0	3.29218107	0	8.641975309	0	0	0	5.761316872	171.6049383	10.28806584	0	11.52263375
id224	0.762388818	13.72299873	4.320203304	8.640406607	6.480304955	3.049555273	1.143583227	0	2.795425667	2.033036849	1.905972046	0.762388818	4.066073697	2.92249047	3.176620076	1.016518424	2.668360864	3.430749683	0.127064803	0.635324015	2.414231258	2.160101652	1.651842439	1.397712833	1.27064803	2.287166455	0	1.778907243	1.778907242	0.889453621	0.254129606	0	1.143583227	0.889453621	0.127064803	1.143583227	1.016518424	0.381194409	0.635324015	0	0	0.381194409	0.127064803	0.889453621	0	0	0.127064803	0.254129606	0	0.127064803	0.381194409	0	0	0	0.381194409	0.254129606	0.635324015	0.254129606	1.016518424	0	0	0.381194409	2.795425667	1.524777637	0	0.635324015	1.016518424	0	0	0.762388818	2.668360864	1.778907242	9.529860229	0.254129606	2.92249047	2.541296061	3.176620076	0.254129606	2.033036849	0	6.099110546	0.381194409	4.066073698	0.762388818	2.287166455	0.762388818	1.143583227	1.016518424	1.778907243	0.635324015	2.414231257	0	2.287166455	1.016518424	0.889453621	1.016518424	0.254129606	0	2.160101652	0	0	0	1.778907243	1.397712834	0	0.254129606	2.160101652
id225	0	0	3.846153846	2.5	0.384615385	0	0.961538462	0	1.153846154	0	0	0.769230769	1.153846154	0	1.730769231	5	0	0	0	1.346153846	0	0	0	0.961538462	0.192307692	0	0	0.769230769	0	0	0	0	0	0	0	0.192307692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.961538462	0	0	0	0	0	0.384615385	0	0	0	2.5	1.538461538	0.576923077	0.192307692	0	0	0	1.538461538	0	0.192307692	2.5	0	2.115384615	0	0.769230769	0	3.461538462	0	1.730769231	0.384615385	2.884615385	0	2.115384615	0.192307692	0.576923077	0.192307692	0.576923077	0.576923077	1.538461538	0	0.384615385	0	1.538461538	0	0	0	0.192307692	0.384615385	0	0	1.153846154	0	0	0	0.192307692
id226	2.777777778	1.666666667	4.444444445	61.11111111	6.111111111	5	7.777777778	25.55555555	3.888888889	1.666666667	12.22222222	141.1111111	0	5	25	45	0	3.888888889	6.111111111	48.33333334	3.888888889	0	11.11111111	47.22222223	10	0	1.111111111	77.22222222	6.666666667	3.333333333	15	0	27.77777778	1.666666667	3.333333333	26.66666667	13.33333333	0	8.888888889	57.77777778	11.66666667	0	4.444444444	35.55555556	14.44444444	0	0.555555556	100	10	0	0	18.88888889	10.55555556	0	0	16.66666666	12.77777778	0	5	40.55555555	16.66666667	0	4.444444444	23.88888888	18.88888889	3.888888889	31.66666667	53.33333334	0	1.666666667	5.555555556	3.333333334	21.11111111	0	136.6666667	2.222222222	11.11111111	0	114.4444444	0	14.44444444	2.777777778	138.3333333	1.666666667	27.77777778	2.222222222	67.22222222	2.222222222	40	1.111111111	96.66666666	0	50	3.333333333	71.11111111	0	1.111111111	0	20	3.888888889	0	0	34.44444444	0	0	1.111111111	28.33333333
id227	8	38	34	85	7	21	52	193	3	66	44	142	11	17	68	3	5	20	79	22	12	7	46	15	21	8	7	18	37	8	57	29	51	21	21	9	9	0	12	42	11	0	0	49	2	0	5	48	0	0	6	79	5	0	0	69	3	0	1	65	37	1	23	44	24	25	55	68	0	9	64	3	77	11	142	8	103	15	145	1	95	11	177	5	79	16	115	5	132	20	113	7	159	52	131	1	2	3	38	4	3	0	107	0	7	1	67
id228	3.703703704	0	1.851851852	6.481481481	5.555555556	0.462962963	5.555555556	4.166666667	2.777777778	1.851851852	5.555555556	9.722222222	3.703703704	1.388888889	16.66666667	0	6.481481481	0	8.333333333	3.240740741	5.555555556	0	6.018518519	6.944444444	15.27777778	0	11.57407407	1.388888889	14.35185185	0	17.59259259	0	3.703703704	0	4.62962963	1.851851852	6.944444444	0	1.851851852	3.240740741	2.777777778	0	0.925925926	7.87037037	0	0	0	4.166666667	5.555555556	0	0	7.407407407	6.944444444	0	0	2.777777778	10.18518519	5.092592593	0	0	4.166666667	0	3.240740741	0.925925926	0	0	1.388888889	0	0	0.462962963	0	5.555555556	0	0	6.481481481	3.240740741	0	2.314814815	9.259259259	1.388888889	0	3.703703704	9.722222222	0.925925926	0	10.64814815	8.796296296	0	0	14.81481481	13.42592593	0	0	6.944444444	11.57407407	3.240740741	0	0	4.62962963	6.481481481	0	0.925925926	8.796296296	5.555555556	0	1.388888889	6.944444444
id229	0	0	2.777777778	0.925925926	1.851851852	0	2.314814815	5.555555556	0	0	7.407407407	14.35185185	0	4.62962963	11.11111111	3.240740741	0	0.462962963	2.314814815	5.092592593	0	0	5.555555556	5.555555556	2.314814815	0	4.62962963	15.74074074	2.314814815	0	17.12962963	0	3.240740741	0	7.87037037	4.166666667	0	0	1.388888889	2.777777778	0.925925926	0	0.925925926	0	3.240740741	3.703703704	3.240740741	0	0	0	0	5.092592593	3.240740741	1.388888889	0	0	0	0.925925926	2.314814815	0	0	2.777777778	0.925925926	0	0	0.462962963	2.314814815	0	0	1.851851852	0	0	0	0.462962963	18.05555556	2.314814815	11.11111111	0	6.018518519	0	0	0	14.81481481	0.925925926	0	2.314814815	2.314814815	1.388888889	0	5.092592593	2.314814815	0.462962963	3.240740741	0.462962963	7.407407407	0.462962963	0	0	0.925925926	0	0	0	4.166666667	0	0	0.462962963	5.555555556
id23	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	134	0	0	0	9	0	0	0	1683	0	0	0	112	0	0	0	57	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0
id230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.398601399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.398601399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.447552448	0	0	0	0	0	0	0	0	0	0	0	82.51748252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
id231	0	3	6	31	6	2	5	165	0	3	6	184	0	0	9	2	0	0	6	44	0	0	3	16	13	0	0	36	11	0	1	0	15	0	3	8	2	0	0	20	8	0	0	10	0	0	0	7	4	0	0	13	8	0	0	2	10	0	0	3	11	0	0	17	0	0	10	0	0	0	11	1	0	0	33	3	3	2	49	1	1	1	42	5	23	1	8	4	16	3	11	0	24	0	8	0	0	0	5	2	0	0	20	0	0	0	8
id232	223.8095238	5.714285714	0	0	281.4285715	3.333333333	0	0	103.3333333	5.714285714	0	0	89.04761905	23.33333333	0	0	101.9047619	11.9047619	0	0	304.7619047	15.71428571	0	8.571428572	0	37.61904762	0	0	588.5714286	28.0952381	0	0	403.8095238	32.85714286	0	0	590.4761905	0.476190476	0	2.380952381	313.8095239	3.333333333	0	5.714285714	118.0952381	15.71428571	0	2.857142857	262.8571429	0	0	15.71428571	356.1904762	0	0	0	0	0	0	21.9047619	0	1.428571429	0	3.80952381	0	0	0	0	0	0	0	40.47619048	37.14285714	0	0	76.66666666	9.047619048	0	0	0	0	0	0	41.42857143	1.904761905	0	1.428571429	36.66666667	0	0	0	50.95238095	0	0	0	0	12.38095238	1.428571429	9.047619047	0	10	3.333333333	8.571428571	91.42857142	6.666666667	2.857142857	15.71428571
id233	103.71134	6.033091203	18.1638418	71.98547216	113.5471336	10	15.19774011	28.69249395	78.11176935	1.904761905	16.57384988	81.67592581	38.61415994	0.476190476	23.61985472	106.8886199	49.20969507	2.857142857	10.90799032	44.03868766	108.3274337	6.666666667	13.87409201	30.3098741	217.7699799	1.904761905	10.43179984	37.06214689	180.7128723	0.476190476	18.64003228	64.76190476	241.6404461	2.857142857	5.560936239	26.84019371	210.6745861	0	2.966101695	85.73446328	121.2400905	0.423728814	0.847457627	38.86198548	100.537645	0	0.423728814	67.56255044	104.5129526	0.847457627	0.423728814	48.11541566	109.4743182	0	0.423728814	36.25504439	103.8275095	0.847457627	1.271186441	50.81517352	105.7590041	0	2.118644068	30.07667474	98.22820516	0.847457627	32.15324295	106.4124908	0	0.89991929	22.03389831	29.5800404	13.86602099	7.679580306	43.13274583	28.2566586	13.97094431	9.955609361	64.37449556	34.55179181	19.52380952	16.89265536	99.69686541	11.85633575	7.619047619	33.04681194	36.24207749	11.44299275	6.666666667	32.1912833	60.2966409	12.11837777	12.85714286	19.59241323	41.63755771	30.88695239	22.38095238	0.89991929	147.7338856	50.70852948	4.761904762	5.133171912	181.726462	31.8981453	17.61904762	4.285714286	145.3575013
id234	206.3291139	0	0	0	286.0759493	0	0	1.898734177	155.0632912	1.898734177	0	2.53164557	72.15189873	0	1.898734177	0	49.36708861	3.797468354	3.164556962	0	162.6582278	0	0	0	311.3924051	0	0	7.594936709	227.2151899	0	0	0	244.9367088	0	0	0	79.74683544	0	0	0	43.03797468	0	0	0	30.37974684	0	0	0	44.30379747	0	0	4.430379747	37.97468355	0	0	0	48.10126582	0	0	0.632911392	31.01265823	0	0	0	20.25316456	0	0	6.962025316	0	0	0	4.430379747	0	0	15.82278481	41.7721519	1.265822785	0	0	8.860759494	0	0	13.92405063	6.329113924	0	0	0	6.329113924	0	0	0	5.696202532	0	0	0	8.227848101	0.632911392	0	0	16.4556962	1.265822785	0	24.68354431	0	0	0	0
id235	58	0	0	0	85	12	0	8	60	1	0	4	73	0	0	0	83	0	0	0	178	0	0	0	676	2	0	0	547	0	0	0	683	0	0	1	73	0	0	1	37	0	0	0	21	0	0	0	90	0	0	0	53	0	0	0	89	0	0	0	24	0	0	0	33	0	0	4	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	6	0	0	0	7	0	0	0	3	4	0	0	1	2	0	0	7
id236	1.694915254	0	0	0.423728814	1.694915254	0	0	1.271186441	0.847457627	0	0	0.423728814	0.423728814	0	0	0	1.271186441	0	0	3.389830508	1.694915254	0	0	0	2.118644068	0	0	0	4.661016949	0	0	0	3.813559322	0	0	0	5.084745763	0	0	16.52542373	5.93220339	0	0	5.084745763	5.084745763	0	0	13.98305085	4.661016949	0	0	2.542372881	3.813559322	0	0	1.271186441	7.203389831	0	0	6.779661017	10.59322034	0	0	8.474576271	17.37288136	0	6.355932203	10.59322034	0	0	11.86440678	0	0	0	1.271186441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.423728814
id237	21	20	9	0	15	132	22	3	32	46	10	25	53	49	20	68	12	27	15	24	26	40	18	3	96	17	0	26	63	49	15	0	94	11	2	20	73	6	9	3	31	3	5	14	40	2	3	0	45	2	4	12	35	12	4	0	57	4	0	25	46	0	11	0	111	4	22	53	0	0	3	6	277	0	116	13	280	3	52	2	241	4	147	5	133	9	40	5	332	12	72	57	286	9	53	6	97	0	208	1	29	6	244	1	20	2	116
id238	9.848484848	0	0	0.757575758	8.333333333	0	0	0	12.12121212	0	0	6.818181818	11.36363636	0	0	0	8.333333333	0	0	1.515151515	10.60606061	0	0	0.757575758	31.81818182	0	0	6.060606061	21.21212121	0	0	0	36.36363636	0	0	0.757575758	25	0	0	0	7.575757576	0	0	0	9.848484848	0	0	0	6.060606061	0	0	0	11.36363636	0	0	0.757575758	18.18181818	0	0	0	16.66666667	0	0	1.515151515	60.60606061	0	2.272727273	2.272727273	0	0	0	1.515151515	0	0	3.03030303	4.545454545	0	0	2.272727273	0.757575758	0	0	3.787878788	1.515151515	0	0	2.272727273	0	0	0	4.545454545	9.090909091	0	0	1.515151515	2.272727273	0	0	3.03030303	0.757575758	0	0	7.575757576	0	0	0	6.060606061
id239	2.702702703	0	40.54054054	166.6666667	22.52252252	0	30.63063063	72.97297297	9.009009009	3.603603604	23.42342343	236.036036	0	0	72.97297298	91.89189189	0	0	45.94594594	63.96396396	3.603603604	0	36.93693694	56.75675676	19.81981982	0	27.92792793	62.16216216	12.61261261	0	66.66666667	18.01801802	36.93693694	0	14.41441441	26.12612613	0	0	9.009009009	45.04504505	8.108108108	0	2.702702703	18.01801802	0	0	5.405405405	27.92792793	12.61261261	0	0	5.405405405	0	0	0	0	0	0	7.207207207	13.51351351	0	0	17.11711712	25.22522523	0	7.207207207	36.03603604	0	0	7.207207207	110.8108108	0.900900901	0	0	145.045045	0	0	0	141.4414414	0	2.702702703	5.405405405	236.9369369	4.504504505	4.504504505	4.504504505	64.86486486	3.603603604	0	13.51351351	134.2342342	1.801801802	12.61261261	7.207207207	87.38738739	0	0	0	59.45945946	3.603603604	0	0	73.87387387	0	0	0	49.54954955
id24	0	258	52	0	2	2108	0	0	0	705	14	0	0	3289	16	0	0	718	30	0	0	852	19	0	3	1643	332	0	0	429	2761	1	0	22	389	0	0	93	350	0	0	103	286	0	0	716	16	0	1	78	271	0	0	14	0	0	0	48	0	0	0	131	1	1	0	1	0	0	11	2	0	0	0	19	0	2	124	0	0	0	0	1	0	66	37	0	0	6	13	0	0	1	32	0	0	0	47	0	0	0	5	10	0	17	36	0	0
id240	28.5	33	17	82	30	135.5	9.5	70	17.5	46	14.5	84	21.5	29.5	19	0	13	15	11.5	62	27.5	20	12	29	53.5	6	8.5	65	28.5	15	21.5	0	80	4.5	9	17.5	95	1.5	3.5	16	42.5	2.5	0.5	6	63.5	0	0.5	29.5	71	0	2.5	9	49	7.5	5	8.5	70	0	0	10	50	7	2.5	12	84	9.5	29.5	19	1	2.5	8	9	112	2	144	6	192	2.5	116.5	9.5	182.5	3	192	9	109	10.5	67	7.5	222.5	11	103.5	16.5	265.5	5.5	47.5	7.5	11	0	180	14.5	6	0	314	5.5	10.5	1.5	171
id241	6.306306306	4.504504505	20.72072073	7.207207207	18.01801802	33.33333334	15.31531532	4.504504505	8.108108108	5.405405405	15.31531532	56.75675675	18.91891892	5.405405405	12.61261261	22.52252252	14.41441441	9.009009009	19.81981982	21.62162162	11.71171171	10.81081081	22.52252252	20.72072072	45.94594594	4.504504505	19.81981982	67.56756756	30.63063063	3.603603604	17.11711712	0	36.93693694	10.81081081	13.51351351	31.53153153	41.44144144	0	1.801801802	14.41441441	29.72972973	0.900900901	2.702702703	14.41441442	57.65765766	0	0	22.52252252	62.16216216	0	0	15.31531532	48.64864865	0	2.702702703	8.108108108	69.36936937	8.108108108	0	41.44144145	59.45945946	0	1.801801802	28.82882883	151.3513514	0	63.06306307	229.7297297	0	1.801801802	56.75675675	2.702702703	13.51351351	6.306306306	109.9099099	5.405405405	27.92792793	5.405405405	112.6126126	0	36.93693694	0	201.8018018	9.90990991	8.108108108	9.009009009	76.57657658	9.90990991	35.13513514	20.72072072	65.76576576	15.31531532	0	20.72072073	81.98198198	0.900900901	6.306306306	0	54.95495495	1.801801802	3.603603604	0	118.9189189	1.801801802	0	3.603603604	54.95495496
id242	0	0	0	76.5	1.5	0	0	5	0	0	0	107.5	0	0	0	2	0	0	0	39.5	0	0	0	13	0	0	0	41	0	0	0	0	3.5	0	0	18.5	3	0	0	11	0	0	0	6.5	1	0	0	21	0	0	0	0.5	0	0	0	3.5	0	0	0	6.5	0	0	0	10	0	0	9	0	0	0	17	0	5.5	0	20.5	2	0	0	25.5	0	2.5	0	32.5	0	0	0	10.5	1	2	0	4.5	0	4.5	0	3	0	0	0	1.5	0	0	0	1	0.5	0	0	0
id243	9.5	0	0	20.5	12	0	0	19.5	7.5	0	0	66.5	4	0	0	1	0	0	0	13	3.5	0	0	14	15	0	0	39	11.5	0	0	0	32.5	0	0	15	189	0	0	2.5	32	0	0	3	64.5	0	1	2.5	62.5	0	0	6	26	0	2.5	1.5	30.5	0	0	7	29	0	0	9	40.5	0	6	70	0	2	3.5	1.5	0	0	16.5	3	0	0	19.5	2.5	0	0	18	0	0	0	6	0.5	0	0.5	10.5	9.5	0	0	11	4	0	0	7	11	0	0	7	6.5	0	0	1.5
id244	86.5	0	0	0	97.5	0	0	0.5	54.5	0	0	1.5	17.5	0	0	0	34	0	0	5	38	0	0	0	27	0	0	0	18	0	0	0	16.5	0	0	1.5	18	0	0	6.5	8.5	0	0	1	13.5	0	0	0	25	0	0	1	16.5	0	0	0	6.5	0	0	2.5	1.5	0	0	1	3.5	0	0	0.5	0	0	1.5	3	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0.5
id245	131.3333333	0	0	0	148	0.666666667	0	2.666666667	167.3333333	0	0	0	64.66666666	0	0	0.666666667	126	1.333333333	0	0.666666667	94.66666666	0	0	2	93.33333333	1.333333333	0	2	50.66666667	0	0	0	59.33333334	0	0	2	86.66666667	0	0	6.666666667	58.66666667	0	0	2.666666667	57.33333333	0	0	2.666666667	68.66666666	0	0	0.666666667	56.66666667	0	0	5.333333333	51.33333333	0	0	3.333333334	23.33333333	0	0	2	28	0	0.666666667	44.66666666	0	0	1.333333333	7.333333334	0	0	0	0.666666667	0	0	2.666666667	1.333333333	0	0	0	0	0	0	2	1.333333334	0	0	2.666666667	2.666666667	0	0	2	2.000000001	0.666666667	0	4.666666667	6	6	0	1.333333334	4	0	0	6.666666667
