Sample	ASV1	ASV10	ASV100	ASV101	ASV102	ASV103	ASV104	ASV105	ASV106	ASV107	ASV108	ASV109	ASV11	ASV110	ASV111	ASV112	ASV113	ASV114	ASV115	ASV116	ASV117	ASV118	ASV119	ASV12	ASV120	ASV121	ASV122	ASV123	ASV124	ASV125	ASV126	ASV127	ASV128	ASV129	ASV13	ASV130	ASV131	ASV132	ASV133	ASV134	ASV135	ASV136	ASV137	ASV138	ASV139	ASV14	ASV140	ASV141	ASV142	ASV143	ASV144	ASV145	ASV146	ASV147	ASV148	ASV149	ASV15	ASV150	ASV151	ASV152	ASV153	ASV154	ASV155	ASV156	ASV157	ASV158	ASV159	ASV16	ASV160	ASV161	ASV162	ASV163	ASV164	ASV165	ASV166	ASV167	ASV168	ASV169	ASV17	ASV170	ASV171	ASV172	ASV173	ASV174	ASV175	ASV176	ASV177	ASV178	ASV179	ASV18	ASV180	ASV181	ASV182	ASV183	ASV184	ASV185	ASV186	ASV187	ASV188	ASV189	ASV19	ASV190	ASV191	ASV192	ASV193	ASV194	ASV195	ASV196	ASV197	ASV198	ASV199	ASV2	ASV20	ASV200	ASV201	ASV202	ASV203	ASV204	ASV205	ASV206	ASV207	ASV208	ASV209	ASV21	ASV210	ASV211	ASV212	ASV213	ASV214	ASV215	ASV216	ASV217	ASV218	ASV219	ASV22	ASV220	ASV221	ASV222	ASV223	ASV224	ASV225	ASV226	ASV227	ASV228	ASV229	ASV23	ASV230	ASV231	ASV232	ASV233	ASV234	ASV235	ASV236	ASV237	ASV238	ASV239	ASV24	ASV240	ASV241	ASV242	ASV243	ASV244	ASV245	ASV246	ASV247	ASV248	ASV249	ASV25	ASV250	ASV251	ASV252	ASV253	ASV254	ASV255	ASV256	ASV257	ASV258	ASV259	ASV26	ASV260	ASV261	ASV262	ASV263	ASV264	ASV265	ASV266	ASV267	ASV268	ASV269	ASV27	ASV270	ASV271	ASV272	ASV273	ASV274	ASV275	ASV276	ASV277	ASV278	ASV279	ASV28	ASV280	ASV281	ASV282	ASV283	ASV284	ASV285	ASV286	ASV287	ASV288	ASV289	ASV29	ASV290	ASV291	ASV292	ASV293	ASV294	ASV295	ASV296	ASV297	ASV298	ASV299	ASV3	ASV30	ASV300	ASV301	ASV302	ASV303	ASV304	ASV305	ASV306	ASV307	ASV308	ASV309	ASV31	ASV310	ASV311	ASV312	ASV313	ASV314	ASV315	ASV316	ASV317	ASV318	ASV319	ASV32	ASV320	ASV321	ASV322	ASV323	ASV324	ASV325	ASV326	ASV327	ASV328	ASV329	ASV33	ASV330	ASV331	ASV332	ASV333	ASV334	ASV335	ASV336	ASV337	ASV338	ASV339	ASV34	ASV340	ASV341	ASV342	ASV343	ASV344	ASV345	ASV346	ASV347	ASV348	ASV349	ASV35	ASV350	ASV351	ASV352	ASV353	ASV354	ASV355	ASV356	ASV357	ASV358	ASV359	ASV36	ASV360	ASV361	ASV362	ASV363	ASV364	ASV365	ASV366	ASV367	ASV368	ASV369	ASV37	ASV370	ASV371	ASV372	ASV373	ASV374	ASV375	ASV376	ASV377	ASV378	ASV379	ASV38	ASV380	ASV381	ASV382	ASV383	ASV384	ASV385	ASV386	ASV387	ASV388	ASV389	ASV39	ASV390	ASV391	ASV392	ASV393	ASV394	ASV395	ASV396	ASV397	ASV398	ASV399	ASV4	ASV40	ASV400	ASV401	ASV402	ASV41	ASV42	ASV43	ASV44	ASV45	ASV46	ASV47	ASV48	ASV49	ASV5	ASV50	ASV51	ASV52	ASV53	ASV54	ASV55	ASV56	ASV57	ASV58	ASV59	ASV6	ASV60	ASV61	ASV62	ASV63	ASV64	ASV65	ASV66	ASV67	ASV68	ASV69	ASV7	ASV70	ASV71	ASV72	ASV73	ASV74	ASV75	ASV76	ASV77	ASV78	ASV79	ASV8	ASV80	ASV81	ASV82	ASV83	ASV84	ASV85	ASV86	ASV87	ASV88	ASV89	ASV9	ASV90	ASV91	ASV92	ASV93	ASV94	ASV95	ASV96	ASV97	ASV98	ASV99
HKBea1Aug	60.38647343	517.9487179	0	6.709265176	18.88888889	0	30.5	62.85714286	6.25	136.5853659	24.30555556	17	0	0	1.6	58	2.641509434	0	0	4.957904584	182.278481	0	5.172413793	173.6111111	0	95.47325103	0	2.117263844	9.5	1.666666667	158.8477366	0	13.67521368	0	248.7179487	126.8292683	0	10.5	11.96581197	31.2	5.555555556	5.283018868	20.8	0	16.98113208	254.7008547	61.9047619	8	1.111111111	17.35849057	28	7.547169811	11.23595506	0	0	10.83333333	10.8	0	0	0	0	23	0	0	3.773584906	0	0	62.1875	0	1.62601626	0	40.9375	3.4375	3.418803419	10.18867925	0	0	36	0	0	1.709401709	0	0	0	0	79	14	90.24390244	70.5	44.0625	0	4.153354633	52	4.153354633	6.666666667	0	3	0	5.555555556	0	113.6752137	0.952380952	7	31.33333333	0	63.41463415	4.666666667	6.709265176	9	0	43.33333333	11.89189189	232.4786325	26.66666667	3.75	1.666666667	12	11.76470588	91.8699187	17.33333333	0	28	6.79245283	24.0625	10.5	25	0	1.509433962	4.488330341	3.703703704	1	0	86.5	11.93415638	0	0	0	4.528301887	4	23.80952381	1.118568233	10.95238095	4.166666667	17.33333333	25.71428571	1124.786325	0	0	100	0	0	0	61.33333333	11.2	8.333333333	5.617977528	42.46031746	111.1111111	0.381194409	4.528301887	0	0	44	0	0	0	0	10.4	0	0.381194409	0	0	2.435897436	0	5.175983437	3.018867925	10.4	0	210.625	2.5	6.25	0	0	12.69035533	0	0	0	0	32	45.5	0	3.411131059	1.388888889	0.687285223	7.037037037	0	0	4.285714286	19.66666667	0	16.25	24.05063291	0	0	30.95238095	1.5625	0	0	0	0	0	29.375	5.780346821	0	0	0	9.848484848	0	0	0	0	0	1.538461538	425	1.132075472	0	0	0	0	0	0	1.904761905	0	4.905660377	22.30769231	0.651465798	0	0	0	6.306306306	6.837606838	2.236421725	20	0	7.333333333	40	47.86324786	12.19512195	0	0	25	0	10	0.416666667	1.5625	3.231597846	141.8803419	1.666666667	1.694915254	0	0	0	0	0	0	0	0	24.30555556	0	0	17.07317073	0	30	3.333333333	0	0	5.5	0	93.4375	7	0	0	0	5.9375	0	0	0	0	0	38.20224719	0	0	26	0	1.333333333	24.5	0	0	19.65811966	0	0	0	1.428571429	0	0	0	0	0	0	0	4	36.25	0	0	0	0	0	0	0	0	4.5	0	0	0	2.777777778	0	0	0	0	0	0	0	0	0	33.73015873	5.952380952	0	0.5	13.84615385	151	46.92307692	0	49.05660377	0	27.77777778	25	0	0	29.43396226	25	107.5	51.875	17.5	44	98.125	509.7560976	7.692307692	0	0.19047619	10.39426523	57.26495726	18.05555556	29.76190476	73.20754717	82	0	107.6388889	0	52.03252033	394.047619	44	14.33691756	64.83050847	12	4.068522484	1.5	0	48.71794872	26.15384615	237.5	463.4782609	32.58426966	2.8	0	17	10.3125	22.5	23.5	99.04761905	19.84126984	0	7	8.243727599	0	0	11.80555556	66	0	0	6	2.702702703	9
HKBea1Feb	143.4782609	193.1623932	1.8	0.638977636	4.444444444	64.58333333	9.5	0	4.0625	4.06504065	90.97222222	1.5	1	20.13888889	13.2	0	6.037735849	91.45299145	8.5	0	0	15.66666667	4.482758621	1963.194444	2.872531418	0	23.77358491	2.605863192	3.5	1.666666667	0	16.2601626	7.692307692	8.8	69.23076923	4.87804878	0.9375	0	11.11111111	12.8	6.944444444	2.641509434	5.6	29.7752809	2.264150943	120.5128205	0	0	0	0	0	8.679245283	3.370786517	7	27.64227642	2.083333333	49	20.32520325	0	1.875	16.84587814	0	0	1.6	4.528301887	3.418803419	1.234567901	18.125	0	0	0.357142857	0	0	0	0	0.617283951	5.283018868	11.2	11.40065147	2.237762238	0	0	0	0.5	0.754716981	0	8	0	0	106.5625	7.8994614	2.555910543	0	0	5	8	3	49.57264957	5.555555556	0	417.0940171	9.047619048	0	1	3	0	0	0.958466454	2	0	3.333333333	0	852.991453	0	7.5	0.833333333	8	2.521008403	0	0	0	10	2.641509434	75	0	0.694444444	0	0	0	0	13	1.886792453	0	0	1.140065147	2.5	0	0.754716981	5	0	5.592841163	0	3.472222222	2	0	83.76068376	16.85393258	0.9375	0	0	0	11.69811321	0	0	0	2.247191011	64.28571429	0	5.717916137	7.547169811	0	1.5625	0	4.528301887	0	12.5	0	142.4	0	8.005082592	0	0	0	0	2.277432712	0	3.2	9.728718428	0	0	0	46.15384615	21	0	0	1.509433962	0	0	0	0	0	0	6.25	0	0	4	1.136363636	0	0	0	10.9375	0	0	0	0	0	0	4.761904762	0	5	0	44.375	0	0.689655172	1.615798923	0	0	0	0	14	2.247191011	1	2.307692308	10.625	1.886792453	0	13	0	0	17	0	0	3.603603604	0	69.23076923	0	0	0	0.476190476	0	0	0.958466454	0	0	0	113.5849057	0	0	0	0	3	5.128205128	0	0.416666667	1.25	0	744.4444444	1.166666667	0	0	5	0	10.9375	0	0	2.867383513	3.5	104.1666667	15.2	0.841908326	0	0	0	0	1.5	0	0.5	0	5.9375	1.5	1.597444089	0	0	0	1.62601626	0	2	0	0	156.1797753	0	11	0	3.5	0	0	0	2.5	0	0	3.25	0	0	0	2.641509434	0	0	0	4.06504065	0	0	0	0	0.769230769	0	0	0	5.25	0	3.25203252	0	2.89017341	62.65709156	0.900900901	0	4	0	0.759878419	0	0	0	0	0.187090739	0	19.44444444	0	0	0	46.92307692	5	21.53846154	9.25	25.28301887	561.1111111	69.44444444	12.5	3.25732899	0	40.75471698	12.6984127	32	0	3.4375	13.5	22.5	0	257.2649573	52.8	1.333333333	26.16487455	119.6581197	7.638888889	17.06349206	0.754716981	20	170.9401709	14.58333333	31	104.0650407	51.58730159	7	1.075268817	1.271186441	24.5	1.713062099	51.5	0	65.81196581	0	0	61.73913043	7.303370787	30	18.33333333	20	6.5625	0	24.5	5.714285714	1.19047619	111.965812	1569.5	15.05376344	32.8	12.5	119.4444444	8	2.75862069	96.5	7.5	0	121
HKBea1May	5261.835749	141.025641	0	6.07028754	5.185185185	29.86111111	0	0	14.0625	8.943089431	19.44444444	0	0	9.027777778	18.4	0	6.41509434	6.837606838	5	1.87090739	0	8.666666667	0	154.1666667	1.436265709	0	2.641509434	0	8	1.666666667	0	20.32520325	28.20512821	0	91.45299145	0	0.9375	0	7.692307692	4	4.861111111	6.41509434	2.4	16.29213483	6.79245283	135.042735	0	0	2.777777778	3.773584906	0	5.660377358	0	18.5	30.08130081	8.75	43.8	6.504065041	15.31531532	0	5.376344086	0	0	4	2.264150943	0.854700855	0	80	0	1.62601626	2.142857143	0	0	4.273504274	3.396226415	0	36.22641509	0	0.325732899	0	0	0	5.5	6.5	0	0	6	1.62601626	0	60	0	8.945686901	0	2.875399361	12.5	0	3	0	10.41666667	0	74.35897436	9.523809524	0	0	6	0	0.666666667	0	0	0	0	2.162162162	28.20512821	0	4.166666667	8.333333333	0	0	0	0	1.4	6	1.132075472	9.375	0	0	0	0	0	1.851851852	10	2.264150943	0	0	0	0	0	1.886792453	16	0	0.894854586	0	9.027777778	0	0	16.23931624	0	0	0	0	5.982905983	0	0	0	7.142857143	3.93258427	32.93650794	0	1.397712834	0	0.6	0	0	6.41509434	0	2.5	0	132.8	0	2.92249047	0	0.78125	0	0	0	0	0	0.374181478	0.9375	0	0	9.401709402	18	0	2.777777778	0	0	0	3	2.5	4.790419162	0	1.388888889	0	0	1.25	0	0	0	0	14.6875	0	0	0	0	0	1.538461538	0.952380952	0	24	0	98.125	0	0	0	0	0	12.28813559	0	0	11.23595506	0	73.07692308	5.3125	3.396226415	1.792114695	0	0	0	0	0	0	5.405405405	0	216.9230769	0	0	0	0	0	0	2.236421725	0	0	2	19.24528302	0	0	0	0	0	0.854700855	2.380952381	0	0	0	12.82051282	0	0	0	3	0	0	2.777777778	18.01801802	3.225806452	1.5	315.2777778	0	0	0	0	0	0	0	0	0	0	20.3125	0	0	10.25641026	0	0	0	0	5	0	0	40.4494382	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	3.773584906	3.846153846	0	0	0	0	0	1.875	0	0	0	0	0	0	0	4.87804878	0	0	0	0	0	0	1.636363636	0	0	0	0	0	0.09354537	0	30.95238095	0	0.476190476	0	196.1538462	8	118.4615385	11.5	22.26415094	24.30555556	49.30555556	11.80555556	0	0	17.73584906	36.9047619	0	2.1875	15	29.5	3.125	0	6.837606838	50	0	27.95698925	24.78632479	0	11.50793651	6.41509434	7	69.23076923	0	33	6.504065041	242.4603175	61	2.867383513	2.542372881	9	1.284796574	55.5	0	12.82051282	0	0	259.1304348	34.26966292	18.8	16.66666667	9	7.1875	7	0	0	4.761904762	23.07692308	0	6.451612903	10	8	24.30555556	0	3.448275862	0	5.5	22.52252252	6
HKBea1Nov	5191.304348	8.547008547	0.8	1.597444089	18.88888889	0.694444444	0	0	17.5	17.07317073	0.694444444	29.5	0.666666667	22.91666667	6	0	6.41509434	0	0	0	0	0	0	21.52777778	0	0	0	1.140065147	22	32.22222222	0	16.2601626	0	0	8.547008547	0	0	9	0	0	0	31.32075472	0	0	0.377358491	41.02564103	0	4	28.88888889	1.886792453	56.8	0.377358491	18.53932584	0	8.943089431	0	2	0	7.207207207	0	0	0	0	0	9.811320755	0.854700855	0	90	0	48.7804878	0	0.9375	0	7.692307692	2.264150943	0	0	0	0.814332248	0	19.65811966	3.418803419	0	0	3.773584906	0	2	6.504065041	0	14.0625	0	0	0	0.958466454	5.833333333	0	35	0	11.80555556	1.666666667	53.84615385	6.19047619	2.5	0	31	0	0	1.916932907	3.5	10.83333333	0	227.027027	17.09401709	0	0	5.833333333	0	0	0	1	0	0	2.641509434	1.5625	0	18.75	0	0	0	6.481481481	0	0.754716981	0	6.172839506	0	2.5	0	3.396226415	25	0	0	0	5.555555556	1.333333333	0	0	0	0	0	0	0	0	0	0	0	14.04494382	18.25396825	0	0.381194409	0	0	0	0	0	5.431309904	0	0	67.6	8	8.259212198	1	0	0.256410256	17.5	0	0	0	0	4.375	18	2.083333333	0	0	0	0.925925926	9.056603774	43.80952381	59	0	1	4.191616766	0	11.11111111	0.343642612	3.333333333	0	0	0	0	0	3.4375	0	0.718132855	7.784431138	0	0.625	0	0	0	0	0	9.6875	1.156069364	0	0	1	0.757575758	0	0	0	0	0	126.9230769	3.4375	0.754716981	0	0	0	0	0	0	1.904761905	0	0	117.6923077	0	0	5.128205128	0	0	0.854700855	0	0	8.666666667	0	0	0	0	0.638977636	0	0	0	0	12.5	0	0	0	0	0.423728814	12.19512195	0	0	0	0	0	0	1.5	36.80555556	0	1.403180543	0	0	0	0	0.5	0	0	0	9.375	0	0	0	0	0	3.25203252	0	19	0	0.5	23.59550562	8.591065292	6	0	0	0	0	0	0	0	0	261	0	0.952380952	0	0	2.5	0	0	35.77235772	0	0	1.5625	0	0	0	0	10	0	0	0	0	0	0	0	4.166666667	0	0	0	0	7.348242812	0	0	0.561272217	10	45.63492063	0	5.714285714	0	26.15384615	291	20	0	43.01886792	0	0.694444444	172.2222222	0	0	30.56603774	38.88888889	9	0.9375	40.3125	39	0	0	10.25641026	9.2	3.047619048	39.4265233	17.09401709	132.6388889	21.42857143	7.924528302	61	0	72.22222222	0	0	81.34920635	147	12.54480287	26.27118644	60	13.0620985	18.5	1	0.854700855	18.46153846	0	60.86956522	20.78651685	18	38.33333333	0	5.625	31	0	0	8.333333333	0	23	9.318996416	6	0	4.166666667	4	0	0	2	166.6666667	0
HKBea2Aug	150.7246377	376.0683761	3	9.265175719	23.33333333	7.638888889	17.5	86.66666667	7.5	104.0650407	26.38888889	11	0	3.472222222	1.2	85	5.660377358	0	0	3.367633302	263.9240506	2.666666667	0	193.75	0	109.8765432	4.905660377	3.745928339	10	2.777777778	216.0493827	0	10.25641026	0	148.7179487	103.2520325	0	8	25.64102564	19.2	8.333333333	3.773584906	24	0	12.83018868	219.6581197	70.47619048	9	3.333333333	16.22641509	24	3.396226415	7.303370787	0	0	9.166666667	6.4	0	8.108108108	0	3.225806452	16.5	0	0	2.641509434	4.273504274	5.349794239	60.625	0	1.62601626	0	40	5.625	4.273504274	7.924528302	0	0	27.2	1.302931596	0.979020979	0	0	4.5	3.5	2.641509434	81	11	62.60162602	66	37.8125	1.256732496	3.194888179	47.2	5.431309904	4.166666667	0	0	0	28.47222222	0	100	1.428571429	7.5	51	6	43.90243902	5	3.194888179	10	0	40	49.72972973	213.6752137	31.9047619	8.333333333	3.333333333	18.5	6.302521008	78.86178862	8.666666667	0.4	15	7.924528302	16.25	8	87.5	6	0.754716981	3.052064632	5.555555556	2	0	97.5	8.641975309	0	5	0	1.886792453	4	19.04761905	3.131991051	11.9047619	2.083333333	12.66666667	33.33333333	870.9401709	0	0	117.9487179	6.5	0	0	57.33333333	16	0.793650794	1.685393258	39.68253968	73.5042735	3.049555273	2.264150943	0	0	54	1.886792453	2.236421725	0	0	9.6	0	3.430749682	7.333333333	5.46875	1.153846154	0	8.695652174	6.037735849	5.6	0	112.1875	4.5	6.25	6.837606838	0	23.85786802	1.851851852	2.264150943	0	1.5	36	14.5	0	1.97486535	4.166666667	1.374570447	4.814814815	0.25	2.045454545	4.464285714	41.33333333	0	8.75	22.15189873	0.718132855	1.796407186	56.66666667	2.5	0	0	0	0	0	27.5	1.734104046	0	0	0	8.333333333	0	1.5	0	1.685393258	0	6.153846154	391.5625	0.377358491	1.075268817	6	1.709401709	0	0	0.344827586	0	0	2.264150943	17.69230769	0.325732899	1	0	0.476190476	5.405405405	19.65811966	0.958466454	21.9047619	2	5.333333333	38.86792453	42.73504274	19.51219512	0	4.166666667	29	0	3.80952381	0	0.3125	3.231597846	122.2222222	4	1.694915254	1.62601626	0	0	0	15.27777778	0	0	1.5	25.69444444	0	0	26.01626016	0	24	2.380952381	0	25.6	0	0	64.6875	0	0	0	2.5	4.0625	0	15.23809524	0	4.504504505	1	67.41573034	0	0	36.66666667	0	0.666666667	12	0	0	10.25641026	0	1.5	3.5	1.904761905	0	0	0.384615385	0	0.854700855	0	0	0	31.5625	0.5	5.384615385	0	0	0	0	0	0	0.5	6.936416185	0.179533214	0	8.333333333	0	0	0	0.642398287	0	0	0	0.374181478	0	15.07936508	3.174603175	0	0	14.61538462	212	33.84615385	0	40.75471698	0	21.52777778	45.83333333	1.465798046	0	27.9245283	21.42857143	102	37.5	19.375	56	107.8125	508.1300813	9.401709402	0	0.19047619	12.18637993	31.62393162	45.83333333	22.61904762	105.6603774	125	0	246.5277778	0	53.65853659	337.3015873	40	26.52329749	56.3559322	13.5	10.49250535	0	8	25.64102564	16.92307692	307.5	351.3043478	17.97752809	1.6	0	15	7.5	15.5	23	124.2857143	14.68253968	3.418803419	9.5	7.52688172	0	0	13.88888889	57.5	0	0	5.5	22.52252252	0
HKBea2Feb	50.72463768	228.2051282	5.4	0	4.814814815	15.27777778	4	0	11.25	9.756097561	31.25	3	0	9.027777778	9.2	12	6.79245283	81.1965812	40.5	0	0	13.33333333	10	513.1944444	4.847396768	0	17.73584906	0	23	5	0	16.2601626	0.854700855	15.2	89.74358974	4.87804878	0	1	17.09401709	9.6	0.694444444	0	1.6	16.85393258	3.396226415	64.95726496	0	0	0	0	0	5.283018868	0	6.5	30.08130081	0	91.6	17.88617886	0	1.875	10.03584229	6.5	0	7.2	5.660377358	11.11111111	1.234567901	22.1875	0	0	0.178571429	0	0	0	0	0.411522634	1.886792453	11.2	1.302931596	1.258741259	0	3.418803419	0	6	0	0	7	0	0	165.9375	8.438061041	1.277955272	0	0	10.83333333	2.5	2	36.75213675	0.694444444	0	314.5299145	6.19047619	0	2.333333333	2	0	0	0	0	0	0	0	720.5128205	0.476190476	5	0	13	4.201680672	0.81300813	0	0	1	0.377358491	133.4375	0	0	0	0	0	0.462962963	10	1.132075472	0	0	0	3.5	0	2.264150943	6	0	7.382550336	0	2.083333333	2.666666667	0.952380952	64.1025641	8.988764045	0	0	0	0	3.773584906	0	0	0	0	58.73015873	0	1.27064803	2.641509434	1.8	0	0	3.396226415	0	9.6875	0	50.4	0	1.778907243	0	0.78125	0	0	1.6563147	0	2.4	1.028999065	0.625	0	0	11.96581197	18	0	0	3.773584906	0	0	0	0.5	4.191616766	0	0.694444444	0	0	9.25	1.363636364	0	0	0	6.5625	0	0	0.598802395	0	0	32.30769231	10	0	4	0	68.4375	0	1.379310345	1.615798923	0	0	0	0	9	5.056179775	0	5.384615385	9.375	0.754716981	0	17	0	0	13.25	0	0	27.92792793	0	76.92307692	0	0	11.11111111	0	0	0	0	0	0	0	69.05660377	0	7.317073171	0	0	1	0	0	0	3.4375	0	658.974359	0	0	0	7	0	5.625	0	0	4.659498208	1	32.63888889	4.8	0.467726848	0.81300813	0	0	0	0	0	0	0	5.9375	14	2.875399361	0	0	0	8.130081301	0	0	2.702702703	0	65.73033708	0	0	0.666666667	20.5	0	0	0	7.75	0	0	2.5	0	0	0	0.754716981	0	0	0	0	0	0	0.3125	0	23.84615385	0	0	0	1.75	0	0	0	4.046242775	84.02154399	2.702702703	0	3	0	0.303951368	0	0	3	0	0	0	20.23809524	0	0	0	60.76923077	1	35.38461538	8	16.22641509	175	22.22222222	6.944444444	1.628664495	0	18.11320755	11.50793651	28	1.25	2.1875	8	25	0	292.3076923	16.4	0.571428571	10.03584229	84.61538462	0	12.6984127	0.754716981	0	106.8376068	5.555555556	28	57.72357724	59.52380952	5	1.075268817	0	78	0	30	0	82.90598291	0	0	73.04347826	3.93258427	12.4	14.16666667	132	8.4375	2	10.5	3.333333333	6.349206349	90.5982906	3495.5	8.602150538	15.6	45	24.30555556	5.5	7.24137931	160.5	0	0	77.5
HKBea2May	5262.318841	131.6239316	0	5.111821086	8.888888889	19.44444444	0	0	15.625	0.81300813	13.19444444	3.5	0	15.27777778	13.6	0	7.924528302	3.418803419	3	1.777362021	0	6.666666667	2.068965517	156.9444444	2.154398564	0	1.509433962	0	4.5	2.222222222	0	26.82926829	18.8034188	2.8	80.34188034	0	0.3125	2	6.837606838	5.6	4.861111111	8.301886792	2.4	17.97752809	3.773584906	73.5042735	0	5	5.555555556	0	0	5.660377358	6.741573034	11.5	32.5203252	5	35.2	8.943089431	15.31531532	0	4.301075269	0	0	1.8	0.754716981	11.11111111	0	65.625	0	2.43902439	1.428571429	0	0	1.709401709	3.396226415	0	39.24528302	0	0	0	0	0	4.5	7	0	0	6	4.06504065	0	60	0.538599641	8.945686901	0	0.958466454	14.16666667	1.166666667	7	0	5.555555556	0	55.55555556	18.0952381	0	0	5	0	0	0	0	0	0	4.324324324	21.36752137	0	4.583333333	7.5	0	0	0	0	0.6	8	3.018867925	19.6875	0	0	0	0	0	5.555555556	23	0	0	0	0	0	0	3.396226415	14	0	1.342281879	0	7.638888889	3.333333333	0	10.25641026	4.494382022	0	0	0	10.25641026	2.264150943	0	0	2.380952381	4.494382022	40.47619048	0	0.254129606	0	0.2	0	0	3.018867925	0	0	0	176.4	0	0.889453621	0	0	0	0	0	0	0	0.280636109	0	0	0	0	20	0	2.314814815	2.641509434	0	0	0	2	6.586826347	0	2.083333333	0	0	0.75	0	0	0	0	11.5625	0	0	0	0	0	0	0.952380952	0	14	0	111.25	0	0.344827586	0	0	0	9.322033898	0	0	11.79775281	0	80	5	4.150943396	0	0	3.418803419	0	0	0	0	0	0	251.5384615	0	0	1.709401709	0	0	0	4.47284345	0	0	0	17.73584906	0	0	0	0	0	0	0	0	0	0	5.128205128	0.333333333	0	0	3	0	0	6.944444444	14.41441441	1.433691756	1	318.0555556	0	0	0	0	0	0	0	0	0	0	12.8125	0	0	5.982905983	0	0	0.81300813	2.380952381	4	0	0	41.57303371	0	1	0	0	0	0	0	0	0	0	1.75	0	2.380952381	0	0	0.961538462	0	0	0	0	0	0	0	0	0	0	4.166666667	0	0	16.2601626	0	0	1.97486535	0	0	3	0	0	0	0	0	0	0	0	36.11111111	0	1.428571429	0	214.6153846	16	190	6	29.43396226	32.63888889	47.91666667	6.944444444	0	0	9.056603774	39.28571429	0	4.375	13.125	21	5.9375	0	22.22222222	50.4	0	35.48387097	15.38461538	0	5.952380952	1.886792453	5	63.24786325	2.083333333	13	20.32520325	198.8095238	70	3.225806452	2.542372881	5	1.927194861	71	0	9.401709402	0	0	264.3478261	33.14606742	24.4	17.08333333	22	9.6875	9.5	0	0	5.555555556	15.38461538	0	8.960573477	6.8	6	17.36111111	0	4.827586207	0	8	16.21621622	4
HKBea2Nov	2885.024155	66.66666667	0	4.153354633	34.07407407	27.08333333	3.5	0	5.3125	20.32520325	8.333333333	27	0	22.91666667	0	8	16.98113208	20.51282051	0	0	0	0	0	116.6666667	0	0	0	0.651465798	39.5	19.44444444	0	0	0	0	25.64102564	8.943089431	0	12.5	0.854700855	0	1.388888889	5.283018868	2	0	5.660377358	63.24786325	0	9	6.111111111	4.150943396	12.8	6.037735849	0	0	11.38211382	5.833333333	0.6	4.06504065	4.504504505	0	1.433691756	2	0	0	13.96226415	7.692307692	0	154.375	0	0	0	0	0	11.96581197	4.905660377	0	0	0	1.628664495	0	13.67521368	31.62393162	0	10	17.73584906	0	0	2.43902439	0	42.1875	0	3.514376997	0	0.958466454	3.333333333	0	82	0	61.80555556	11.66666667	132.4786325	0	17.5	0	165	0	0	2.555910543	7	0	0	1104.324324	70.08547009	4.761904762	0	64.16666667	0	0	4.06504065	1	0	17	3.018867925	0	0	17.36111111	8.5	12.0754717	0	4.166666667	61	1.132075472	0.5	5.349794239	0	6.5	2.06185567	7.547169811	5	0	0	1.428571429	29.16666667	4	3.80952381	56.41025641	0	0	0	0	0	0	0	0	0	10.11235955	28.96825397	0	0	0	0	0	2.666666667	0	13.09904153	0	0	68.4	0	0	2.666666667	27.34375	0.384615385	3.5	0	4.150943396	0	0	0.9375	2	7.638888889	0	0	0	5.555555556	0	4.285714286	1.5	0	0	1.19760479	0	28.47222222	0	3.333333333	1	0	1.071428571	0	0	10.3125	1.898734177	1.436265709	2.994011976	3.333333333	0	0	0	0	0	0	8.75	4.624277457	0	0	1.5	0	0	0	0	0	0	69.23076923	11.5625	0	10.75268817	0	0	0	0	0	8.571428571	0	2.264150943	223.0769231	0	29	0	0.476190476	0	0.854700855	0	0	0	0	14.71698113	0	0.81300813	0	0	0	0	0	1.666666667	0.9375	0	33.33333333	0	1.271186441	58.53658537	10	0	0	0	9.90990991	0	0	95.83333333	0	1.403180543	0	0	2	0	3	0	0	0	13.4375	0	1.916932907	5.982905983	0	0	8.130081301	0	16	0	9.5	19.1011236	8.24742268	0	0	0	6	0	0	0	0.854700855	0	291.75	0	0	0	14.71698113	0	0	0	4.87804878	0	0	0	0	0	0	0.666666667	0	0	0	50.40650407	0	0	0	0	7.638888889	0	0	0	0	0	0	0	0	0	52.38095238	0	9.047619048	0	73.07692308	131	122.3076923	0	63.01886792	0	5.555555556	386.1111111	0	0	50.94339623	19.84126984	31.5	3.75	66.25	42	3.125	21.13821138	26.4957265	15.2	5.523809524	19.71326165	61.53846154	152.0833333	50.79365079	11.69811321	229	0	200.6944444	0	3.25203252	155.952381	224	9.318996416	14.40677966	30.5	1.927194861	14	0	16.23931624	120	0	133.9130435	80.33707865	20.4	0	3	16.5625	22.5	0	0	7.53968254	0	39	29.390681	1.2	1.5	13.19444444	12.5	0	0	5	63.06306306	1
