Sample	Motu204	Motu214	Motu184	Motu182	Motu213	Motu181	Motu179	Motu178	Motu180	Motu175	Motu176	Motu177	Motu174	Motu215	Motu172	Motu171	Motu168	Motu169	Motu166	Motu167	Motu162	Motu163	Motu164	Motu165	Motu161	Motu160	Motu157	Motu159	Motu152	Motu158	Motu153	Motu151	Motu149	Motu148	Motu154	Motu144	Motu142	Motu147	Motu143	Motu140	Motu145	Motu138	Motu141	Motu146	Motu136	Motu131	Motu137	Motu134	Motu132	Motu133	Motu130	Motu128	Motu129	Motu126	Motu123	Motu127	Motu122	Motu135	Motu125	Motu121	Motu119	Motu118	Motu117	Motu114	Motu115	Motu113	Motu108	Motu112	Motu111	Motu107	Motu99	Motu104	Motu102	Motu109	Motu95	Motu96	Motu97	Motu98	Motu94	Motu91	Motu89	Motu90	Motu93	Motu84	Motu86	Motu85	Motu83	Motu82	Motu81	Motu79	Motu77	Motu78	Motu101	Motu73	Motu75	Motu74	Motu69	Motu80	Motu67	Motu70	Motu66	Motu63	Motu64	Motu60	Motu62	Motu61	Motu57	Motu59	Motu58	Motu54	Motu53	Motu65	Motu68	Motu49	Motu50	Motu48	Motu51	Motu44	Motu40	Motu39	Motu41	Motu106	Motu42	Motu43	Motu35	Motu36	Motu100	Motu34	Motu30	Motu31	Motu28	Motu29	Motu32	Motu76	Motu71	Motu26	Motu103	Motu25	Motu23	Motu52	Motu87	Motu22	Motu20	Motu18	Motu17	Motu15	Motu19	Motu14	Motu11	Motu10	Motu9	Motu16	Motu7	Motu8	Motu5	Motu21	Motu3	Motu1	Motu2
HKBea1Aug	7	12	7	0	2	1322	0	0	0	0	0	12	0	14	12	0	0	0	0	0	0	0	0	16	0	0	230	0	0	0	0	0	0	0	73	0	0	0	0	11	0	0	0	0	0	0	0	3	0	0	0	18	0	0	0	2	0	0	0	0	0	0	0	0	1147	0	1	0	0	0	0	0	0	0	0	0	0	31	0	3	0	0	723	11	0	14	0	0	0	0	0	0	0	0	4	0	0	20	0	0	0	0	0	0	272	0	0	0	0	0	0	0	960	0	39	7	10	10	0	5	0	1	20	4	0	1461	0	0	122	0	0	0	0	355	103	176	4	2	0	4	0	77	219	0	900	3226	34	189	0	153	24	68	4368	1	0	0	36	9	31726
HKBea1Feb	0	1	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	3	0	7	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	11	0	1037	0	0	284	0	0	5	0	0	0	177	0	0	1	0	0	2	1400	5	11	0	0	0	1	1	63	264	39	4	0	0	0	0	98	125	54	0	1	1297	1	95	0	567	239	0	1	43	352	141	593	3	291	165	129	83	26370	0	14271
HKBea1May	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	16	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	30	0	22	0	0	0	0	0	15	0	0	8	0	21	0	16	0	0	0	0	54	0	0	10	2580	0	0	0	0	0	0	0	15	0	0	0	0	7	50	0	228	0	4488	0	0	0	103	0	0	0	0	121	0	0	19	0	28	16	29	0	9	5468	0	0	0	63	1	0	0	70	0	0	40	0	2	30	1	150	14509	3	16779	155	55	15	496	163	3	1369	4	1010
HKBea1Nov	0	23	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40864	806	316	1731	5	0	4206
HKBea2Aug	0	28	0	0	0	0	7	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	837	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	33	0	2056	0	0	0	0	9	0	0	0	0	0	0	0	0	31	0	152	0	5859	3	0	0	47	78	250	1303	0	22	19	0	53	22	72	68	1444	3	366	0	1785	0	322	8996	3	64	951	987	2993	19248
HKBea2Feb	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	122	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	6453	0	0	0	1	0	8	11184	0	0	12	8259	0	11	0	117	37	0	7	2205	19	7	670	24	0	35	18	30	12509	0	6495
HKBea2May	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	15335	0	31	0	0	0	0	0	12	0	0	22	0	40	0	36	0	0	0	0	10	0	0	21	12	19	0	0	0	0	0	0	22	0	0	0	0	0	30	0	135	0	18	0	0	0	76	0	0	0	0	179	53	0	39	0	62	271	54	0	22	15	2	0	10	119	6	0	1	198	0	0	12865	3	53	135	1	1	81	4	694	407	6	20	82	6972	88	7356	9	2611
HKBea2Nov	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	390	1	47035	1	0	314
HKBea3Aug	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	272	0	0	1566	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	829	0	0	0	0	0	0	13	0	5	0	27	0	0	3275	0	0	3531	1	0	0	599	0	0	13	21	234	0	0	174	0	9	3266	0	0	3258	0	2178	1113	1119	0	1466	0	31	0	1315	16	0	9	0	0	1	0	0	22654
HKBea3Feb	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	4	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	8	0	0	0	0	0	0	0	0	81	0	29	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	67	0	0	0	0	24	0	15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	31	91	0	0	13	0	0	24	0	0	128	0	0	0	0	1	0	0	13	6	14	0	0	0	0	4	4611	2	4404	0	2	0	0	4	158	269	16	0	0	6462	0	63	4	368	387	3	118	10239	107	257	2724	34	1	4189	102	578	2391	0	10177
HKBea3May	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	52	0	7	0	16090	45	3	0	4	0	0	0	0	4	0	5	0	0	14	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	535	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	13	0	0	38	19	0	0	0	0	0	4	0	0	8	0	0	3	0	0	0	0	11	1778	0	0	0	0	5	0	21870	0	566	0	0	15	0	5780	19	17	6	15	33	0	630	0	666
HKBea3Nov	0	12	0	0	0	0	6	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	587	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	2889	0	113	0	0	0	0	26	1074	30	0	518	0	0	72	20	58	31	28	126	6755	0	65	0	7003	4290	40	39	9547	2295	6197	6228
HKSta1Aug	5	11	2	0	2	6	0	0	0	0	0	13	0	0	14	0	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	76	0	0	1490	0	0	0	2	0	0	0	0	0	0	8	23	3	0	1	0	0	0	0	0	0	0	0	0	0	2625	0	0	0	0	4	0	0	20	0	0	0	0	0	9	9	0	1	0	0	16	0	0	1	0	0	0	10	0	2	2	0	0	0	0	10	0	122	34	9	64	0	1108	0	1	25	6	0	85	0	0	52	0	0	0	1	44	419	18	1829	12	5	0	0	3321	1589	2	66	453	50	19	0	41	35	115	50	0	22	0	48	0	34247
HKSta1Feb	0	22	0	0	0	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364	0	0	0	1	0	0	40	0	1	0	0	856	0	0	255	0	1	0	0	31	0	1	0	0	0	0	80	0	0	0	0	1023	0	0	0	10	0	2112	0	1	19	0	9	0	90	3	0	119	0	57	0	0	12	1794	22	0	363	1376	0	38	0	1505	6505	70	0	5830	1322	10039	14196
HKSta1May	0	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	1	2	0	0	0	0	0	4	0	3	35	0	25	0	0	0	0	10	8	0	0	10	0	27	0	20	0	0	0	0	875	0	0	13	3	0	0	0	33	0	18	0	53	0	0	0	0	0	915	0	69	0	34	0	0	0	124	0	0	1	1	13065	0	0	25	0	2254	76	54	0	1921	7	0	0	0	1430	0	0	0	0	6	0	1731	1	7	139	359	10	57	174	5876	69	6	2968	713	1281	4	3797	8	9914
HKSta1Nov	0	8	0	0	0	0	12	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	32	1	0	0	0	0	0	0	0	0	0	0	0	0	1609	0	1062	0	87	0	0	0	0	97	3091	35	0	30	0	0	2337	39	113	117	23	5	1012	0	77	0	4414	5497	4	42	12451	390	12055	3431
HKSta2Aug	2	15	488	0	1	6	0	0	0	0	0	13	0	16	8	0	0	0	0	0	0	0	0	21	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	1	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	4	0	0	45	0	0	0	3	0	0	0	0	183	0	0	1715	0	0	10	0	0	0	1	0	0	2	0	0	0	0	3	0	2996	11	74	7	1	7	0	0	34	1	0	833	0	0	166	0	1	0	0	111	11	7	6	320	0	0	0	870	95	0	96	896	1803	1001	0	527	229	3124	3078	0	21	103	36	0	29232
HKSta2Feb	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	410	0	0	3	0	0	0	0	22	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	4	0	736	0	0	0	0	1	0	921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	3	0	1	0	0	10	0	2	0	0	0	0	0	0	11	0	1	0	0	4	0	0	36	7	19	1	372	0	0	1	941	1086	2	0	16	50	0	1464	0	2525	3174	0	5	862	1437	1033	10126	0	3	151	50	4955	1992	0	15795
HKSta2May	0	1	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	4	0	0	0	0	0	0	0	0	0	4	0	35	57	0	33	0	0	0	0	0	23	0	0	43	0	36	0	31	0	0	0	0	9	0	0	49	11	0	0	0	0	0	0	0	25	0	0	0	0	0	23	0	100	0	35	0	0	0	158	0	0	0	0	177	0	0	57	0	49	17	76	529	15	14	0	0	0	21	205	0	0	66	100	1	83	0	15	75	7	62	535	6	1345	459	92	56	734	295	17	3927	18	38477
HKSta2Nov	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5369	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	16272	3	16441	2	0	9777
HKSta3Aug	10	23	2	0	4	10	0	0	105	0	0	17	0	0	17	0	0	0	0	0	0	0	0	25	0	0	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	3	0	0	31	0	0	0	5	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	8	0	0	27	0	0	0	0	0	0	0	0	4	12	0	136	0	0	0	0	0	0	16	5	0	19	0	0	0	0	11	0	903	8	13	29	0	27	0	39	46	848	0	24	0	0	4	0	0	0	0	36	56	53	22	11	0	0	14	101	34	0	179	676	133	25	0	44	54	179	112	3	0	1	53	0	43968
HKSta3Feb	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	683	0	0	0	0	0	0	0	0	23	0	12	57	0	0	5	69	3039	0	0	38617	0	0	5742
HKSta3May	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	11	0	16	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	23	0	29	0	0	0	0	0	1793	0	0	10	0	3103	0	4309	0	0	0	0	4	0	0	41	5	6	0	0	0	0	0	0	3866	0	0	0	0	0	26	0	68	47	4	0	0	0	71	0	0	0	3	4701	0	0	24	0	3521	45	17	48	7	3	0	0	0	2468	0	17	0	0	32	0	32	2	5	4279	12	84	495	17	11522	159	11	15	495	145	30	462	2	6149
HKSta3Nov	0	10	0	0	0	0	6	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1716	0	0	0	0	7	0	0	46	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	1188	0	15	0	0	0	0	0	56	139	243	0	17269	0	0	0	47	8	24	28	0	4	369	0	1	9	7218	639	1435	0	1388	4006	1642	10543
HKSW1Aug	1	5	1	0	0	0	0	0	0	0	0	5	6	0	14	617	0	6	0	0	0	0	5	1	0	0	87	0	0	0	0	0	0	0	0	119	0	746	0	0	0	0	0	0	0	4	0	2	364	0	0	0	0	0	0	1	0	0	0	0	1	8	15	0	286	2214	39	0	0	0	0	0	0	412	0	0	0	3	0	3	0	0	0	10	4	1	0	0	0	3	0	1	7	0	0	2	0	0	0	0	13	0	600	0	21	631	338	20	1	0	0	267	0	257	215	472	5	53	0	369	0	805	436	7	0	970	0	11	606	0	3218	3	1	439	2200	151	0	2225	2	0	179	2	14	1	1296	451	1407	112	0	1180	14	4174	286	55	421	1	1332	0	18026
HKSW1Feb	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	26	0	0	0	0	0	0	0	9	0	0	2	0	29	24	0	14	0	35	0	0	0	18	0	0	6	0	0	0	0	0	0	0	7	2	31	0	52	0	0	3	7489	644	0	0	58	84	0	42	0	126	79	0	167	1039	79	159	1213	68	0	151	65	110	24145	0	12247
HKSW1May	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	2	47538	2	42	0	128
HKSW1Nov	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	8	7	0	0	0	5	12	0	0	0	1	0	0	0	0	0	0	0	2	0	731	16	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8288	0	1	0	0	5	0	0	0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	10237	0	0	7	0	4530	0	5	3	20	0	0	0	14747	9612
HKSW2Aug	2	0	2	0	3	0	0	0	0	0	0	0	897	3	0	15	0	1084	0	0	0	0	0	0	0	0	499	0	0	0	0	0	0	0	0	1	0	567	0	0	0	0	0	0	0	2	0	0	12	26	0	0	0	0	0	0	0	0	0	0	527	0	5	0	1	32	40	0	0	0	0	0	0	1	0	0	0	7	0	3	0	0	0	4	332	0	0	0	0	2	0	3	5	0	125	0	0	0	0	0	0	0	9	0	8	2	21	47	0	0	0	0	0	7	31	29	0	40	0	5	0	5	11	37	0	10	0	1582	500	2	1813	0	1	7191	1049	160	60	1515	5	0	12	2	17	0	1906	1379	4324	68	0	3375	1	5304	63	1	2427	5	2246	0	8810
HKSW2Feb	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	18	0	0	0	0	0	0	15	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	11	0	0	4	0	0	1	0	0	0	1	0	0	0	2	0	1	8	0	0	41	0	0	0	0	287	1	49	0	8	4	0	2801	249	348	0	0	150	135	0	419	5	6429	353	0	1	89	42	99	3342	0	3	22	32	877	3859	0	28475
HKSW2May	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3178	0	0	0	0	0	0	1	0	0	0	5119	0	7	0	66	0	0	0	1	0	0	0	0	0	0	6403	0	0	63	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	67	0	5	0	0	0	0	0	4391	0	0	0	0	2	0	0	3679	0	13	467	2901	0	0	1	0	0	1	0	0	2	2	1	7	0	2	10	2	9	172	0	0	0	2	11	22	3502	5	340	0	0	4534	56	25	5818	5	13	28	684	1	5973	1	682
HKSW2Nov	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	90	0	0	36	0	0	0	0	0	0	0	46	0	116	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	43	0	196	0	0	0	0	0	25	0	74	40	175	45	418	0	0	0	1401	19	0	0	0	6	2200	0	2	11	459	105	3389	131	149	11732	5348	21832
HKSW3Aug	9	1	0	0	0	0	0	0	0	0	0	0	12	2	0	30	0	15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	15	0	0	0	0	0	0	0	5	0	0	1532	0	0	29	0	0	0	0	0	0	0	0	2	0	735	20	5	51	7	0	0	0	0	0	0	2	0	0	0	143	0	4	0	0	1	9	4	0	0	0	0	4	0	1093	719	0	0	4	0	0	0	0	0	0	10	0	38	4	405	69	0	0	0	1	1	6	131	1146	0	54	0	29	0	14	9	14	0	747	0	10	43	0	32	1	5	3689	245	17	28	1407	731	0	23	58	1595	15	2421	14	483	45	0	2333	1	1021	5	0	1077	2	2929	0	22917
HKSW3Feb	0	0	0	3	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	6	8	0	0	0	0	1011	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	10	1	1	10	2789	1616	0	0	0	0	0	0	12	0	0	0	0	11	0	0	0	0	0	0	0	528	0	0	0	0	8	0	0	1	0	0	0	0	4336	0	24	0	4	0	0	7	0	10	13	0	10	4	0	0	0	2	0	2854	0	0	7	0	6	0	2524	1	4	229	0	0	1	0	5	27	1	1	9	0	0	40	3	0	47	7	77	4911	0	357	0	381	55	95	5286	0	4967	371	7	5912	0	9633
HKSW3May	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	25	0	1740	0	491	0	0	0	717	0	0	0	0	0	0	9	0	0	1065	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6376	0	9	0	1	0	0	0	15	0	0	0	0	0	0	0	15	0	11	3	1541	0	0	24	0	0	0	1	1	8	1	0	889	0	0	0	0	1413	112	0	0	0	2	1134	4	1599	0	10155	1	0	24	40	2433	131	1	1641	9	5244	0	3773	0	7612
HKSW3Nov	0	15	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	73	0	0	0	0	0	0	0	73	0	5143	0	0	0	0	24	0	0	0	0	23	0	0	0	0	0	0	0	0	39	0	0	0	74	9	1	0	5045	110	1639	68	375	2	25	0	95	1	0	0	27	7	235	0	43	17	431	1632	125	2	379	2098	1181	29139
LTCC1Aug	5	4	27	0	0	0	0	0	0	0	0	0	4	13	1	22	0	14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	25	0	0	0	0	0	0	0	6	0	0	32	0	0	0	0	0	0	3	0	0	0	0	5	0	10	0	6	54	5	0	0	0	0	0	0	3	0	0	0	7	0	5	0	0	1	7	7	2	0	0	0	359	0	8	3	0	10	3	0	13	0	0	16	0	12	0	12	6	17	411	0	0	0	5	0	5	580	31	31	10	8	115	0	16	15	5	0	103	0	13	189	191	115	5	4	288	113	19	0	105	1	0	610	20	161	0	1651	40	3493	167	0	423	5	3800	299	0	491	189	10088	0	23731
LTCC1Feb	0	0	0	3	0	0	0	0	167	1	201	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	5	5	0	0	0	0	2	0	0	2	0	0	11	6	31	0	0	0	0	0	0	0	0	0	5	555	0	0	46	0	557	0	15	0	1	1	0	17	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	2	0	0	0	0	5	0	34	0	698	0	0	243	0	3	14	0	24	1	0	0	0	3	0	2	0	0	152	0	4	0	6	0	4	866	2	0	349	3	8	29	0	151	0	0	0	236	4	0	1143	0	2943	690	0	192	3	6016	246	3943	86	0	10220	10648	394	126	0	7128
LTCC1May	1	3	0	0	0	0	0	0	0	0	0	3	0	0	10	15	0	0	0	0	0	0	2	8	0	0	1	0	0	0	0	0	0	0	0	0	0	17	7	0	0	0	0	0	0	0	0	1	20	0	0	67	0	0	0	2	0	0	0	0	0	4	0	0	4	13	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	9	0	5052	7	7	43	0	0	0	2	0	1	4	10	3	6179	0	1	0	4	14	30	0	5	0	0	82	0	97	0	5	103	20	869	0	22	0	0	0	48	44	101	188	109	158	9	0	3828	2683	3905	12	22	109	0	17823	0	6481
