Cat_arco_metazoa_filt_luluotu	HKBea1Aug	HKBea1Feb	HKBea1May	HKBea1Nov	HKBea2Aug	HKBea2Feb	HKBea2May	HKBea2Nov	HKBea3Aug	HKBea3Feb	HKBea3May	HKBea3Nov	HKSta1Aug	HKSta1Feb	HKSta1May	HKSta1Nov	HKSta2Aug	HKSta2Feb	HKSta2May	HKSta2Nov	HKSta3Aug	HKSta3Feb	HKSta3May	HKSta3Nov	HKSW1Aug	HKSW1Feb	HKSW1May	HKSW1Nov	HKSW2Aug	HKSW2Feb	HKSW2May	HKSW2Nov	HKSW3Aug	HKSW3Feb	HKSW3May	HKSW3Nov	LTCC1Aug	LTCC1Feb	LTCC1May	LTCC1Nov	LTCC2Aug	LTCC2Feb	LTCC2May	LTCC2Nov	LTCC3Aug	LTCC3Feb	LTCC3May	LTCC3Nov	LTCMW1Aug	LTCMW1Feb	LTCMW1May	LTCMW1Nov	LTCMW2Aug	LTCMW2Feb	LTCMW2May	LTCMW2Nov	LTCMW3Aug	LTCMW3Feb	LTCMW3May	LTCMW3Nov	LTPC1Aug	LTPC1Feb	LTPC1May	LTPC1Nov	LTPC2Aug	LTPC2May	LTPC2Nov	LTPC3Aug	LTPC3Feb	LTPC3May	LTPC3Nov	SKBlu1Aug	SKBlu1Feb	SKBlu1May	SKBlu1Nov	SKBlu2Aug	SKBlu2Feb	SKBlu2May	SKBlu2Nov	SKBlu3Aug	SKBlu3Feb	SKBlu3May	SKBlu3Nov	SKLKW1Aug	SKLKW1Feb	SKLKW1May	SKLKW1Nov	SKLKW2Aug	SKLKW2Feb	SKLKW2May	SKLKW2Nov	SKLKW3Aug	SKLKW3Feb	SKLKW3May	SKLKW3Nov	SKSha1Aug	SKSha1Feb	SKSha1May	SKSha1Nov	SKSha2Aug	SKSha2Feb	SKSha2May	SKSha2Nov	SKSha3Aug	SKSha3Feb	SKSha3May	SKSha3Nov
arco_Zotu58	390	408	259	136	92	29	249	5	412	28	8	6	1989	3	121	48	223	211	173	124	29	54	208	50	1032	5	301	12	3266	40	27	0	603	6	23	4083	174	158	30	26	26	52	40	35	150	10	29	3	68	33	5	6	185	44	0	1	100	2	12	2	313	40	0	134	185	6	171	14	610	131	233	1377	714	5	601	379	114	72	686	483	603	8	850	158	347	272	1290	160	161	144	316	218	594	50	205	115	150	245	797	358	3025	774	1076	3825	850	716	3216
arco_Zotu52	22	19751	7	75	19	335	71	0	27	63	0	0	180	25	39	52	188	294	10	134	8	415	6	9	64	101	3537	0	124	788	15	0	105	35	20	590	186	28	20	19	0	572	31	1	5	81	173	12	0	63	50	5	7	52	0	0	159	93	2	0	317	148	7	19	372	2	245	360	66	149	36	281	182	18	46	167	145	30	33	82	398	27	25	24	513	415	232	726	466	322	373	56	255	1300	332	81	2	46	279	33	0	404	37	5385	55	410	429
arco_Zotu53	407	251	319	69	156	3	341	53	127	20	2	69	20	0	131	142	14	902	190	140	1	9	314	151	163	30	31	2	141	22	3	0	104	14	3	250	111	574	41	118	48	47	5	66	2089	51	2	13	888	99	9	3167	219	174	11	28	12	586	357	129	6	646	131	289	0	158	181	3	399	89	259	3984	421	15	106	554	111	814	5	2122	155	243	468	4950	20	46	171	2665	24	53	38	3665	45	58	130	1691	27	849	173	178	2802	122	212	1277	102	10	202
arco_Zotu68	148	557	482	43	55	7	317	0	337	8	0	14	177	2	93	76	149	164	128	187	19	13	179	33	132	59	9	3	77	22	6	0	2	2	0	494	4	141	36	73	0	7	17	34	4	1	0	1	4	8	1	1	102	12	0	5	156	55	0	2	78	24	0	103	6	11	281	4	815	525	1400	151	222	13	470	17	1003	62	399	4	635	37	848	36	140	282	692	48	51	81	43	399	92	64	25	47	164	890	2563	29	2596	1494	9743	7105	343	783	5012
arco_Zotu48	12	215	106	113	101	95	17	135	10	27	337	53	69	1603	81	278	59	64	12	135	172	73	1	135	1945	741	524	1571	656	93	142	0	541	8740	198	2525	358	273	48	8	109	360	19	6	52	451	12	4	365	317	7	58	91	253	5	0	351	1452	2	31	443	366	28	455	236	4	1551	142	26	224	164	401	27	24	128	209	324	15	784	579	66	74	139	949	67	215	533	2616	530	99	780	133	45	438	3639	96	775	18	451	371	11	189	19	102	20	88	91
arco_Zotu49	449	615	40	85	177	17	14	15	256	0	0	4	59	0	4	25	329	0	546	28	13	0	3	11	240	0	0	0	127	0	0	0	41	0	0	75	12	0	146	17	1	0	116	4	93	0	51	7	42	9	29	10	68	0	1	0	61	0	152	0	29	1	103	222	65	142	7	17	0	509	29	2818	0	3	136	5718	2	1419	0	4386	0	507	202	4994	0	264	110	257	0	163	309	245	26	79	197	301	6	1730	73	18	2	1418	589	15673	3	858	104
arco_Zotu63	17	526	145	1294	5	3880	160	3	103	52	33	13	114	143	105	35	50	138	163	334	4	130	88	9	120	71	2158	55	592	82	63	0	211	87	195	5476	48	62	3	99	4	65	14	4	12	205	0	0	17	54	0	0	74	11	0	8	30	15	0	16	83	26	1	93	17	3	152	4	282	32	5210	139	86	3	464	33	66	6	1752	27	476	7	266	26	279	82	439	69	110	58	102	1312	279	29	99	53	829	230	465	258	846	240	13419	511	782	436	1001
arco_Zotu44	2	258	94	0	1	42	62	0	0	46	734	0	67	3875	103	1	1	255	17	0	0	52	12	0	1187	707	745	0	227	203	57	0	576	21597	363	202	126	836	35	0	15	576	1	0	24	906	12	0	25	627	0	0	31	690	0	0	188	2089	0	0	17	1525	0	160	147	0	248	8	639	142	8	18	67	11	10	4	354	9	11	17	221	16	27	200	81	54	26	331	631	578	31	20	60	52	37	21	1937	6	56	17	76	137	0	1	14	16	4
arco_Zotu45	3	607	1160	84	7	597	21	109	1	398	67	43	12	1882	29	268	19	575	31	105	2	659	6	1680	200	13981	1857	91	2645	555	50	0	287	393	136	2696	289	97	4	7	40	1102	73	62	69	115	3	0	47	103	4	7	51	46	2	0	23	2503	1	6	451	89	22	271	12	0	969	41	105	19	127	1088	52	2	145	101	3007	9	202	135	57	2	32	251	294	245	5668	1256	98	13	319	71	308	82	483	64	66	1	154	72	23	57	8	134	117	219	804
arco_Zotu43	7	2	5	49	7	30	44	0	6	0	37	0	60	18	5	29	175	9	225	8	0	16	3	8	58	1	147	0	122	2	535	1	230	533	28	1162	1342	89	3	9	23	131	83	46506	73	79	74	326	69	1227	118	9	36	67	2	1	32	50	7	1	673	228	55	10	521	0	0	138	342	3	2	61	5	2	3	0	16	6	5	0	24	7	0	1	61	115	402	0	29	76	6	0	84	179	18	0	85	1	2	0	71	2	0	67	98	76	8
arco_Zotu42	2112	99	1495	48	1401	3	551	5	7319	97	5	95	645	0	281	30	631	69	235	7	450	60	1190	53	733	110	6	13	232	25	88	0	547	13	17	150	106	460	158	52	87	310	134	32	443	20	109	21	272	24	34	17	1128	484	65	72	73	700	376	29	52	134	181	197	59	1126	130	22	1134	452	60	1144	2906	369	2021	734	3838	1835	278	550	1107	638	432	491	886	436	219	187	429	286	116	94	336	211	111	753	70	2531	152	701	2676	956	15	580	1970	986	81
arco_Zotu38	11	1	0	0	0	0	0	0	7	0	5	0	42	0	5	0	2536	184	0	0	1	0	0	0	24	0	1	0	63	0	1	0	87	0	32	1	4916	0	3	0	6	0	10	0	11	3	5	0	4	0	718	1050	5	1	1	0	1050	0	1	10	1512	0	1	0	2622	1	0	43559	0	24	1	0	0	5	0	0	0	73	0	0	0	4	0	0	0	37	0	0	20	151	0	0	2	2948	0	0	0	8	0	0	0	13	1	3	0	45	0
arco_Zotu55	1	3	18	6	11	6	17	9	108	2	0	35	2	0	1	18	3	95	9	6	0	0	2	325	106	2	0	2	158	6	0	0	301	3	2	175	131	86	14	105	18	1	25	1061	35	4	28	97	82	3	6	78	1480	0	1	1333	7	4	7	49	16	16	137	607	15	76	2520	4	1403	3	1113	2771	74	0	2316	150	110	0	1012	44	283	22	52	27	71	6	35903	714	119	7	2474	61	136	2	1332	295	0	206	254	78	90	0	19	0	0	5	3276
arco_Zotu36	27	223	366	258	253	33	216	0	141	2	0	215	21	0	502	683	438	2976	3	172	304	120	9	0	31	63	3619	10	35	36	12	0	12	13	112	17147	134	85	10	20328	48	494	16	72	19	1087	7	22	123	60	121	3871	437	114	73	2695	3	1414	12	166	148	916	451	11	3	117	374	48	33	19	9	3	39	82	319	0	237	7	7	5	181	115	0	1	118	44	17	274	1067	9	4	0	12	486	8	780	2	141	48	7	4	24	0	1045	142	70	0
arco_Zotu39	2158	98	620	23	449	1	34	15	131	1	52	4	1154	2	20	39	1931	3	13	11	97	1	30	0	540	14	315	0	1499	4	7	0	930	6	37	2370	2448	52	196	13	74	19	1594	0	2802	9	1928	13	402	1	1745	7	130	9	50	7	52	31	862	3	637	78	750	11	277	82	17	473	10	948	2	7	47	341	237	53	38	3541	2	623	18	2193	74	25	85	11066	14	191	10	5289	232	1	1	11125	41	23	16	469	6	4	26	183	0	1009	23	1595	0
arco_Zotu29	63	1364	63	416	44	792	45	121	43	9992	11	66	1331	1686	101	2444	1155	1575	85	17444	119	2635	1889	115	95	746	802	166	113	398	21	0	420	168	8	4880	374	37	3	408	42	156	11	2	17	74	30	6	11	59	26	2713	8	1455	2	0	132	39	9	437	40	22	0	213	145	0	108	95	58	27	291	113	1413	15	13	144	46	4	22	97	14	1	102	1463	240	88	11	652	74	113	13	499	74	75	7	66	224	3	41	172	50	320	140	2547	179	419	2
arco_Zotu33	2130	9	1578	40	1866	6	1449	0	3981	72	53	137	2098	52	789	36	2386	155	787	26	460	246	1716	56	559	56	0	4	563	47	345	0	259	256	17	27	323	759	429	25	102	1209	308	32	291	50	269	29	282	49	384	0	603	339	108	84	204	294	305	4	89	277	248	99	119	631	73	117	1205	994	68	1165	1874	553	891	633	1397	1262	49	97	1433	946	170	249	1640	581	148	727	307	574	102	255	227	940	44	1622	1579	2435	245	276	5069	3505	481	2	7703	1861	306
arco_Zotu37	240	130	499	256	159	130	712	19	792	1050	4	60	169	22	483	1082	349	185	389	168	515	194	1083	40	310	381	3268	744	303	211	204	0	271	97	126	23200	1118	770	68	1074	699	1748	153	36	954	630	110	24	456	1698	242	100	1719	3269	153	42	225	1632	124	116	681	2888	270	362	271	343	2441	145	481	117	62	92	554	246	125	51	269	229	196	53	526	138	116	2007	283	315	150	949	131	510	52	70	240	647	84	137	12	511	184	391	208	140	0	1037	432	202	0
arco_Zotu22	2	0	0	0	92	0	0	0	1	0	0	0	14	0	0	0	21	0	0	0	11	0	0	0	2	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	1	69042	0	0	0	8120	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	17	0
arco_Zotu35	1	1536	7	69	3	289	8	60	0	14	8	25	152	8	471	58	116	209	101	39	1	147	13	33	6	18	14764	211	77	19	7	4	231	2	189	2051	117	9	0	13	0	6	15	273	3	421	47	15620	8	92	16	35	2	3	0	0	20	1	0	8	345	3	0	1043	729	0	1514	222	366	108	704	711	476	27	515	635	462	34	493	844	581	28	313	1803	275	566	3332	2311	7015	1379	3574	311	1569	1003	3809	267	10	54	514	198	17	3	942	16	4	60	463
arco_Zotu32	1622	1780	910	65	583	607	1094	2	6117	357	60	3	787	34	1020	6585	544	3901	354	1133	110	2513	2059	103	69	164	959	0	56	1950	212	0	149	35	225	848	43	1385	164	203	5	234	110	65	201	2787	722	12	108	820	93	287	792	1389	30	0	20	660	365	623	16	1865	854	3018	78	1081	89	27	197	507	56	994	317	36	122	238	121	718	50	146	394	359	474	9405	38	456	1926	489	384	775	226	117	131	122	77	201	38	1536	16	85	574	411	7	828	190	314	94
arco_Zotu25	35	0	1	0	240	0	3	0	392	5	3	0	9	0	0	0	0	0	0	0	0	0	4	0	12268	0	0	0	195	0	0	0	342	0	0	0	189	0	470	0	51	0	0	0	1380	0	6	0	9966	0	1	0	14722	4	0	0	34030	0	17	0	224	0	175	0	380	206	0	235	6	1060	0	0	239	0	0	0	0	58	0	0	3	362	0	0	2	5	0	0	1	13	0	0	0	3	0	0	0	503	0	0	0	868	0	0	0	0	0
arco_Zotu24	32	1059	670	67	25	827	170	22	20	283	200	1	294	2460	130	184	451	796	991	610	380	649	63	24	1212	4860	8588	9	3395	1110	190	0	2353	2033	276	12098	4231	356	34	65	315	271	130	13	274	437	126	6	251	439	87	42	240	93	16	0	476	1406	5	9	3509	340	8	1068	1106	12	2979	1143	188	395	214	576	63	93	104	296	1121	60	292	416	239	28	446	1690	551	618	731	3366	233	745	579	187	889	936	941	125	447	17	557	226	129	201	56	683	149	497	95
arco_Zotu20	46	0	5	0	322	0	3	0	512	8	3	0	5	0	0	3	7	0	0	0	0	0	6	0	14398	0	0	0	362	0	0	0	302	0	0	0	225	0	580	0	47	0	4	0	268	0	1	0	11657	0	1	0	17200	8	3	0	40126	0	6	0	867	0	177	0	368	255	6	306	3	1329	0	0	307	2	0	0	4	3	0	0	3	429	0	0	2	14	0	78	1	0	0	0	6	3	0	0	0	606	0	1	0	955	0	0	0	18	0
arco_Zotu23	4	10	1	9	1	18	0	12	15	0	4	9	401	0	13	43	2597	174	11	246	6	0	0	147	24	0	36	7	91	3	2	0	726	1	40	115	4749	6	4	154	8	5	17	3	21	13	119	3	6	20	791	930	16	0	3	1	1298	0	2	16	1714	0	0	27	7818	1	606	42322	25	72	2376	29	13	19	66	7	7	29	38	37	18	2	248	148	10	287	123	235	140	562	174	936	226	3909	400	17	0	60	4180	13	10	19	15940	3	0	36	1048
arco_Zotu34	96	480	7	1001	122	7	2	130	333	0	0	645	541	0	98	1592	1007	14	7	1585	41	13	83	11172	81	0	1230	6471	30	0	1	0	34	2	3	43200	73	29	14	783	1	3	17	83	6	132	36	0	5	5	33	1	49	13	0	8	12	10	10	53	123	5	18	9	34	22	9	54	1	204	16	297	13	39	359	1	0	340	193	27	0	247	16	3	2	454	371	14	8	689	2	5	0	1004	2	66	3	1373	39	179	5	298	29	20351	0	387	818
arco_Zotu16	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	100333	0	2	0	0	0	2	0	0	0	1	0	15	0	1	0	30	0	0	0	0	0	5	0	0	0	1	0	0	0	60	0	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	21	0	42	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
arco_Zotu28	49	2	165	0	3	99	48	0	8	40	3	0	34	1	75	0	328	0	906	0	6	3	397	0	23	4	0	0	32	3	0	18	80	3	0	0	103	0	0	0	8	0	1	6092	457	0	2	95473	8	122	4	0	3	54	0	0	2	6	13	0	1	0	0	0	9	0	0	62	0	0	0	0	66	0	0	0	10	30	0	0	3	0	0	0	0	0	0	0	1	4	0	0	194	43	0	0	137	0	0	0	61	9	0	0	55	17	0
arco_Zotu15	0	159	5	15	0	32	21	38	0	5	16	5	2	30	0	1063	0	121	0	902	0	58	0	23	5	35	475	3	1	244	5	0	22	7	4	619	0	33	0	4	1	2	4	17	0	3	4	4	4	1	1	7	1	1	1	7	0	8	0	7	1	66	17	1194	5	1	85928	0	21	0	2306	131	1	0	1723	121	0	0	2028	125	43	5	23	44	2	0	3158	7972	0	6	2730	96	0	0	2710	90	1	0	6939	51	7	0	45	9	1	0	103
arco_Zotu18	36	0	75	0	4	2	789	0	15	1815	4	0	0	2	1	0	0	5	0	0	0	10	2218	0	0	56	0	0	0	551	8	0	0	2	0	0	0	6	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1428	0	0	0	36	0	0	0	475	0	0	0	0	0	0	680	0	0	0	83768	0	0	0	2773	2	0	0	26856	0	0	0	857	0	0	0	98	0	0	0	241	0	0	0	0	0	0	0	7	0	0	0	134	0	0
arco_Zotu27	20	3461	61	110	15	838	161	96	64	44	98	0	179	34	784	125	186	530	400	18	14	403	51	59	674	32	31077	0	678	138	34	0	376	23	285	4482	263	133	21	4	20	41	94	68	31	571	10	90	27	303	39	120	96	38	0	8	413	20	4	0	1142	90	0	1513	624	4	3965	554	1847	416	1147	1818	1048	38	1692	1751	1076	224	1156	1852	2588	100	390	2019	876	2392	7106	5359	8891	931	10235	524	5474	1263	9600	641	31	462	1070	404	194	290	235	217	67	487	1607
arco_Zotu17	53	0	136	0	1	0	612	0	13	2156	1	0	0	3	1	0	0	6	1	0	0	10	2595	0	0	116	0	0	0	552	0	0	0	2	0	0	0	2	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	1613	0	0	0	86	1	0	0	438	0	0	0	0	0	0	806	0	0	0	97528	0	0	0	5179	1	0	0	24702	0	0	0	565	0	0	0	142	0	0	0	207	0	0	0	4	0	0	0	6	0	0	0	6	0	0
arco_Zotu14	347	156	301	0	4538	26	441	0	34	24	65	0	2600	1	586	1	296	78	27	751	33	51	743	0	1247	12	263	0	542	7	2	0	2209	23	25	3	1419	400	11233	0	51	4	6706	0	1439	158	25214	0	3726	6	2308	0	91	106	605	0	522	52	2914	0	378	138	42263	4	884	1023	0	94	31	5919	0	0	72	101	0	0	30	1179	0	0	45	8004	120	41	2	1199	0	0	70	4681	0	0	0	728	0	0	15	139	4	0	122	1435	0	1	22	707	0
arco_Zotu57	434	1430	571	1040	377	1971	551	93	442	1188	79	984	274	108	63	169	238	301	166	659	31	189	436	292	1694	714	3163	850	2352	682	25	0	502	148	21	14549	278	98	56	58	25	68	83	58	170	25	156	11	121	51	12	24	203	165	1	11	310	223	4	165	823	185	7	1665	214	16	1392	79	1080	282	2212	3035	2311	8	2454	915	4143	122	40965	1204	1934	42	1480	1001	688	447	8106	377	217	104	3255	436	1196	393	2301	380	99	384	339	3522	920	1539	826	6702	571	1313	2973
arco_Zotu13	1093	193	9	117	11	1	3	0	15	8	0	1	127	12	212	3182	293	225	14	136	2180	1528	5	36	2347	4	73	0	6012	5	231	0	4552	765	42	1598	6325	3356	809	3979	31710	15215	4870	3384	16587	2887	1012	5737	458	455	711	170	723	616	2335	222	150	933	1313	285	994	594	52	1	268	151	12	501	528	108	4	231	17	2417	2	291	40	1303	1	2	16	9	0	0	2771	593	712	4	481	182	828	3	11	356	6	0	6	22	2	1	218	100	2	422	1076	512	303
arco_Zotu12	295	1144	2890	214	322	751	1230	82	786	799	105	27	819	1959	76	1512	79	1645	54	3658	11	874	58	28	1498	30497	7415	40	2996	2825	130	0	10210	1132	137	23163	1257	113	40	140	232	148	103	1	1311	108	245	44	3173	134	11	1632	9035	107	0	6	922	6510	39	39	4166	837	119	2008	2294	201	40675	362	97	170	2157	922	75	28	808	1370	6770	145	969	1291	771	319	428	2963	159	831	1701	20441	96	1082	4548	1057	222	269	3553	514	200	953	5702	573	68	194	2064	1094	52	481	205
arco_Zotu21	829	1153	1773	3527	1192	704	1443	458	972	69	16	480	519	13	608	1320	515	544	553	989	246	127	672	914	605	514	687	88	830	160	304	0	721	119	157	6337	541	3815	391	1104	186	895	791	567	965	1073	397	137	2643	808	478	339	2241	846	128	401	425	3385	1852	91	2434	2207	1084	3001	1423	804	2130	763	5834	1064	1698	23333	1027	510	1807	4330	1148	2519	192	8339	2516	1379	4163	42256	717	1149	1617	23973	598	776	465	21679	689	1619	3841	11457	88	2439	1324	2515	6441	872	1885	6467	1216	1152	1381
arco_Zotu10	393	98	0	13	54	2	23	0	536	0	0	0	132	0	2	1440	295	535	1	4	12	1317	2	46	308	0	31	13	246	6	0	0	201	0	0	69	192	116	262	3	21	4	313	33	257	5	478	0	58	4	1339	2164	86	6	44	3	363	1	2019	250579	749	93	316	4	88	226	4	144	679	208	0	160	26	15	0	8	17	549	31	7	48	67	97	28	17	273	30	105	31	129	0	0	32	391	0	6	0	136	9	308	194	166	2	415	2	266	489
arco_Zotu9	55	144	44	326	76	42	47	71	321	2	2	129	52	0	85	4139	72	650	36	184	194	1367	41	105	1266	4	1834	2215	152	5	182	0	179	25	19	11348	158	177	229	782	92	473	18	106	211	327	29	29	175	131	31	2617	1437	186	34	65	237	172	23	268179	29	259	91	64	23	238	60	20	58	395	12	51	31	58	23	43	40	31	244	15	47	40	23	384	130	28	12	111	72	43	6	23	30	69	6	63	3	323	10	693	39	315	0	1118	154	59	0
arco_Zotu11	2258	9316	2526	3188	489	2243	1581	364	871	3156	74	1019	817	210	502	342	460	905	732	2560	99	562	1493	430	17092	1794	11436	2547	3475	1030	214	0	1482	279	119	38067	708	489	363	135	130	212	74	118	937	374	32	75	238	553	6	97	654	664	0	51	2022	948	56	265	1174	445	8	2325	284	33	1930	114	3807	1863	3875	6119	7803	18	12587	2225	15772	781	32602	3172	7478	248	2348	1985	1916	693	10652	1332	2816	559	9394	929	3147	605	15865	1370	997	1150	852	3266	4958	7693	4169	15404	2529	2452	5570
arco_Zotu8	2883	9048	1637	1794	1159	3316	743	473	1971	1434	302	1795	18941	2482	7122	8275	34433	3221	5221	10096	8278	9589	7997	511	2951	379	10818	5992	24543	260	365	0	16364	7993	164	28296	17754	427	60	687	4106	719	433	32	3016	2670	403	93	1561	1456	623	1113	1607	2591	147	83	508	1031	77	886	2892	430	72	2850	1970	28	3862	3156	273	324	913	1627	2311	709	708	1303	1056	502	1447	1542	550	152	454	4951	521	2175	440	22290	2055	1935	1825	2570	1082	3325	2499	1121	4073	165	1356	2739	892	3206	224	11561	1187	12617	65
arco_Zotu6	2	2096	98791	2	11	792	91471	0	2	783	26256	0	569	626	39056	11	11	451	61703	6	2	290	66143	0	25	1107	57829	0	41	1081	2093	0	328	1926	11303	7430	23	430	293	6	39	170	891	0	27	1525	6809	0	62	2335	94	0	37	2438	18	0	34	3683	82	1	45	3478	177	0	287	62	0	14	296	52	0	1	1676	5	0	0	2473	17	0	0	2356	35	0	0	118	283	0	81	1050	2330	0	0	1626	88	0	0	35821	13	1	0	9317	11	0	786	3861	78	0
arco_Zotu5	2709	9676	2199	594	2674	1991	749	101	2374	4548	813	124	34647	8269	4949	6012	31957	13703	3552	3985	10052	12404	6241	186	11367	2661	12004	721	55547	944	195	0	106698	19716	329	24744	35739	1872	188	1107	10277	5199	1205	68	5928	4108	1919	80	3633	2131	847	2306	4054	4398	243	24	1691	3167	107	125280	7304	1228	110	569	10728	59	1513	6233	1262	710	726	1059	3391	977	147	654	2034	464	737	448	523	432	298	2642	1511	3697	485	4929	2818	7148	1104	1070	1066	4105	808	370	5684	320	851	783	1471	4442	945	7965	2199	17942	745
arco_Zotu4	5190	10454	3109	523	2261	33	3414	37	7581	110	15	214	2725	53	543	2393	2016	715	576	3000	400	364	1557	658	2164	296	440	245	859	422	91	0	243	55	2	8725	116	679	411	1200	15	353	170	423	1544	6	37	14	654	6	23	33	2225	150	4	160	2110	365	243	153	1323	462	130	5002	290	434	29500	179	5011	11184	26757	3649	3022	535	13640	300	6822	16835	17854	688	7920	7145	33531	1491	2369	5843	15148	7286	411	4455	1300	6616	439	3133	1312	1238	1642	24821	201378	1563	13642	21027	181606	112139	6670	8297	98823
arco_Zotu2	2289	51078	1733	22639	1084	40885	1921	4114	3537	4600	56	74	10566	1393	1190	10222	5119	215627	1743	169	183	83226	2465	207	6714	3426	3379	1829	1253	3914	393	0	2185	5268	491	465	969	174796	34188	88	84	84258	7912	15	1430	35953	25008	0	782	44813	10468	3514	1863	25445	296	323	43191	48474	3069	835	6030	65453	1675	35	9265	2533	625	4481	41144	327	0	1758	12001	35	59	74	31595	41	44	13416	22019	44	10	1646	19213	174	40	674	8706	203	0	25	10476	62	229	195	972	138	11	659	4925	45080	0	6788	2306	11916	351
arco_Zotu3	159	23525	2273	1781	1172	6213	15083	1187	46	2934	389	149	764	631	8691	15144	1169	12574	6228	740	40	19877	1253	8811	40	1245	10715	56	460	8333	2013	10	520	3786	1711	4850	827	98816	650	6282	16	136866	3627	381	479	110385	7114	81333	771	65624	5139	201	34	16561	80029	2	50	14301	1232	412	700	189613	11484	4579	700	288	907	1107	66886	606	2745	920	10317	252	378	217	9000	1789	56	170	92004	5966	90	526	88012	5873	3298	98	73477	3628	1605	281	57890	11755	1592	27	299	401	29	2	7651	54	37	6072	10775	625	182
arco_Zotu1	98381	62817	56319	21906	87495	10632	28806	7717	50209	3319	3141	3912	59934	431	90068	8407	92194	13276	49170	4704	45196	8870	95676	10005	55673	2642	97289	8943	39868	1032	9957	0	29832	1270	22003	54869	41256	3786	66188	952	24761	4212	61990	6035	55380	11638	69582	6969	53606	5353	55929	26238	33693	10172	24728	19630	33083	8531	91960	444330	33685	4659	112718	7490	15905	34244	2329	18484	4431	118143	270	87500	12959	55611	5026	116193	11269	173980	3946	124047	5681	131398	5358	44826	3862	111014	5876	23541	12854	89419	7886	3346	5804	117551	9237	45512	10426	84758	1301	14896	24703	116456	132	57860	22252	87832	5815
