Sample	HKBea1Aug	HKBea1Feb	HKBea1May	HKBea1Nov	HKBea2Aug	HKBea2Feb	HKBea2May	HKBea2Nov	HKBea3Aug	HKBea3Feb	HKBea3May	HKBea3Nov	HKSW1Aug	HKSW1Feb	HKSW1May	HKSW1Nov	HKSW2Aug	HKSW2Feb	HKSW2May	HKSW2Nov	HKSW3Aug	HKSW3Feb	HKSW3May	HKSW3Nov	HKSta1Aug	HKSta1Feb	HKSta1May	HKSta1Nov	HKSta2Aug	HKSta2Feb	HKSta2May	HKSta2Nov	HKSta3Aug	HKSta3Feb	HKSta3May	HKSta3Nov	LTCC1Aug	LTCC1Feb	LTCC1May	LTCC1Nov	LTCC2Aug	LTCC2Feb	LTCC2May	LTCC2Nov	LTCC3Aug	LTCC3Feb	LTCC3May	LTCC3Nov	LTCMW1Aug	LTCMW1Feb	LTCMW1May	LTCMW1Nov	LTCMW2Aug	LTCMW2Feb	LTCMW2May	LTCMW2Nov	LTCMW3Aug	LTCMW3Feb	LTCMW3May	LTCMW3Nov	LTPC1Aug	LTPC1Feb	LTPC1May	LTPC1Nov	LTPC2Aug	LTPC2May	LTPC2Nov	LTPC3Aug	LTPC3Feb	LTPC3May	LTPC3Nov	SKBlu1Aug	SKBlu1Feb	SKBlu1May	SKBlu1Nov	SKBlu2Aug	SKBlu2Feb	SKBlu2May	SKBlu2Nov	SKBlu3Aug	SKBlu3Feb	SKBlu3May	SKBlu3Nov	SKLKW1Aug	SKLKW1Feb	SKLKW1May	SKLKW1Nov	SKLKW2Aug	SKLKW2Feb	SKLKW2May	SKLKW2Nov	SKLKW3Aug	SKLKW3Feb	SKLKW3May	SKLKW3Nov	SKSha1Aug	SKSha1Feb	SKSha1May	SKSha1Nov	SKSha2Aug	SKSha2Feb	SKSha2May	SKSha2Nov	SKSha3Aug	SKSha3Feb	SKSha3May	SKSha3Nov
Motu79	0	2	54	0	0	0	10	0	0	0	0	0	3	12	0	0	2	0	0	0	4	8	2	0	0	364	875	0	3	0	9	0	0	0	4	1	359	11	0	0	1	5	36	0	7	353	0	0	0	18	28	0	0	18	48	0	0	2178	20	0	0	10	0	0	0	4	0	14	5	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	4	0	0	0	28	0	0	0	2	0	0
Motu77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	2716	0	0	0	0	0	0	0	28	0	0	0	29	0	0	15	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Motu78	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1093	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	8	0	5	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	7	0	0	0	488	0	0	0	0	0	0	0	7	0	0	0	1987	0	16	11	11	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Motu101	0	0	10	0	0	0	21	0	0	1	0	0	7	0	0	2	5	0	1	0	719	1	0	0	9	0	13	0	0	0	49	0	0	0	41	0	3	2	0	0	1	6	0	99	4	2	1	0	5	9	0	0	3	1144	0	0	0	3	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	10	0	0	0	0	3	0	0	0	0	0	6	20	0	0	741	24	0	0	0	3299	0	0
Motu73	0	0	2580	0	1	0	12	0	0	0	0	0	0	26	0	0	0	0	0	90	0	0	0	2	0	1	3	0	0	0	11	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	61	205	0	49	0	168	0	0	0	7279	0	0	0	0	0	5	0	0	0	0	0	0	0	7	0	0	0	11	0	0	0	9	0	31
Motu75	4	0	0	0	0	0	19	0	91	0	0	0	0	0	0	731	125	2	0	0	0	0	0	0	1	0	0	0	183	0	0	0	4	0	6	0	10	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	5	0	1	0	0	0	4	13	3	0	4241	439	0	0	19	14	0	0	260	1979	1	0	6	22	5	130	18	0	2	219	8	3	188	2	0	0	0	0	48	0	3	0	0	0	34	0
Motu74	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	16	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	3	0	0	0	154	0	0	0	3	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	112	0	0	0	4269	0	0	0	35	0	0	0	0	0	0	0	0	682	0	0	0
Motu69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	73	0	40	0	0	0	0	0	0	0	0	0	1716	0	0	0	0	0	0	0	36	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	4569	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
Motu80	20	7	0	0	0	0	0	0	0	0	535	0	0	0	0	0	0	0	67	0	0	4336	6376	0	16	0	33	0	1715	0	0	0	136	0	0	0	13	5	0	0	0	3	0	0	0	26	0	0	0	5	0	0	0	3	0	0	0	8	0	0	0	4	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	83	0	0	0	0	19	0	0	0	175	0
Motu67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	28	0	0	0	0	0	0	0	12	0	0	0	3915	0	0	0	21	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
Motu70	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	24	9	0	0	0	18	0	0	0	0	0	0	0	0	0	0	34	0	0	0	322	0	0	0	2171	0	0	0	22	0	0	0	25	0	0	0	16	0	0	0	23	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	4	0	0
Motu66	0	0	0	0	0	0	0	0	0	31	0	0	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	16	0	10	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	0	0	6	0	0	0	0	0	4	1	0	0	0	8	21	5869	0	13	551	0	0	1853	24	56	0	0	13	2060	0	19	38	75	0	15	0	229	21	23	10	1333	0	0	0	0	0	0	0	6	0	1	0	2	0
Motu63	0	1037	15	0	0	2	22	0	0	91	0	0	0	9	0	0	0	11	0	0	0	4	1	0	0	856	53	0	0	34	25	0	0	0	3866	7	0	698	0	0	0	7	43	0	0	323	0	0	0	9	70	0	0	123	98	0	0	11	30	0	0	12	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	15	0	0	0	144	0	0	0	17	0	0
Motu64	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	0	9	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	9	0	6	0	0	0	19	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	5	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45066	0	0	0	67	0	0	0	27	0	0	0	7	0	0	8	0	0	0	0	0
Motu60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	133	0	0	0	7789	1	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0
Motu62	272	284	0	0	0	3	0	0	829	13	0	0	21	2	0	0	8	4	0	46	38	7	0	73	10	255	0	0	1	3	0	0	16	0	0	46	12	243	5052	0	542	375	20	0	118	9	1662	34	3	15	28	0	3	17	41	0	1	6	88	37	0	6	105	0	0	2	1717	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	30	5	0	0	0	0	0	0	0	2	0	0	3	5	0	0	3	7	0
Motu61	0	0	0	0	0	0	0	0	0	0	8	0	631	0	0	0	2	0	4391	0	4	0	15	0	0	0	0	0	0	0	0	0	5	0	0	0	6	0	7	0	2	4	0	0	8	0	0	0	10	0	0	0	0	0	0	0	2	0	0	0	0	0	0	89	0	0	0	0	0	39	0	26	0	0	0	12	0	0	0	0	0	0	0	3023	5	0	0	3	0	0	0	10	0	0	0	270	1	0	0	0	0	11	0	0	15	0	0
Motu57	0	0	7	0	40	0	0	0	0	0	0	0	338	29	0	0	21	0	0	116	405	10	0	5143	2	1	0	0	0	1	0	0	0	0	0	80	17	3	7	0	5	0	1	0	15	10	2	249	5	9	0	0	0	13	1	0	4	928	1	110	0	8	0	0	1	0	53	0	0	6	0	11	0	0	0	786	8	0	56	1543	0	0	0	7	0	0	0	12	121	7	7	11	0	0	0	4	0	0	0	5	0	0	0	0	0	0	0
Motu59	0	5	50	0	0	0	30	0	0	24	0	0	20	24	0	3	47	1	0	0	69	13	0	0	2	0	915	0	2	0	23	0	19	22	26	0	411	14	43	0	604	7	0	14	12	18	1170	0	487	23	0	0	11	1450	0	1629	20	1421	0	0	1023	43	90	0	33	0	0	39	12	0	0	0	14	0	0	0	98	0	0	0	1	5	0	0	0	1	0	0	0	12	0	0	1	3	0	3	7	69	0	0	38	0	0	37	6	22	0
Motu58	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	45	0	0	0	4823	0	0	0	0	0	0	0	0	0	0	0	0
Motu54	0	0	228	0	33	0	135	0	0	0	0	587	0	14	0	0	0	0	0	0	0	10	0	0	0	31	69	35	0	10	100	0	0	0	68	0	0	24	0	0	0	9	56	0	0	8	0	25	0	16	3493	0	0	14	217	0	0	1378	44	0	0	8	0	0	0	38	0	0	11	0	0	0	0	26	0	0	38	0	0	0	1	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	98	0	0	0	9797	0	0	0	95	0	1
Motu53	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	1	0	0	0	289	0	0	0	1	0	0	0	4	0	0	0	220	0	0	0	6	0	0	0	2	0	0	0	0	0	0	177	0	0	0	7117	0	0	0	199	0	0	0	68	0	0	0	716	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Motu65	0	177	4488	0	2056	0	18	0	13	0	0	69	267	35	0	8288	0	1	0	0	1	0	0	24	0	1	34	32	0	2	35	0	0	0	4	0	5	0	2	0	1	0	3	0	44	0	0	2	3	0	2	0	2	0	8	0	0	1	3	0	0	0	0	0	0	44	0	0	0	3	0	0	0	27	0	0	7	0	23	0	0	0	0	0	0	0	0	0	420	0	0	0	0	0	0	0	17	0	0	2	27	0	0	7	17	0	0
Motu68	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	1	0	0	0	10	0	0	1	3	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	46	0	2	0	1	0	1	3	0	0	1	0	0	0	31	0	0	0	0	1	0	98	0	0	0	37	147	0	0	2030	142	4410	0	3042	4142	0	0	42	0	0	0	114	0	0	0	37	0	716	0	51	0	9	0	4	0	0	0	33	33
Motu49	0	0	0	0	0	0	0	0	5	0	13	0	257	0	0	1	7	0	3679	0	6	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	4	0	0	3	0	0	0	3	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	12	0	6410	0	1909	0	1	0	0	4	0	0
Motu50	39	1	0	0	0	0	0	0	0	0	0	0	215	0	0	0	31	0	0	0	131	2	0	0	122	0	0	0	2996	0	0	0	903	0	0	0	580	3	4	0	1586	3	0	0	166	145	0	0	37	2	0	0	28	3	0	34	78	0	0	0	46	1	1	24	1612	0	0	2910	1	4	0	7	0	0	0	25	0	0	0	1398	0	2	0	5	0	0	32	730	0	17	1872	7	0	23	16	11	0	0	0	1	0	46	0	0	0	384	0
Motu48	7	0	103	0	0	0	76	0	27	1	0	0	472	18	0	0	29	2	13	0	1146	0	11	0	34	0	124	0	11	0	158	0	8	0	71	0	31	0	10	0	8	7	0	0	29	0	57	0	5	0	0	0	4	0	0	0	5	0	0	0	0	0	2	0	6	0	0	0	0	17	0	1665	0	0	0	4	0	2	0	283	0	0	0	4	17	1	45	21	0	27	0	5	0	87	0	13	49	236	4797	0	115	325	27	0	7792	37	0
Motu51	10	0	0	0	9	0	0	0	0	0	38	0	5	0	0	5	0	0	467	0	0	2854	3	23	9	80	0	0	74	0	0	0	13	0	0	0	31	2	3	0	0	3	172	0	0	4	0	0	5	10	263	0	0	5	168	0	1	5	77	0	0	3	8	0	0	0	1	15	0	512	0	10	0	0	0	22	0	32	50	0	0	2262	0	11	11	77	0	1738	9199	122	0	2013	0	2455	0	0	28	0	1	0	0	465	1	257	1	36	0
Motu44	10	2	0	0	0	0	0	0	0	0	19	0	53	0	0	0	40	1	2901	0	54	0	1541	0	64	0	0	0	7	0	0	0	29	0	0	0	10	0	6179	0	4	1	0	34	9	0	192	0	4	0	0	0	811	0	0	4407	453	0	0	0	2152	0	72	0	3780	0	0	118	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	0	0	0	14	0	0	0	0	0	2	0	0	0	0	0	386	0	2	5	196	0
Motu40	0	1400	0	0	0	3	0	0	3275	13	0	0	0	6	0	0	0	8	0	0	0	0	0	0	0	0	1	0	1	11	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	122	0	0	0	0	0	0	0	15	0	0	0	15	0	0	0	72	0	0	0	64	0	0	0	2698	0	0	0	817	0	0	0	0	0	0	0	0	0
Motu39	5	5	0	0	0	0	0	0	0	6	0	0	369	0	0	0	5	0	0	0	29	7	0	0	1108	0	1	0	7	0	0	0	27	0	3	0	115	152	1	0	4	4	0	0	34	468	0	0	2	10	0	0	1	68	0	0	0	8	0	0	0	4	0	81	1	0	0	1	89	1	0	0	1923	0	0	12	41	0	0	0	14	0	0	0	76	0	103	0	0	5	7208	0	24	0	24	221	0	0	0	0	2	16	1	0	0	21	0
Motu41	0	11	121	0	0	0	179	0	0	14	0	0	0	0	0	0	0	0	1	0	0	0	24	0	0	0	13065	0	0	1	177	0	0	0	4701	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	466	0	0	0	186	0	0
Motu106	1	0	0	0	0	0	53	0	3531	0	0	0	805	0	0	0	5	41	0	0	14	6	0	0	1	1023	0	0	0	0	0	0	39	0	0	20	16	4	4	0	4	3	41	0	65	5	0	0	7	2	60	0	3	6	129	0	5	2	24	0	0	2397	0	0	0	12	0	0	0	17	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	1	36	0	0	0	1	0	0	0	0	0
Motu42	20	0	0	0	0	0	0	0	1	0	0	0	436	0	0	9	11	0	0	0	9	0	0	0	25	0	0	0	34	0	0	0	46	0	0	0	15	0	14	0	4	0	0	0	9	0	0	0	2	0	0	0	3	0	0	0	14	0	0	0	0	0	0	2	0	0	0	0	0	19	0	22	0	0	0	3311	0	0	0	0	0	0	0	16	0	0	1	134	0	0	25	307	0	0	0	0	0	1096	9785	0	0	1200	16877	491	0	111	0
Motu43	4	0	19	0	0	0	39	0	0	0	4	0	7	0	0	0	37	0	1	43	14	2524	0	0	6	0	25	0	1	4	57	0	848	0	24	0	5	6	30	0	7	17	0	0	3	4	716	0	466	3	2	0	1	5	1	0	68	3	2	1	4043	3	56	0	81	0	0	74	6	0	0	29	0	55	353	1587	0	0	409	0	1	3	10126	8	48	3	0	10	2	1	21	17	0	0	0	0	294	0	0	0	2275	2	0	0	3308	100	57
Motu35	0	1	0	247	0	0	0	102	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	5369	0	0	0	0	0	0	0	0	0	0	0	1	0	34	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Motu36	1461	1	28	0	31	0	62	0	599	4	0	42	970	0	0	0	10	0	0	196	747	4	1	39	85	10	2254	1609	833	0	49	0	24	0	3521	1188	103	4	5	0	7	3	1	17	133	309	0	43	6	4	0	0	5	38	42	16	2	4	0	348	0	2	0	0	0	293	17	3	0	3	0	0	0	1062	16	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	47	1	0	0	103	61	0	0	41	134	0
Motu100	0	63	16	0	0	3	271	0	0	4611	8	0	0	7	0	0	0	287	2	0	0	229	8	0	0	0	76	0	0	36	17	0	0	0	45	0	0	866	0	0	0	464	0	0	0	1717	0	0	0	26	0	0	0	144	0	0	0	23	0	0	0	323	0	0	0	0	0	0	398	0	0	0	42	0	0	0	60	0	0	0	15493	0	0	0	277	0	0	0	0	0	0	0	42	0	0	0	11420	0	0	0	88	0	0	0	49	0	0
Motu34	0	264	29	0	152	0	54	0	0	2	0	2889	11	2	0	3	1582	1	2	0	10	0	1	0	0	2112	54	1062	0	7	76	0	0	8	17	15	13	2	0	0	5	2	87	0	15	1	0	48	6	0	1006	0	4	0	464	0	0	0	52	15	10	0	0	0	0	500	0	0	4	0	0	0	0	67	1	0	0	0	0	0	0	0	0	0	21	3	0	0	206	0	0	0	0	0	0	0	35	0	0	0	4231	0	0	204	4487	17	0
Motu30	122	39	0	0	0	6453	0	0	13	4404	0	0	606	31	0	0	500	49	1	0	43	0	0	0	52	0	0	0	166	19	529	0	4	0	48	0	189	0	82	0	4	0	0	6	125	0	778	0	2	25	0	0	7	5	0	1127	3	0	0	0	1	0	5	0	3	0	0	6	0	469	0	15	1	0	0	1521	0	1357	0	0	0	9	0	15	0	179	0	3154	0	302	34	21	16	2055	0	8	0	0	4	0	0	56	0	0	1	344	0
Motu31	0	4	9	0	5859	0	22	0	21	0	3	113	0	0	0	0	2	0	7	0	0	1	889	74	0	1	1921	87	0	1	15	0	0	0	7	0	191	349	0	0	0	6	2	0	2	240	0	0	0	9	0	0	1	7	1	0	0	2	0	0	0	7	0	24	0	102	0	1	2	0	0	10	0	158	0	7	0	0	178	0	0	0	0	2978	0	0	0	20	144	0	0	37	0	1	0	0	9	0	0	0	64	0	0	0	13	0	0
Motu28	0	0	5468	0	3	0	15	0	234	2	0	0	3218	52	0	0	1813	8	0	0	32	0	0	9	0	19	7	0	1	372	14	0	0	0	3	0	115	3	97	0	4	0	40	0	24	0	176	0	18	0	89	0	11	0	32	0	113	12	13	0	1081	0	0	25	5	0	0	26	5	217	0	3	0	0	0	149	46	4	23	0	1	3	0	1	0	70	25	1901	2354	21	5561	4	0	540	2	0	8	7	4	0	32	6	0	0	9	42	0
Motu29	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	4	2	25	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	8	0	0	2	755	0	21	1	11	0	1	131	14	0	0	0	12	0	4278	0	5	0	0	0	1127	0	0	0	0	0	0	0	0	0	0	0	31	5297	0	0	0	479	0	4	0	33	0	5	0	0	8	1	0	0	15	0	0	0	1	0	0	17635	0	0	0	18367	1	6	0	22
Motu32	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	10	0	5	27	0	0	1	9	0	0	0	0	0	0	0	0	0	0	4	29	5	0	1	5696	1465	0	2	22	1118	0	2	87	26	0	536	47	27	0	0	26	5	0	0	25	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	6
Motu76	355	0	0	0	47	0	10	0	174	4	0	0	439	3	0	0	7191	2801	2	74	3689	1	0	5045	44	0	0	0	111	1	0	0	36	0	0	56	288	0	103	0	466	351	2	0	191	0	129	146	166	2	0	3	18	5	0	0	8	2	0	80	57	14	7277	15	33	0	31	18	0	58	0	0	0	0	0	0	0	10	50	0	7	49	0	0	19	248	38	0	78	269	11	0	0	1012	2452	0	0	2	0	0	1	106	0	0	3	482	0
Motu71	103	98	63	0	78	8	119	0	0	158	11	26	2200	7489	0	0	1049	249	9	40	245	1	1413	110	419	90	1430	97	11	941	21	0	56	0	2468	139	113	151	20	0	1167	2	48	0	133	199	7	78	140	7	126	0	11	29	244	0	1073	32	19	1775	262	1460	2	0	5284	1311	2	2764	1794	132	0	2	11	21	0	581	122	11	47	0	54	7	0	1	34	1089	0	2	3174	139	9	8	7	11	0	129	17	0	0	0	122	16	0	0	18	145	0
Motu26	176	125	1	20	250	11184	6	5	9	269	1778	1074	151	644	426	0	160	348	172	175	17	9	112	1639	18	3	0	3091	7	1086	205	130	53	683	0	243	19	0	869	1	2	23	1	1	16	0	766	769	8	69	39	25	3	3	213	1	3	1	0	6948	7	1	42	5	6	195	76	7	13	75	0	20	2	93	2	932	7	38	27	201	753	100	0	313	141	253	1	15	21	79	5	17	48	400	0	0	7	0	0	0	13	12	0	0	3	2035	0
Motu103	4	54	0	0	1303	0	0	0	3266	16	0	30	0	0	0	0	60	0	0	45	28	0	0	68	1829	0	0	35	6	2	0	0	22	0	17	0	0	0	0	0	1	0	0	5	0	0	5	1	1	0	0	0	0	8	0	1562	67	0	0	0	10572	0	0	2820	389	45	0	81	8	0	0	4456	1011	767	21	7	7	0	31	0	11	0	0	24	18	33	451	18	49	45	2	6	5	0	0	1	0	32	4	0	0	5	0	0	0	996	0
Motu25	2	0	0	0	0	0	1	0	0	0	0	0	2225	0	0	0	1515	0	0	418	1407	0	0	375	12	119	0	0	320	0	0	0	11	0	0	17269	105	0	22	0	17	0	0	0	37	0	4	489	28	0	3	0	736	0	2	0	16	0	1	697	8	0	0	0	7	149	207	1	0	11	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	0	0	2	6	0	0	0	1	0	0	1	0	0	0	0	12	0	0	0	110	0
Motu23	0	1	70	0	22	12	198	0	0	0	0	518	2	58	0	0	5	150	0	0	731	40	0	2	5	0	0	30	0	16	66	0	0	0	0	0	1	236	0	0	4	45	0	0	7	50	2	31	4	5187	36	0	0	95	0	0	0	6305	0	0	0	12571	0	0	11	51	0	0	8646	0	0	0	27	19	1	0	1510	0	1	0	1341	0	0	0	190	0	0	0	0	19	0	0	484	0	0	0	0	0	0	0	47	0	0	0	1	0	0
Motu52	4	1297	0	0	19	8259	0	0	3258	6462	0	0	0	84	0	0	0	135	2	0	0	3	2	25	0	57	6	0	0	50	100	0	0	0	32	0	0	4	0	0	0	451	150	0	9	9	0	0	0	187	220	0	0	296	143	0	0	8	48	0	0	2	0	0	0	0	0	0	333	52	0	0	7483	1	0	0	229	2046	71	0	64	7	0	0	1011	21	0	0	9578	69	0	0	1808	18	0	0	3	16	0	0	1	0	0	0	4	0	0
Motu87	0	1	0	0	0	0	0	0	0	0	5	0	179	0	0	2	12	0	11	0	23	0	1134	0	0	0	0	0	0	0	1	0	14	0	0	0	610	0	0	0	1328	0	0	86	27	1	0	0	6	0	0	18350	6	0	0	13533	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	1	0	0	0	0	0	1	0
Motu22	77	95	40	0	53	11	12865	0	2178	63	0	72	2	42	0	0	2	419	22	1401	58	47	4	95	3321	0	1731	2337	870	1464	83	0	101	0	32	47	20	1143	48	0	1	2480	0	0	225	440	1130	62	0	82	0	0	3	97	90	0	0	34	0	339	1	342	16	0	47	156	26	18	130	1	0	0	6	202	24	0	23	2	1	2	102	0	0	0	4631	0	0	0	3	43	0	0	14	2	0	401	56	13	0	1	507	34	0	0	451	217	0
Motu20	219	0	0	0	22	0	3	0	1113	4	21870	20	14	0	0	0	17	5	3502	19	1595	7	1599	1	1589	12	1	39	95	0	0	0	34	0	2	8	161	0	44	0	6	3	0	0	367	0	1212	0	86	0	0	0	12	1	1	0	0	0	0	0	0	4	316	221	2	943	0	4	244	433	0	5	955	139	165	1451	134	6354	116	0	7874	6539	3969	6	18960	290	294	10	0	8893	13071	19	75	3907	64	0	7	6	0	0	0	7	0	0	6	86	39
Motu18	0	567	2	0	72	117	53	0	1119	368	0	58	1	126	0	0	0	6429	5	0	15	77	0	0	2	1794	7	113	0	2525	15	0	0	0	5	24	0	2943	101	0	0	3096	96	10	73	1669	2199	0	4	808	142	2	0	642	211	869	0	525	64	1	0	7598	3569	64	2	2706	0	0	643	0	0	0	1397	65	1	0	158	0	0	0	665	6	0	0	1242	0	68	0	157	15	44	0	7242	0	2703	0	2	4	0	0	40	0	0	0	32	0	0
Motu17	900	239	30	0	68	37	135	0	0	387	566	31	1296	79	0	10237	1906	353	340	0	2421	4911	10155	0	66	22	139	117	96	3174	75	0	179	23	4279	28	1651	690	188	0	3404	690	1	24	2637	120	1320	0	694	66	0	2	7189	204	1	25	4209	26	0	0	686	1496	102	144	2810	2084	0	11866	11	1024	0	0	1	68	0	3	0	287	0	0	7	255	1	0	7	3432	114	0	1	1485	91	0	0	4961	3411	0	251	0	0	2	210	24	0	3	86	264	0
Motu15	3226	0	1	0	1444	0	1	0	1466	3	0	28	451	0	0	0	1379	0	0	0	14	0	1	27	453	0	359	23	896	0	7	0	676	0	12	0	40	0	109	0	8	0	0	0	292	0	0	0	7	0	0	0	0	3	0	0	104	0	1	0	5	0	1	41	0	32	0	1	20	6328	0	2594	672	24	0	19	15	6795	27	0	9	51	0	1658	31	221	89	33	46	279	0	12	9	1264	0	0	2	1337	1	0	11	32982	0	0	4	5301	0
Motu19	34	1	150	0	3	7	1	0	0	118	0	126	1407	167	0	0	4324	1	0	6	483	357	0	7	50	363	10	5	1803	5	62	0	133	12	84	4	3493	192	158	0	439	163	177	0	555	455	11	298	15934	3231	5701	4413	8534	10132	785	0	7	11097	9479	4	9	65	2186	0	1	6	415	21	1377	90	0	0	57	5	1	0	674	9	0	0	18	811	0	0	122	139	0	0	288	28	0	0	94	108	8	1	4	0	0	0	16	70	0	0	1	1279	2
