Sample	HKBea1Aug	HKBea1Feb	HKBea1May	HKBea1Nov	HKBea2Aug	HKBea2Feb	HKBea2May	HKBea2Nov	HKBea3Aug	HKBea3Feb	HKBea3May	HKBea3Nov	HKSW1Aug	HKSW1Feb	HKSW1May	HKSW1Nov	HKSW2Aug	HKSW2Feb	HKSW2May	HKSW2Nov	HKSW3Aug	HKSW3Feb	HKSW3May	HKSW3Nov	HKSta1Aug	HKSta1Feb	HKSta1May	HKSta1Nov	HKSta2Aug	HKSta2Feb	HKSta2May	HKSta2Nov	HKSta3Aug	HKSta3Feb	HKSta3May	HKSta3Nov	LTCC1Aug	LTCC1Feb	LTCC1May	LTCC1Nov	LTCC2Aug	LTCC2Feb	LTCC2May	LTCC2Nov	LTCC3Aug	LTCC3Feb	LTCC3May	LTCC3Nov	LTCMW1Aug	LTCMW1Feb	LTCMW1May	LTCMW1Nov	LTCMW2Aug	LTCMW2Feb	LTCMW2May	LTCMW2Nov	LTCMW3Aug	LTCMW3Feb	LTCMW3May	LTCMW3Nov	LTPC1Aug	LTPC1Feb	LTPC1May	LTPC1Nov	LTPC2Aug	LTPC2May	LTPC2Nov	LTPC3Aug	LTPC3Feb	LTPC3May	LTPC3Nov	SKBlu1Aug	SKBlu1Feb	SKBlu1May	SKBlu1Nov	SKBlu2Aug	SKBlu2Feb	SKBlu2May	SKBlu2Nov	SKBlu3Aug	SKBlu3Feb	SKBlu3May	SKBlu3Nov	SKLKW1Aug	SKLKW1Feb	SKLKW1May	SKLKW1Nov	SKLKW2Aug	SKLKW2Feb	SKLKW2May	SKLKW2Nov	SKLKW3Aug	SKLKW3Feb	SKLKW3May	SKLKW3Nov	SKSha1Aug	SKSha1Feb	SKSha1May	SKSha1Nov	SKSha2Aug	SKSha2Feb	SKSha2May	SKSha2Nov	SKSha3Aug	SKSha3Feb	SKSha3May	SKSha3Nov
Motu153	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	5	0	0	0	4	0	0	0	4	0	0	0	2682	0	0	0	23	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Motu151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	756	0	0	0	0	0	0	0	5	0	0	0	7	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Motu149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	621	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0
Motu148	0	0	0	0	837	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	16	0	0	0	0	8	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Motu154	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	2965	0	0	0	36	0	0	0	40	0	0	0	89	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
Motu144	0	9	0	0	1	2	0	0	0	13	4	0	119	4	0	0	1	11	0	0	1	1011	0	0	0	0	0	0	0	410	0	0	0	0	0	0	6	2	0	0	0	2	0	0	0	1	0	0	0	3	0	0	1	117	0	0	0	2	0	0	0	1	0	7	0	2	0	0	1	3	0	1	0	39	1	1	0	0	0	0	0	0	0	172	0	0	0	1	0	0	0	0	0	0	0	0	12	0	0	0	3	2	0	0	0	0	0
Motu142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0
Motu147	0	0	0	0	0	0	0	0	0	0	0	0	746	0	0	0	567	0	0	0	15	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	25	0	17	0	6	0	0	0	23	0	2	0	16	0	0	0	9	0	0	0	42	0	0	0	23	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	23	0	0	0	105	0
Motu143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	5	0	1	0	0	11	0	0	0	0	0	0	0	0	0	0	1791	0	0	0	0	0	1776	0	0	0	9	0	0	0	21	0	0	0	11	2	0	0	41	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Motu140	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	1905	0	0	0	7	0	0	0	10	0	0	0	37	0	0	0	8	0	326	0	0	0	0	0	0	0	0	0	0	0
Motu145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7904	0	0	0	0	0	0	0	112	0	0	0	114	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
Motu138	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	11	0	0	0	6	0	0	0	4	0	0	0	13	0	0	0	1897	0	0	0	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Motu141	0	0	1	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	4	0	0	0	8	0	2699	0	3	0	0	0	188	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Motu146	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	12	0	0	0	6	0	0	0	0	0	22	0	0	1	0	0	17	0	31	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	35	1	0	0	1449	0	0	0	0	0	0	7	1522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	27	0	0	0	16	0	0	0	0	0	0	0	15	0	0	0	0	112	0
Motu136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5873	0	0	0	7	0	0	0	0
Motu131	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	10	3	0	0	0	263	0	0	0	1	0	0	925	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Motu137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	19	0	0	0	4	0	0	0	2	270	0	0	0	0	0	0	0	0	0	0	0
Motu134	3	0	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	3178	0	0	0	4	0	9	0	0	0	6	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0	0	3	12	0
Motu132	0	0	0	0	0	0	0	0	0	0	0	0	364	0	0	0	12	0	0	0	1532	0	0	0	76	0	0	0	1	0	0	0	3	0	0	0	32	0	20	0	7	0	0	0	24	0	25	0	10	0	0	0	6	0	0	0	10	0	0	0	0	0	0	0	26	0	0	1	0	73	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	3	0
Motu133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	6305	0	0	0	77	0	0	99	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	43	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0
Motu130	0	0	1	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	1588	0	0	0	24	0	0	0	14	0	0	0	35	0	0	0	0	0	0	0	17	0	0	0	0	72	0	0	0	0	0	0	0	0	0
Motu128	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	1490	0	0	0	11	0	0	0	31	0	0	0	0	0	67	0	1	0	0	0	0	0	2094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	22	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	68	0
Motu129	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1630	0	0	0	22	0	0	0	15	0	0	0	39	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Motu126	0	0	16	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	7	23	0	0	0	17	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	3940	0	0	0	23	0	0
Motu123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	555	0	0	0	8	0	0	0	5	0	0	0	7	0	0	0	37	0	0	0	6	0	0	0	10	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0
Motu127	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	5	0	0	0	3	0	2	0	2	0	0	0	4	0	1	0	112	0	0	0	0	0	0	0	2	0	0	0	1	0	59	0	2	0	0	3	0	301	0	0	0	0	0	0	0	137	0	0	0	4667	0	0	0	65	0	0	0	525	0	0	0	110	0	0	0	0	0	0	0	1	0	0	0	2	0
Motu122	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	28	0	0	4	0	0	0	50	6	0	0	15	16	0	0	114	1157	0	0	0	35	0	0	9253	3	0	0	0	0	0	0	0	0	0	0	0	5	0
Motu135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	123	0	0	11	0	0	0	12909	0	0	0	0
Motu125	0	0	1	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	5119	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
Motu121	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	10	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	557	0	0	0	8	0	0	0	8	0	0	0	14	0	0	0	27	0	0	0	21	0	0	0	21	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
Motu119	0	6	0	0	0	0	0	0	0	0	7	0	1	0	0	0	527	0	7	0	2	1	1740	0	0	20	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3545	0	3	146	0	0	0	2	34	0	0	2	46	0	0	0	13	0	3	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	20
Motu118	0	2	0	0	0	1	0	0	0	2	0	0	8	2	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	736	0	0	0	0	0	0	0	15	4	0	0	343	0	0	0	1	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	9	1384	0	0	0	0	0	0	0	1	0	0	0	4	0	0	20	2	0	0	0	5	0	0	0	1	0	0	0	0	0	0	6	5	0	0	5	0	0
Motu117	0	0	0	0	0	0	0	0	0	0	16090	0	15	0	0	0	5	0	66	0	735	10	491	0	8	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	3	0	0	0	10	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0
Motu114	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	20	2789	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	10	4	0	0	5	0	0	0	9	0	0	1	8	0	0	0	4	0	0	62	0	0	1	0	115	0	0	0	0	0	0	0	34	0	0	0	24	0	0	0	30	0	0	0	8346	0	0	0	15	0	0	37	0	0	0	0	0	0	0	0	0	0
Motu115	1147	0	0	0	0	0	0	0	0	0	3	0	286	0	0	0	1	0	0	0	5	1616	0	0	3	0	0	0	4	0	0	0	7	0	0	0	6	1	4	0	0	1	0	0	27	0	0	0	3	1	0	2608	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	7	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	0	49	0	0	0	0	6	0	0	0	24	0
Motu113	0	0	0	0	0	0	0	0	0	0	0	0	2214	0	0	0	32	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	54	0	13	0	15	0	0	0	39	0	0	0	23	0	0	0	21	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	9	0	0	0	0	0
Motu108	1	3	0	0	0	122	0	0	593	0	4	0	39	0	0	0	40	0	1	0	7	0	717	0	1	0	4	0	0	1	4	0	0	0	0	0	5	17	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	8	0	0	0	0	0	13	0	2	0	0	0	1	0	0	0	3	0	10	0	2	0	0	0	280	0	0	0	6	51	0	1	0	0	0	0	0	0
Motu112	0	0	0	0	37	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	78	0	0	0	0	0	0	0	21	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1881	0	0	0	0	0	0	0	42	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Motu111	0	7	6	0	0	1	8	0	0	22	0	0	0	14	0	0	0	15	0	0	0	0	0	0	0	0	3	0	0	921	35	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	36	0	0	0	2287	0	0
Motu107	0	0	30	0	0	0	15335	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	35	0	0	0	57	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	65	0	0	4	42	0	0
Motu99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Motu104	0	0	22	0	0	0	31	0	0	0	4	0	0	0	0	18	0	0	0	0	0	12	0	0	0	0	25	0	0	0	33	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11508	0	0	0	32	0	0	1002	29	0	0
Motu102	0	0	0	0	53	0	0	0	0	0	0	28	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	1946	51	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Motu109	0	0	0	0	0	0	0	0	0	0	5	0	412	0	0	0	1	0	6403	0	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	3	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Motu95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1595	0	0	0	0	0	0	0
Motu96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1010	0	0	0	0	0	0	0	7	0	0	0	7	0	0	5	9	0	0	0	0	0	0	0	0	0	0	0	855	0	0	0
Motu97	0	9	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	63	0	0	11	1065	0	0	0	10	0	0	0	0	0	0	0	0	0	0	8	0	0	0	525	0	0	0	306	0	0	0	18	0	0	0	13	0	0	0	7	0	0	0	8	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	14	0	0
Motu98	31	0	15	0	0	0	12	0	0	67	0	0	3	0	0	0	7	0	1	0	143	0	0	0	2625	0	8	0	21	0	23	0	65	0	1793	0	7	0	0	0	1	0	0	0	124	0	4	0	8	0	0	0	360	15	0	0	2	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	16	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	167	0	0	0	1	0	0	8	0	0	0	17	6	0	0	10	91	0
Motu94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1992	0	0	0	0	0	0	0	17	0	0	0	24	0	0	38	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Motu91	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	316	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1822	0	0	0	0	0	0	0
Motu89	0	0	8	0	0	0	22	0	0	0	0	0	0	0	0	12	0	0	4	0	0	0	0	0	0	0	10	0	0	0	43	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	459	12	0	0	1	24	0	0	571	2549	0	0
Motu90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8	0	0	0	0	0	0	0	7	0	0	0	2260	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Motu93	723	0	21	0	0	0	40	0	600	24	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	27	0	4	0	36	0	8	0	3103	0	1	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	16	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	6	0	0	57	12	0	0	34	40	0
Motu84	11	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	4	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	3	0	0	0	403	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	6	0	0	0	2285	0	1	0	0	0	0	0	5	0	0	1	9	0	0	64	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Motu86	0	0	16	0	0	0	36	0	272	15	3	0	4	0	0	1	332	0	0	0	4	528	0	0	0	0	20	0	0	0	31	0	0	0	4309	0	7	0	0	0	3	1	0	0	7	1	0	0	111	0	0	0	3	15	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	385	0	0	44	0	0	1	15	2	0
Motu85	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	45	0	0	0	27	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	147	0	0	0	0	0	0	0	5	0	3123	0	24	0	0	0	39	0	0	0	40	0	0	0	943	0	28	0	0	0	3	0	645	0	0	0	57	0
Motu83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	103	0	0	0	4335	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
Motu82	0	0	0	0	0	0	0	0	1566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0
Motu81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	228	0	0	0	198	0	0	0	8512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44
