Sample	HKBea1Aug	HKBea1Feb	HKBea1May	HKBea1Nov	HKBea2Aug	HKBea2Feb	HKBea2May	HKBea2Nov	HKBea3Aug	HKBea3Feb	HKBea3May	HKBea3Nov	HKSta1Aug	HKSta1Feb	HKSta1May	HKSta1Nov	HKSta2Aug	HKSta2Feb	HKSta2May	HKSta2Nov	HKSta3Aug	HKSta3Feb	HKSta3May	HKSta3Nov	HKSW1Aug	HKSW1Feb	HKSW1May	HKSW1Nov	HKSW2Aug	HKSW2Feb	HKSW2May	HKSW2Nov	HKSW3Aug	HKSW3Feb	HKSW3May	HKSW3Nov	LTCC1Aug	LTCC1Feb	LTCC1May	LTCC1Nov	LTCC2Aug	LTCC2Feb	LTCC2May	LTCC2Nov	LTCC3Aug	LTCC3Feb	LTCC3May	LTCC3Nov	LTCMW1Aug	LTCMW1Feb	LTCMW1May	LTCMW1Nov	LTCMW2Aug	LTCMW2Feb	LTCMW2May	LTCMW2Nov	LTCMW3Aug	LTCMW3Feb	LTCMW3May	LTCMW3Nov	LTPC1Aug	LTPC1Feb	LTPC1May	LTPC1Nov	LTPC2Aug	LTPC2May	LTPC2Nov	LTPC3Aug	LTPC3Feb	LTPC3May	LTPC3Nov	SKBlu1Aug	SKBlu1Feb	SKBlu1May	SKBlu1Nov	SKBlu2Aug	SKBlu2Feb	SKBlu2May	SKBlu2Nov	SKBlu3Aug	SKBlu3Feb	SKBlu3May	SKBlu3Nov	SKLKW1Aug	SKLKW1Feb	SKLKW1May	SKLKW1Nov	SKLKW2Aug	SKLKW2Feb	SKLKW2May	SKLKW2Nov	SKLKW3Aug	SKLKW3Feb	SKLKW3May	SKLKW3Nov	SKSha1Aug	SKSha1Feb	SKSha1May	SKSha1Nov	SKSha2Aug	SKSha2Feb	SKSha2May	SKSha2Nov	SKSha3Aug	SKSha3Feb	SKSha3May	SKSha3Nov
ITS_Zotu147	0	0	0	7	0	6	0	11	0	0	0	2	9	0	2	2	9	0	0	0	0	0	0	3	0	0	0	0	8	0	0	0	8	0	0	0	10	0	1	0	0	0	1	2	2	5	4	6	0	16	10	1	0	0	0	0	0	0	0	0	14	0	0	67	19	0	53	11	6	44	56	68	1	28	46	51	10	5	51	51	8	10	2	2	22	115	121	25	18	233	592	6	128	200	182	7	0	9	4	4	0	1	0	0	0	6	10
ITS_Zotu114	0	0	0	2	1	0	0	0	0	0	0	0	15	0	0	4	6	0	0	1	0	0	0	20	0	0	0	0	1	0	0	2	1	0	0	0	1	0	0	1	0	0	0	5	0	1	0	0	0	1	1	0	1	0	0	3	0	0	0	0	5	0	0	146	8	0	63	0	2	1	77	225	0	1	82	20	2	3	45	29	2	5	1	77	1	16	737	24	5	95	56	18	7	32	47	19	0	1	15	9	0	0	19	5	0	32	91
ITS_Zotu113	0	0	0	6	0	0	3	17	0	6	0	4	3	0	7	3	1	69	0	2	0	2	5	0	0	1	5	0	4	9	1	0	3	1	0	0	0	22	0	1	0	5	0	1	2	0	2	1	0	6	0	13	1	15	0	2	0	0	0	0	35	39	0	107	10	0	112	4	411	2	92	3	21	0	156	24	45	0	57	65	27	0	1	2	76	8	53	23	53	2	214	4	19	18	529	8	1	0	16	1	8	2	3	4	3	0	14
ITS_Zotu253	0	0	1	4	0	16	0	17	0	0	0	1	2	1	0	2	5	1	0	11	1	6	0	9	0	2	3	1	0	5	0	3	1	4	1	1	19	0	2	4	0	0	1	0	1	0	8	0	0	4	1	10	0	0	0	5	0	0	0	0	3	1	0	482	4	0	133	10	1	5	324	0	0	7	43	29	5	2	65	54	0	2	9	18	5	16	21	14	7	55	231	23	63	180	534	2	0	2	4	4	0	0	13	3	0	2	5
ITS_Zotu109	0	29	0	0	4	23	9	0	0	13	35	8	2	8	94	18	15	30	37	0	6	402	1	0	0	14	5	0	0	41	3	9	0	7	4	27	20	3	4	12	0	14	24	7	0	96	19	12	2	3	18	23	83	3	1	478	1	0	2	23	25	292	33	8	132	0	8	115	40	0	3	0	11	3	85	3	25	2	4	3	89	6	0	0	105	0	3	0	933	10	14	0	20	30	4	10	0	0	0	0	0	0	1	0	5	0	0
ITS_Zotu107	5	0	0	31	223	0	0	2071	2	0	0	0	14	0	1	2	6	56	0	0	3	4	0	0	2	1	11	0	0	1	0	0	0	7	0	0	8	644	1	0	2	233	0	0	6	0	0	0	28	55	2	0	0	62	4	0	0	43	26	0	0	36	15	0	0	0	3	0	95	0	0	0	0	0	0	4	0	0	0	0	0	16	0	2	8	0	0	24	0	0	0	1	0	4	0	1	0	0	3	1	8	2	0	0	4	12	0
ITS_Zotu108	0	26	42	0	7	16	66	0	1	24	10	0	3	12	74	0	1	58	42	0	10	14	59	7	10	9	58	2	1	57	41	0	7	16	140	10	2	101	15	0	11	94	22	0	7	33	19	0	0	1	35	3	0	31	2	0	1	22	6	0	7	401	48	65	6	23	4	2	279	8	2	18	10	46	26	27	41	42	12	5	55	32	10	8	96	16	7	11	107	43	5	1	4	51	22	3	37	1	3	104	36	4	5	1	25	4	1
ITS_Zotu94	3	5	1	4	2	9	3	6	7	4	8	5	8	45	3	8	76	50	61	14	0	6	3	7	5	2	7	5	17	0	2	1	6	5	0	0	124	7	0	0	0	6	22	0	2	19	0	0	0	1	31	2	1	10	0	0	6	5	1	0	586	268	0	25	274	0	11	476	351	7	17	2	22	5	8	10	63	0	7	5	41	2	5	2	183	27	7	1	84	8	21	1	26	95	74	1	29	0	0	0	5	11	1	71	2	16	13
ITS_Zotu95	0	92	4	0	0	8	21	1	0	4	0	0	2	6	4	0	9	0	0	1	0	34	0	3	0	5	21	0	1	12	4	29	2	4	0	0	16	23	0	0	0	537	0	0	0	15	0	0	1	2320	6	111	0	103	0	0	0	103	0	0	3	91	0	2	0	0	0	12	23	6	29	106	3	3	2	12	139	1	1	11	156	2	2	1	157	11	18	7	38	42	15	40	28	170	16	16	0	1	1	3	0	3	16	0	10	1	9
ITS_Zotu112	6	0	5	3	12	37	1	1	5	8	0	9	8	7	0	1	11	82	0	0	0	0	22	1	8	9	7	4	1	5	4	2	2	0	0	0	2	22	1	1	2	3	2	0	7	13	1	4	1	7	16	0	0	41	0	7	3	6	0	1	19	17	22	62	109	12	21	11	579	8	28	85	81	41	293	98	102	33	112	9	39	11	20	7	69	19	55	4	95	47	274	11	24	33	19	56	3	1	1	43	7	15	1	0	0	4	15
