#OTU ID	HKBea1Aug	HKBea1Feb	HKBea1May	HKBea1Nov	HKBea2Aug	HKBea2Feb	HKBea2May	HKBea2Nov	HKBea3Aug	HKBea3Feb	HKBea3May	HKBea3Nov	HKSW1Aug	HKSW1Feb	HKSW1May	HKSW1Nov	HKSW2Aug	HKSW2Feb	HKSW2May	HKSW2Nov	HKSW3Aug	HKSW3Feb	HKSW3May	HKSW3Nov	HKSta1Aug	HKSta1Feb	HKSta1May	HKSta1Nov	HKSta2Aug	HKSta2Feb	HKSta2May	HKSta2Nov	HKSta3Aug	HKSta3Feb	HKSta3May	HKSta3Nov	LTCC1Aug	LTCC1Feb	LTCC1May	LTCC1Nov	LTCC2Aug	LTCC2Feb	LTCC2May	LTCC2Nov	LTCC3Aug	LTCC3Feb	LTCC3May	LTCC3Nov	LTCMW1Aug	LTCMW1Feb	LTCMW1May	LTCMW1Nov	LTCMW2Aug	LTCMW2Feb	LTCMW2May	LTCMW2Nov	LTCMW3Aug	LTCMW3Feb	LTCMW3May	LTCMW3Nov	LTPC1Aug	LTPC1Feb	LTPC1May	LTPC1Nov	LTPC2Aug	LTPC2May	LTPC2Nov	LTPC3Aug	LTPC3Feb	LTPC3May	LTPC3Nov	SKBlu1Aug	SKBlu1Feb	SKBlu1May	SKBlu1Nov	SKBlu2Aug	SKBlu2Feb	SKBlu2May	SKBlu2Nov	SKBlu3Aug	SKBlu3Feb	SKBlu3May	SKBlu3Nov	SKLKW1Aug	SKLKW1Feb	SKLKW1May	SKLKW1Nov	SKLKW2Aug	SKLKW2Feb	SKLKW2May	SKLKW2Nov	SKLKW3Aug	SKLKW3Feb	SKLKW3May	SKLKW3Nov	SKSha1Aug	SKSha1Feb	SKSha1May	SKSha1Nov	SKSha2Aug	SKSha2Feb	SKSha2May	SKSha2Nov	SKSha3Aug	SKSha3Feb	SKSha3May	SKSha3Nov
Motu162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	11	0	0	0	10225	0	0	0	0	0	0	0	0	0	0	0	0
Motu163	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	20	1	0	0	0	0	0	0	0	0	0	0	0	31	0	0	192	0	0	0	183	0	0	0	138	0	0	0	36	0	0	0	9472	0	0	0	74	0	0	0	41	0	0	0	0	0	0	1	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Motu164	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10099	0	0	0	66	0	0	0	109	0	0	157	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0
Motu165	56	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	155	0	0	0	42	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10111	0	0	0	97	0
Motu161	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	10437	0	0	0	32	0	0	0	29	0	0	0	87	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Motu160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	123	0	0	0	0	0	0	0	60	0	0	0	10912	0	0	0	77	0	0	0	126	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0
Motu157	959	0	0	0	0	0	0	0	0	0	0	0	1258	0	0	0	3810	0	0	0	6	0	0	0	3	0	0	0	3	0	0	0	7	0	0	0	11	0	1	0	334	0	0	0	34	0	0	0	11	0	0	0	9	0	0	5377	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	14	0	0	0	41	0
Motu159	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	268	0	0	0	241	0	1	0	130	0	0	0	0	20	0	0	695	0	0	0	0	0	0	0	0	0	0	0	619	0	0	0	0	0	0	146	0	0	0	0	10035	0	0	0	0	0	0	72	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Motu152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	12527	0	0	0	0	0	0	0	24	0	0	0	23	0	0	29	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Motu158	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	12	0	0	0	62	0	0	2	0	0	0	0	1	0	0	285	0	0	0	178	0	0	0	11883	0	0	0	53	0	0	0	85	0	0	0	64	0	0	0	66	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Motu153	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	1	0	0	0	31	0	0	0	1	0	0	201	0	0	0	258	0	0	0	146	0	0	0	11577	0	0	0	181	0	0	0	122	0	0	0	46	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Motu151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	13310	0	0	0	0	0	0	0	72	0	0	0	97	0	0	14	47	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Motu149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	60	0	0	0	0	0	0	0	50	0	0	0	11385	0	0	0	521	0	0	0	0	0	0	0	0	0	0	0	2062	0	0	0
Motu148	0	0	0	0	12789	0	0	0	0	0	0	562	0	0	0	0	0	0	0	0	0	0	0	91	0	1	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	199	1	0	0	0	52	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Motu154	312	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	2	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	503	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	346	0	0	0	0	0	0	0	12924	0	0	0	106	0	0	0	142	0	0	0	159	0	0	0	112	0	0	0	0	0	0	0	5	0	0	0	0	0
Motu144	0	36	0	0	5	4	0	0	0	31	4	12	1367	19	0	0	9	14	0	14	12	3818	0	0	0	0	0	7	0	4971	0	0	0	0	3	0	23	129	0	0	1	35	0	0	4	60	0	0	4	9	1	0	3	848	0	0	8	30	0	0	0	9	0	22	0	14	0	0	7	8	0	15	3	539	4	15	0	0	0	0	0	0	0	2782	0	0	0	12	0	0	0	3	0	0	0	0	13	0	0	0	31	14	0	0	1	0	0
Motu142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	39	0	0	0	0	0	0	0
Motu147	0	0	0	0	0	0	0	0	0	0	0	0	8980	0	0	0	4719	0	0	0	188	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	203	0	34	0	83	0	0	0	91	0	2	0	140	0	0	0	77	0	0	0	124	0	0	0	70	0	1	0	3	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	50	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	274	0	0	0	128	0
Motu143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	64	15	0	0	0	0	0	0	0	26	0	28	0	0	55	0	0	0	0	0	0	0	0	0	0	1934	0	0	0	0	0	13017	0	0	0	49	0	0	0	44	0	0	0	25	4	0	0	95	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	17	0	0	0	1	0	0
Motu140	63	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	8488	0	4	0	27	0	0	0	43	0	0	0	64	0	0	0	52	0	6624	0	0	0	12	0	0	0	0	0	0	0
Motu145	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13804	0	0	0	0	0	0	0	345	0	0	0	280	0	0	0	103	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143
Motu138	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	195	0	0	0	201	0	0	0	173	0	0	0	46	0	0	0	15339	0	0	0	92	0	0	0	53	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Motu141	0	0	12	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	143	0	0	0	85	0	0	0	58	0	0	0	36	0	13922	0	62	0	0	0	2688	0	0	0	46	0	0	0	0	0	0	2	0	0	0	1	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0
Motu146	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	14	0	0	119	0	2	0	45	0	0	0	0	0	293	0	0	1	0	0	143	0	903	0	0	0	0	0	0	0	0	1	1	0	6	1	0	0	0	1	0	126	15	0	0	4249	0	0	0	1	0	0	15	11164	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	12	0	0	90	0	0	0	25	0	0	0	0	0	0	0	84	1	0	0	0	142	0
Motu136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	17964	0	0	0	10	0	0	0	0
Motu131	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	20	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	10	0	0	13	13	0	0	0	2966	0	0	0	11	0	0	14874	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	2	0	0	0	0	0
Motu137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	13350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	33	0	0	32	0	0	0	34	0	0	0	39	4869	0	0	0	2	0	0	0	0	0	0	0
Motu134	16	0	0	0	0	0	0	0	0	0	8	0	21	0	0	0	0	0	13630	0	0	0	44	0	30	0	0	0	43	0	0	0	12	0	0	0	0	0	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5221	0	0	11	13	0
Motu132	0	0	0	0	0	0	0	0	0	0	0	0	4274	0	0	0	122	0	0	0	12500	0	0	0	666	0	0	0	5	0	0	0	6	0	0	0	198	0	25	0	85	0	0	0	109	0	95	0	99	0	0	0	34	0	0	0	30	0	0	0	0	0	0	0	92	0	0	3	0	205	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	629	0	0	0	3	0	0	0	0	0	0	0	253	0	0	0	4	0
Motu133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0	18594	0	0	0	251	0	0	189	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	140	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0
Motu130	0	1	1	0	0	0	0	0	1	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	18521	0	0	0	47	0	0	0	25	0	0	0	92	0	0	0	0	0	0	0	29	0	0	0	0	417	0	0	1	0	0	0	0	0	0
Motu128	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	0	11074	0	0	0	77	0	0	0	45	0	0	0	0	0	91	0	1	0	0	0	0	0	8194	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	45	0	64	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	127	0	0	0	1	0	0	0	0	0	0	0	139	0	0	0	84	0
Motu129	2	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	1	0	0	0	0	0	0	198	0	0	0	19658	0	0	0	40	0	0	0	31	0	0	0	86	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Motu126	0	0	68	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	55	25	0	0	0	88	0	0	237	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	19953	0	0	0	142	0	0
Motu123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	31	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	19942	0	0	0	313	0	0	0	195	0	0	0	23	0	0	0	262	0	0	0	84	0	0	0	83	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0
Motu127	14	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	5	0	0	0	17	0	0	0	7	0	0	0	16	0	0	0	7	0	0	0	17	0	3	0	14	0	0	0	13	0	1	0	1004	0	0	0	5	0	0	0	4	3	0	0	2	0	62	0	9	0	0	5	0	792	0	0	0	0	0	0	0	599	0	0	0	16409	0	0	0	329	0	0	0	1035	0	0	0	805	0	0	0	0	0	0	0	12	0	0	0	3	0
Motu122	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	387	87	0	0	109	0	0	0	98	23	0	0	59	41	0	0	253	4786	0	0	0	68	0	0	15224	38	0	0	0	0	0	0	0	0	0	0	0	5	0
Motu135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	5	0	0	0	1760	0	0	0	7	0	0	0	3	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	2542	0	0	32	1	3	0	18036	0	0	0	0
Motu125	0	0	2	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	21963	0	0	0	155	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	69	0	0
Motu121	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	60	0	0	0	0	1	0	0	58	0	0	0	0	0	0	0	21866	0	0	0	413	0	0	0	311	0	0	0	60	0	0	0	201	0	0	0	153	0	0	0	134	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0
Motu119	0	51	0	0	1	0	0	0	0	0	7	0	34	0	0	0	3773	0	41	0	36	3	9817	0	0	158	46	0	0	1	0	0	0	0	0	0	19	51	0	0	4	15	6275	0	15	3667	0	0	8	7	119	0	7	6	128	0	0	9	23	0	13	2	0	0	0	1	0	0	44	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	146
Motu118	0	26	0	0	0	3	0	0	0	5	0	0	81	9	0	0	0	21	8	0	0	2	0	0	1	0	0	0	0	8859	0	0	0	0	0	0	0	309	5	0	0	12054	0	0	0	17	0	0	0	9	0	0	0	10	0	0	20	5	0	0	0	4	0	0	0	0	0	0	54	3595	0	0	0	0	0	0	0	6	0	0	0	19	0	0	55	5	0	0	0	11	0	0	0	26	0	0	0	0	0	0	37	53	0	0	41	0	0
Motu117	0	1	0	0	0	0	0	0	0	0	16090	0	113	0	0	0	43	0	279	0	6160	32	2899	0	47	0	3	0	0	0	0	0	0	0	0	0	54	0	0	0	39	0	0	0	39	2	2	0	35	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	12	0	0	0	0	0	0	0	0	1	0
Motu114	0	0	1	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	1	0	178	10556	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	1	195	0	0	0	214	10	0	0	23	0	0	0	62	0	0	2	96	0	0	0	53	0	0	211	0	0	1	0	309	0	0	1	0	0	0	1	123	0	0	0	98	0	0	0	165	0	0	0	15505	0	0	0	131	0	0	42	0	0	0	0	0	0	0	1	0	0
Motu115	4932	0	0	0	0	0	0	0	0	0	3	0	3475	0	0	0	12	0	0	0	24	6214	0	0	41	0	0	0	23	1	0	0	12	0	0	0	37	41	5	0	8	42	0	0	95	54	0	0	19	5	0	13023	6	17	0	0	4	22	0	0	0	18	0	0	0	0	0	0	0	6	0	0	0	0	0	50	0	11	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	54	0	52	0	0	0	1	113	0	0	0	30	0
Motu113	0	0	0	0	0	0	0	0	0	0	0	0	26651	0	0	0	231	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	405	0	15	0	131	0	0	0	171	0	0	0	244	0	0	0	146	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	80	0	0	0	0	0
Motu108	6	7	0	0	0	494	0	0	20035	0	4	0	439	0	0	0	288	0	10	0	54	1	4035	0	1	0	13	0	5	5	4	0	0	0	0	0	38	563	0	0	2	2	0	0	1	29	0	0	1	6	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	2	5	18	0	0	0	0	0	337	0	9	0	0	0	2	0	0	0	35	0	120	0	4	2	0	1	1851	0	0	0	30	130	0	1	6	0	0	0	0	0
Motu112	0	0	0	0	761	0	0	0	0	0	0	824	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	950	0	0	0	0	0	0	0	334	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	24962	0	0	0	0	0	0	0	730	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Motu111	0	44	33	0	0	7	12	0	0	35	0	0	0	34	0	0	0	30	3	0	0	1	0	0	0	0	33	0	0	11014	35	0	0	0	18	0	0	37	0	0	0	42	0	0	0	6	0	0	0	1	0	0	0	1	0	0	0	1369	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	183	0	0	0	16524	0	0
Motu107	0	1	155	0	0	0	28268	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	298	0	0	1	63	0	0	0	148	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	370	0	0	51	306	0	0
Motu99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	31035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0
Motu104	0	0	83	0	0	0	56	0	0	0	4	0	0	0	0	91	0	0	0	0	0	51	0	0	0	0	261	0	0	0	33	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12248	0	0	0	200	0	0	18052	218	0	0
Motu102	0	0	0	0	895	0	0	0	0	0	0	781	0	0	0	0	0	0	0	318	0	0	0	1	0	1	0	616	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	920	1	0	0	0	0	0	0	27868	236	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Motu109	0	0	0	0	0	0	0	0	0	0	5	0	4729	0	0	0	6	0	27620	0	18	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	3	0	10	41	0	0	8	0	0	0	19	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	9	0	0
Motu95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	33416	0	0	0	0	0	0	0
Motu96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	18027	0	0	0	0	0	0	0	84	0	0	0	89	0	0	97	43	0	0	0	0	0	0	0	0	0	0	0	17008	0	0	0
Motu97	0	58	1	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	245	0	0	49	5784	0	0	0	78	0	0	0	0	0	0	0	0	0	0	275	0	0	0	19555	0	0	0	8938	0	0	0	81	0	0	0	115	0	0	0	85	0	0	0	65	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	90	0	0
Motu98	140	1	54	0	0	1	26	0	0	132	0	0	56	0	0	0	37	0	1	0	1205	0	0	0	19279	0	73	0	173	1	26	0	118	0	9941	0	26	1	0	0	12	1	0	0	544	2	27	0	24	0	0	0	2706	104	0	0	2	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	120	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	317	0	0	0	4	0	0	8	0	0	0	91	228	0	0	99	116	0
Motu94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	35789	0	0	0	0	0	0	0	282	0	0	0	340	0	0	361	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
