Sample	allGfishSid
HKSta1May	id259
HKSta1May	id26
HKSta1May	id260
HKSta1May	id262
HKSta1May	id264
HKSta1May	id266
HKSta1May	id267
HKSta1May	id268
HKSta1May	id269
HKSta1May	id27
HKSta1May	id272
HKSta1May	id276
HKSta1May	id277
HKSta1May	id278
HKSta1May	id279
HKSta1May	id28
HKSta1May	id282
HKSta1May	id283
HKSta1May	id284
HKSta1May	id285
HKSta1May	id286
HKSta1May	id287
HKSta1May	id289
HKSta1May	id29
HKSta1May	id290
HKSta1May	id291
HKSta1May	id293
HKSta1May	id294
HKSta1May	id295
HKSta1May	id296
HKSta1May	id297
HKSta1May	id298
HKSta1May	id299
HKSta1May	id302
HKSta1May	id303
HKSta1May	id304
HKSta1May	id306
HKSta1May	id307
HKSta1May	id308
HKSta1May	id31
HKSta1May	id313
HKSta1May	id317
HKSta1May	id319
HKSta1May	id32
HKSta1May	id320
HKSta1May	id321
HKSta1May	id322
HKSta1May	id323
HKSta1May	id326
HKSta1May	id328
HKSta1May	id329
HKSta1May	id33
HKSta1May	id330
HKSta1May	id331
HKSta1May	id333
HKSta1May	id335
HKSta1May	id338
HKSta1May	id339
HKSta1May	id341
HKSta1May	id342
HKSta1May	id343
HKSta1May	id347
HKSta1May	id348
HKSta1May	id350
HKSta1May	id351
HKSta1May	id352
HKSta1May	id354
HKSta1May	id355
HKSta1May	id357
HKSta1May	id358
HKSta1May	id359
HKSta1May	id36
HKSta1May	id360
HKSta1May	id361
HKSta1May	id362
HKSta1May	id363
HKSta1May	id365
HKSta1May	id367
HKSta1May	id369
HKSta1May	id37
HKSta1May	id370
HKSta1May	id371
HKSta1May	id372
HKSta1May	id373
HKSta1May	id375
HKSta1May	id376
HKSta1May	id377
HKSta1May	id378
HKSta1May	id379
HKSta1May	id38
HKSta1May	id381
HKSta1May	id382
HKSta1May	id384
HKSta1May	id385
HKSta1May	id387
HKSta1May	id388
HKSta1May	id389
HKSta1May	id390
HKSta1May	id391
HKSta1May	id392
HKSta1May	id393
HKSta1May	id394
HKSta1May	id395
HKSta1May	id396
HKSta1May	id397
HKSta1May	id398
HKSta1May	id399
HKSta1May	id40
HKSta1May	id401
HKSta1May	id402
HKSta1May	id403
HKSta1May	id405
HKSta1May	id406
HKSta1May	id407
HKSta1May	id42
HKSta1May	id43
HKSta1May	id46
HKSta1May	id50
HKSta1May	id51
HKSta1May	id52
HKSta1May	id53
HKSta1May	id57
HKSta1May	id6
HKSta1May	id60
HKSta1May	id61
HKSta1May	id63
HKSta1May	id64
HKSta1May	id66
HKSta1May	id70
HKSta1May	id71
HKSta1May	id72
HKSta1May	id73
HKSta1May	id75
HKSta1May	id78
HKSta1May	id8
HKSta1May	id84
HKSta1May	id95
HKSta2May	id1
HKSta2May	id10
HKSta2May	id102
HKSta2May	id109
HKSta2May	id11
HKSta2May	id114
HKSta2May	id115
HKSta2May	id12
HKSta2May	id123
HKSta2May	id125
HKSta2May	id13
HKSta2May	id130
HKSta2May	id131
HKSta2May	id133
HKSta2May	id135
HKSta2May	id137
HKSta2May	id138
HKSta2May	id139
HKSta2May	id146
HKSta2May	id147
HKSta2May	id148
HKSta2May	id153
HKSta2May	id157
HKSta2May	id16
HKSta2May	id160
HKSta2May	id161
HKSta2May	id164
HKSta2May	id166
HKSta2May	id167
HKSta2May	id17
HKSta2May	id171
HKSta2May	id174
HKSta2May	id175
HKSta2May	id178
HKSta2May	id18
HKSta2May	id180
HKSta2May	id181
HKSta2May	id182
HKSta2May	id183
HKSta2May	id185
HKSta2May	id186
HKSta2May	id188
HKSta2May	id189
HKSta2May	id19
HKSta2May	id190
HKSta2May	id191
HKSta2May	id194
HKSta2May	id196
HKSta2May	id197
HKSta2May	id198
HKSta2May	id199
HKSta2May	id2
HKSta2May	id200
HKSta2May	id201
HKSta2May	id202
HKSta2May	id203
HKSta2May	id205
HKSta2May	id206
HKSta2May	id207
HKSta2May	id208
HKSta2May	id209
HKSta2May	id21
HKSta2May	id210
HKSta2May	id211
HKSta2May	id213
HKSta2May	id216
HKSta2May	id217
HKSta2May	id218
HKSta2May	id219
HKSta2May	id220
HKSta2May	id224
HKSta2May	id226
HKSta2May	id227
HKSta2May	id228
HKSta2May	id229
HKSta2May	id231
HKSta2May	id233
HKSta2May	id234
HKSta2May	id237
HKSta2May	id239
HKSta2May	id24
HKSta2May	id240
HKSta2May	id241
HKSta2May	id246
HKSta2May	id247
HKSta2May	id248
HKSta2May	id249
HKSta2May	id250
HKSta2May	id251
HKSta2May	id252
HKSta2May	id253
HKSta2May	id254
HKSta2May	id255
HKSta2May	id257
HKSta2May	id258
HKSta2May	id259
HKSta2May	id260
HKSta2May	id262
HKSta2May	id264
HKSta2May	id266
HKSta2May	id267
HKSta2May	id268
HKSta2May	id269
HKSta2May	id271
HKSta2May	id272
HKSta2May	id275
HKSta2May	id276
HKSta2May	id277
HKSta2May	id278
HKSta2May	id279
HKSta2May	id281
HKSta2May	id283
HKSta2May	id284
HKSta2May	id285
HKSta2May	id287
HKSta2May	id288
HKSta2May	id289
HKSta2May	id29
HKSta2May	id290
HKSta2May	id291
HKSta2May	id293
HKSta2May	id294
HKSta2May	id295
HKSta2May	id296
HKSta2May	id297
HKSta2May	id298
HKSta2May	id299
HKSta2May	id302
HKSta2May	id303
HKSta2May	id304
HKSta2May	id306
HKSta2May	id307
HKSta2May	id308
HKSta2May	id309
HKSta2May	id31
HKSta2May	id313
HKSta2May	id314
HKSta2May	id317
HKSta2May	id319
HKSta2May	id320
HKSta2May	id321
HKSta2May	id322
HKSta2May	id323
HKSta2May	id326
HKSta2May	id328
HKSta2May	id329
HKSta2May	id33
HKSta2May	id330
HKSta2May	id331
HKSta2May	id333
HKSta2May	id335
HKSta2May	id339
HKSta2May	id341
HKSta2May	id342
HKSta2May	id343
HKSta2May	id345
HKSta2May	id347
HKSta2May	id348
HKSta2May	id350
HKSta2May	id351
HKSta2May	id352
HKSta2May	id354
HKSta2May	id355
HKSta2May	id357
HKSta2May	id358
HKSta2May	id359
HKSta2May	id36
HKSta2May	id360
HKSta2May	id361
HKSta2May	id362
HKSta2May	id363
HKSta2May	id365
HKSta2May	id367
HKSta2May	id369
HKSta2May	id37
HKSta2May	id370
HKSta2May	id371
HKSta2May	id372
HKSta2May	id373
HKSta2May	id375
HKSta2May	id376
HKSta2May	id377
HKSta2May	id378
HKSta2May	id379
HKSta2May	id38
HKSta2May	id381
HKSta2May	id382
HKSta2May	id384
HKSta2May	id388
HKSta2May	id389
HKSta2May	id390
HKSta2May	id391
HKSta2May	id392
HKSta2May	id393
HKSta2May	id394
HKSta2May	id395
HKSta2May	id396
HKSta2May	id397
HKSta2May	id398
HKSta2May	id399
HKSta2May	id401
HKSta2May	id402
HKSta2May	id404
HKSta2May	id406
HKSta2May	id407
HKSta2May	id42
HKSta2May	id43
HKSta2May	id46
HKSta2May	id50
HKSta2May	id51
HKSta2May	id52
HKSta2May	id53
HKSta2May	id6
HKSta2May	id60
HKSta2May	id61
HKSta2May	id64
HKSta2May	id66
HKSta2May	id67
HKSta2May	id70
HKSta2May	id71
HKSta2May	id72
HKSta2May	id73
HKSta2May	id75
HKSta2May	id78
HKSta2May	id79
HKSta2May	id8
HKSta2May	id81
HKSta2May	id9
HKSta2May	id96
HKSta3May	id1
HKSta3May	id10
HKSta3May	id100
HKSta3May	id102
HKSta3May	id109
HKSta3May	id11
HKSta3May	id114
HKSta3May	id115
HKSta3May	id117
HKSta3May	id12
HKSta3May	id120
HKSta3May	id123
HKSta3May	id13
HKSta3May	id130
HKSta3May	id132
HKSta3May	id133
HKSta3May	id135
HKSta3May	id137
HKSta3May	id138
HKSta3May	id146
HKSta3May	id147
HKSta3May	id148
HKSta3May	id149
HKSta3May	id153
HKSta3May	id157
HKSta3May	id158
HKSta3May	id16
HKSta3May	id160
HKSta3May	id161
HKSta3May	id164
HKSta3May	id166
HKSta3May	id167
HKSta3May	id17
HKSta3May	id171
HKSta3May	id174
HKSta3May	id175
HKSta3May	id177
HKSta3May	id178
HKSta3May	id18
HKSta3May	id180
HKSta3May	id181
HKSta3May	id182
HKSta3May	id183
HKSta3May	id185
HKSta3May	id186
HKSta3May	id188
HKSta3May	id189
HKSta3May	id19
HKSta3May	id190
HKSta3May	id191
HKSta3May	id194
HKSta3May	id196
HKSta3May	id197
HKSta3May	id198
HKSta3May	id199
HKSta3May	id2
HKSta3May	id200
HKSta3May	id201
HKSta3May	id202
HKSta3May	id203
HKSta3May	id205
HKSta3May	id206
HKSta3May	id208
HKSta3May	id209
HKSta3May	id21
HKSta3May	id210
HKSta3May	id211
HKSta3May	id213
HKSta3May	id216
HKSta3May	id217
HKSta3May	id218
HKSta3May	id219
HKSta3May	id220
HKSta3May	id224
HKSta3May	id226
HKSta3May	id227
HKSta3May	id228
HKSta3May	id229
HKSta3May	id231
HKSta3May	id233
HKSta3May	id237
HKSta3May	id239
HKSta3May	id24
HKSta3May	id240
HKSta3May	id241
HKSta3May	id246
HKSta3May	id247
HKSta3May	id248
HKSta3May	id249
HKSta3May	id25
HKSta3May	id250
HKSta3May	id251
HKSta3May	id252
HKSta3May	id253
HKSta3May	id254
HKSta3May	id255
HKSta3May	id258
HKSta3May	id259
HKSta3May	id26
HKSta3May	id260
HKSta3May	id262
HKSta3May	id264
HKSta3May	id266
HKSta3May	id267
HKSta3May	id268
HKSta3May	id269
HKSta3May	id27
HKSta3May	id272
HKSta3May	id276
HKSta3May	id277
HKSta3May	id278
HKSta3May	id279
HKSta3May	id281
HKSta3May	id283
HKSta3May	id284
HKSta3May	id285
HKSta3May	id287
HKSta3May	id288
HKSta3May	id289
HKSta3May	id29
HKSta3May	id290
HKSta3May	id291
HKSta3May	id293
HKSta3May	id294
HKSta3May	id295
HKSta3May	id296
HKSta3May	id297
HKSta3May	id298
HKSta3May	id299
HKSta3May	id302
HKSta3May	id303
HKSta3May	id304
HKSta3May	id307
HKSta3May	id308
HKSta3May	id309
HKSta3May	id31
HKSta3May	id313
HKSta3May	id319
HKSta3May	id32
HKSta3May	id320
HKSta3May	id321
HKSta3May	id323
HKSta3May	id326
HKSta3May	id328
HKSta3May	id329
HKSta3May	id33
HKSta3May	id330
HKSta3May	id331
HKSta3May	id333
HKSta3May	id335
HKSta3May	id338
HKSta3May	id339
HKSta3May	id341
HKSta3May	id342
HKSta3May	id343
HKSta3May	id345
HKSta3May	id347
HKSta3May	id348
HKSta3May	id350
HKSta3May	id351
HKSta3May	id352
HKSta3May	id354
HKSta3May	id355
HKSta3May	id357
HKSta3May	id358
HKSta3May	id359
HKSta3May	id36
HKSta3May	id360
HKSta3May	id361
HKSta3May	id362
HKSta3May	id363
HKSta3May	id365
HKSta3May	id367
HKSta3May	id368
HKSta3May	id369
HKSta3May	id37
HKSta3May	id370
HKSta3May	id371
HKSta3May	id372
HKSta3May	id373
HKSta3May	id375
HKSta3May	id376
HKSta3May	id377
HKSta3May	id378
HKSta3May	id379
HKSta3May	id38
HKSta3May	id381
HKSta3May	id382
HKSta3May	id383
HKSta3May	id384
HKSta3May	id388
HKSta3May	id389
HKSta3May	id390
HKSta3May	id391
HKSta3May	id392
HKSta3May	id393
HKSta3May	id394
HKSta3May	id395
HKSta3May	id396
HKSta3May	id397
HKSta3May	id398
HKSta3May	id399
HKSta3May	id401
HKSta3May	id402
HKSta3May	id404
HKSta3May	id406
HKSta3May	id407
HKSta3May	id42
HKSta3May	id43
HKSta3May	id45
HKSta3May	id46
HKSta3May	id50
HKSta3May	id51
HKSta3May	id52
HKSta3May	id53
HKSta3May	id6
HKSta3May	id60
HKSta3May	id61
HKSta3May	id64
HKSta3May	id66
HKSta3May	id68
HKSta3May	id70
HKSta3May	id71
HKSta3May	id72
HKSta3May	id73
HKSta3May	id75
HKSta3May	id78
HKSta3May	id89
HKSta3May	id9
HKSW1May	id1
HKSW1May	id10
HKSW1May	id11
HKSW1May	id12
HKSW1May	id13
HKSW1May	id15
HKSW1May	id16
HKSW1May	id166
HKSW1May	id17
HKSW1May	id175
HKSW1May	id178
HKSW1May	id18
HKSW1May	id180
HKSW1May	id183
HKSW1May	id185
HKSW1May	id188
HKSW1May	id19
HKSW1May	id190
HKSW1May	id191
HKSW1May	id194
HKSW1May	id196
HKSW1May	id197
HKSW1May	id199
HKSW1May	id2
HKSW1May	id201
HKSW1May	id202
HKSW1May	id203
HKSW1May	id205
HKSW1May	id206
HKSW1May	id208
HKSW1May	id209
HKSW1May	id21
HKSW1May	id210
HKSW1May	id211
HKSW1May	id212
HKSW1May	id213
HKSW1May	id216
HKSW1May	id217
HKSW1May	id218
HKSW1May	id22
HKSW1May	id220
HKSW1May	id222
HKSW1May	id226
HKSW1May	id227
HKSW1May	id228
HKSW1May	id229
HKSW1May	id233
HKSW1May	id239
HKSW1May	id24
HKSW1May	id240
HKSW1May	id241
HKSW1May	id246
HKSW1May	id247
HKSW1May	id248
HKSW1May	id249
HKSW1May	id25
HKSW1May	id250
HKSW1May	id251
HKSW1May	id252
HKSW1May	id253
HKSW1May	id254
HKSW1May	id255
HKSW1May	id258
HKSW1May	id259
HKSW1May	id260
HKSW1May	id262
HKSW1May	id263
HKSW1May	id264
HKSW1May	id266
HKSW1May	id269
HKSW1May	id27
HKSW1May	id270
HKSW1May	id271
HKSW1May	id272
HKSW1May	id273
HKSW1May	id275
HKSW1May	id276
HKSW1May	id277
HKSW1May	id278
HKSW1May	id279
HKSW1May	id28
HKSW1May	id281
HKSW1May	id282
HKSW1May	id283
HKSW1May	id284
HKSW1May	id285
HKSW1May	id287
HKSW1May	id288
HKSW1May	id289
HKSW1May	id29
HKSW1May	id290
HKSW1May	id291
HKSW1May	id293
HKSW1May	id294
HKSW1May	id295
HKSW1May	id296
HKSW1May	id297
HKSW1May	id298
HKSW1May	id299
HKSW1May	id302
HKSW1May	id303
HKSW1May	id306
HKSW1May	id307
HKSW1May	id308
HKSW1May	id31
HKSW1May	id312
HKSW1May	id318
HKSW1May	id319
HKSW1May	id32
HKSW1May	id320
HKSW1May	id321
HKSW1May	id322
HKSW1May	id326
HKSW1May	id327
HKSW1May	id329
HKSW1May	id33
HKSW1May	id331
HKSW1May	id333
HKSW1May	id334
HKSW1May	id335
HKSW1May	id337
HKSW1May	id338
HKSW1May	id339
HKSW1May	id341
HKSW1May	id342
HKSW1May	id343
HKSW1May	id344
HKSW1May	id345
HKSW1May	id347
HKSW1May	id348
HKSW1May	id350
HKSW1May	id351
HKSW1May	id352
HKSW1May	id354
HKSW1May	id355
HKSW1May	id357
HKSW1May	id358
HKSW1May	id359
HKSW1May	id36
HKSW1May	id360
HKSW1May	id361
HKSW1May	id362
HKSW1May	id363
HKSW1May	id364
HKSW1May	id365
HKSW1May	id367
HKSW1May	id368
HKSW1May	id369
HKSW1May	id37
HKSW1May	id370
HKSW1May	id371
HKSW1May	id372
HKSW1May	id373
HKSW1May	id374
HKSW1May	id375
HKSW1May	id376
HKSW1May	id377
HKSW1May	id378
HKSW1May	id379
HKSW1May	id38
HKSW1May	id380
HKSW1May	id381
HKSW1May	id382
HKSW1May	id383
HKSW1May	id384
HKSW1May	id385
HKSW1May	id386
HKSW1May	id387
HKSW1May	id388
HKSW1May	id389
HKSW1May	id390
HKSW1May	id391
HKSW1May	id392
HKSW1May	id393
HKSW1May	id394
HKSW1May	id395
HKSW1May	id397
HKSW1May	id398
HKSW1May	id401
HKSW1May	id402
HKSW1May	id406
HKSW1May	id407
HKSW1May	id6
HKSW1May	id7
HKSW1May	id70
HKSW1May	id72
HKSW1May	id74
HKSW1May	id75
HKSW1May	id8
HKSW1May	id9
HKSW1May	id96
HKSW2May	id1
HKSW2May	id10
HKSW2May	id101
HKSW2May	id102
HKSW2May	id105
HKSW2May	id108
HKSW2May	id11
HKSW2May	id114
HKSW2May	id12
HKSW2May	id126
HKSW2May	id13
HKSW2May	id130
HKSW2May	id132
HKSW2May	id133
HKSW2May	id135
HKSW2May	id138
HKSW2May	id139
HKSW2May	id148
HKSW2May	id15
HKSW2May	id151
HKSW2May	id153
HKSW2May	id159
HKSW2May	id16
HKSW2May	id160
HKSW2May	id161
HKSW2May	id162
HKSW2May	id166
HKSW2May	id167
HKSW2May	id17
HKSW2May	id170
HKSW2May	id171
HKSW2May	id175
HKSW2May	id178
HKSW2May	id18
HKSW2May	id180
HKSW2May	id181
HKSW2May	id182
HKSW2May	id183
HKSW2May	id185
HKSW2May	id186
HKSW2May	id187
HKSW2May	id188
HKSW2May	id189
HKSW2May	id19
HKSW2May	id190
HKSW2May	id191
HKSW2May	id194
HKSW2May	id196
HKSW2May	id197
HKSW2May	id199
HKSW2May	id2
HKSW2May	id200
HKSW2May	id201
HKSW2May	id202
HKSW2May	id203
HKSW2May	id204
HKSW2May	id205
HKSW2May	id206
HKSW2May	id207
HKSW2May	id208
HKSW2May	id209
HKSW2May	id21
HKSW2May	id210
HKSW2May	id211
HKSW2May	id213
HKSW2May	id216
HKSW2May	id217
HKSW2May	id218
HKSW2May	id219
HKSW2May	id22
HKSW2May	id220
HKSW2May	id222
HKSW2May	id223
HKSW2May	id224
HKSW2May	id226
HKSW2May	id227
HKSW2May	id228
HKSW2May	id229
HKSW2May	id231
HKSW2May	id233
HKSW2May	id237
HKSW2May	id239
HKSW2May	id24
HKSW2May	id240
HKSW2May	id241
HKSW2May	id246
HKSW2May	id248
HKSW2May	id249
HKSW2May	id25
HKSW2May	id250
HKSW2May	id251
HKSW2May	id253
HKSW2May	id254
HKSW2May	id255
HKSW2May	id258
HKSW2May	id259
HKSW2May	id26
HKSW2May	id260
HKSW2May	id261
HKSW2May	id262
HKSW2May	id264
HKSW2May	id265
HKSW2May	id266
HKSW2May	id267
HKSW2May	id268
HKSW2May	id269
HKSW2May	id27
HKSW2May	id271
HKSW2May	id272
HKSW2May	id273
HKSW2May	id275
HKSW2May	id276
HKSW2May	id277
HKSW2May	id278
HKSW2May	id279
HKSW2May	id28
HKSW2May	id281
HKSW2May	id282
HKSW2May	id283
HKSW2May	id284
HKSW2May	id285
HKSW2May	id286
HKSW2May	id287
HKSW2May	id289
HKSW2May	id29
HKSW2May	id290
HKSW2May	id291
HKSW2May	id292
HKSW2May	id293
HKSW2May	id294
HKSW2May	id295
HKSW2May	id296
HKSW2May	id297
HKSW2May	id298
HKSW2May	id299
HKSW2May	id30
HKSW2May	id302
HKSW2May	id303
HKSW2May	id306
HKSW2May	id307
HKSW2May	id308
HKSW2May	id31
HKSW2May	id313
HKSW2May	id317
HKSW2May	id318
HKSW2May	id319
HKSW2May	id32
HKSW2May	id320
HKSW2May	id321
HKSW2May	id326
HKSW2May	id328
HKSW2May	id33
HKSW2May	id333
HKSW2May	id334
HKSW2May	id335
HKSW2May	id337
HKSW2May	id338
HKSW2May	id339
HKSW2May	id341
HKSW2May	id342
HKSW2May	id343
HKSW2May	id344
HKSW2May	id345
HKSW2May	id346
HKSW2May	id347
HKSW2May	id348
HKSW2May	id350
HKSW2May	id351
HKSW2May	id352
HKSW2May	id354
HKSW2May	id355
HKSW2May	id357
HKSW2May	id358
HKSW2May	id359
HKSW2May	id36
HKSW2May	id360
HKSW2May	id361
HKSW2May	id362
HKSW2May	id363
HKSW2May	id364
HKSW2May	id365
HKSW2May	id366
HKSW2May	id367
HKSW2May	id369
HKSW2May	id37
HKSW2May	id370
HKSW2May	id371
HKSW2May	id372
HKSW2May	id373
HKSW2May	id374
HKSW2May	id375
HKSW2May	id376
HKSW2May	id377
HKSW2May	id378
HKSW2May	id379
HKSW2May	id38
HKSW2May	id380
HKSW2May	id381
HKSW2May	id382
HKSW2May	id384
HKSW2May	id385
HKSW2May	id386
HKSW2May	id387
HKSW2May	id388
HKSW2May	id389
HKSW2May	id390
HKSW2May	id391
HKSW2May	id392
HKSW2May	id394
HKSW2May	id395
HKSW2May	id396
HKSW2May	id397
HKSW2May	id399
HKSW2May	id401
HKSW2May	id402
HKSW2May	id407
HKSW2May	id42
HKSW2May	id43
HKSW2May	id46
HKSW2May	id50
HKSW2May	id52
HKSW2May	id57
HKSW2May	id6
HKSW2May	id60
HKSW2May	id63
HKSW2May	id7
HKSW2May	id70
HKSW2May	id71
HKSW2May	id72
HKSW2May	id75
HKSW2May	id78
HKSW2May	id8
HKSW2May	id81
HKSW2May	id84
HKSW2May	id90
HKSW2May	id96
HKSW2May	id99
HKSW3May	id1
HKSW3May	id10
HKSW3May	id101
HKSW3May	id102
HKSW3May	id105
HKSW3May	id108
HKSW3May	id109
HKSW3May	id11
HKSW3May	id114
HKSW3May	id12
HKSW3May	id120
HKSW3May	id123
HKSW3May	id126
HKSW3May	id13
HKSW3May	id130
HKSW3May	id133
HKSW3May	id135
HKSW3May	id138
HKSW3May	id139
HKSW3May	id146
HKSW3May	id147
HKSW3May	id15
HKSW3May	id153
HKSW3May	id158
HKSW3May	id159
HKSW3May	id16
HKSW3May	id160
HKSW3May	id166
HKSW3May	id17
HKSW3May	id170
HKSW3May	id171
HKSW3May	id178
HKSW3May	id18
HKSW3May	id180
HKSW3May	id182
HKSW3May	id183
HKSW3May	id185
HKSW3May	id188
HKSW3May	id19
HKSW3May	id190
HKSW3May	id191
HKSW3May	id194
HKSW3May	id196
HKSW3May	id199
HKSW3May	id2
HKSW3May	id201
HKSW3May	id202
HKSW3May	id203
HKSW3May	id206
HKSW3May	id208
HKSW3May	id21
HKSW3May	id210
HKSW3May	id211
HKSW3May	id213
HKSW3May	id216
HKSW3May	id217
HKSW3May	id218
HKSW3May	id22
HKSW3May	id220
HKSW3May	id222
HKSW3May	id224
HKSW3May	id226
HKSW3May	id227
HKSW3May	id228
HKSW3May	id229
HKSW3May	id231
HKSW3May	id233
HKSW3May	id237
HKSW3May	id239
HKSW3May	id24
HKSW3May	id240
HKSW3May	id241
HKSW3May	id246
HKSW3May	id248
HKSW3May	id249
HKSW3May	id250
HKSW3May	id251
HKSW3May	id253
HKSW3May	id254
HKSW3May	id255
HKSW3May	id258
HKSW3May	id259
HKSW3May	id260
HKSW3May	id262
HKSW3May	id263
HKSW3May	id266
HKSW3May	id268
HKSW3May	id269
HKSW3May	id27
HKSW3May	id271
HKSW3May	id272
HKSW3May	id276
HKSW3May	id277
HKSW3May	id278
HKSW3May	id279
HKSW3May	id28
HKSW3May	id282
HKSW3May	id283
HKSW3May	id284
HKSW3May	id285
HKSW3May	id287
HKSW3May	id289
HKSW3May	id29
HKSW3May	id290
HKSW3May	id291
HKSW3May	id293
HKSW3May	id294
HKSW3May	id295
HKSW3May	id296
HKSW3May	id297
HKSW3May	id298
HKSW3May	id299
HKSW3May	id30
HKSW3May	id302
HKSW3May	id303
HKSW3May	id306
HKSW3May	id307
HKSW3May	id308
HKSW3May	id31
HKSW3May	id312
HKSW3May	id313
HKSW3May	id319
HKSW3May	id32
HKSW3May	id320
HKSW3May	id321
HKSW3May	id323
HKSW3May	id328
HKSW3May	id33
HKSW3May	id332
HKSW3May	id333
HKSW3May	id334
HKSW3May	id335
HKSW3May	id337
HKSW3May	id338
HKSW3May	id339
HKSW3May	id340
HKSW3May	id341
HKSW3May	id342
HKSW3May	id343
HKSW3May	id344
HKSW3May	id345
HKSW3May	id347
HKSW3May	id348
HKSW3May	id350
HKSW3May	id351
HKSW3May	id352
HKSW3May	id354
HKSW3May	id355
HKSW3May	id357
HKSW3May	id358
HKSW3May	id359
HKSW3May	id36
HKSW3May	id360
HKSW3May	id361
HKSW3May	id362
HKSW3May	id363
HKSW3May	id364
HKSW3May	id365
HKSW3May	id367
HKSW3May	id369
HKSW3May	id37
HKSW3May	id370
HKSW3May	id371
HKSW3May	id372
HKSW3May	id373
HKSW3May	id374
HKSW3May	id375
HKSW3May	id376
HKSW3May	id377
HKSW3May	id378
HKSW3May	id379
HKSW3May	id38
HKSW3May	id380
HKSW3May	id381
HKSW3May	id382
HKSW3May	id383
HKSW3May	id384
HKSW3May	id385
HKSW3May	id386
HKSW3May	id387
HKSW3May	id388
HKSW3May	id389
HKSW3May	id390
HKSW3May	id391
HKSW3May	id392
HKSW3May	id394
HKSW3May	id395
HKSW3May	id396
HKSW3May	id397
HKSW3May	id398
HKSW3May	id399
HKSW3May	id401
HKSW3May	id402
HKSW3May	id407
HKSW3May	id42
HKSW3May	id46
HKSW3May	id5
HKSW3May	id57
HKSW3May	id6
HKSW3May	id60
HKSW3May	id63
HKSW3May	id70
HKSW3May	id71
HKSW3May	id72
HKSW3May	id74
HKSW3May	id75
HKSW3May	id81
HKSW3May	id84
HKSW3May	id90
HKSW3May	id96
HKBea1Nov	id1
HKBea1Nov	id10
HKBea1Nov	id11
HKBea1Nov	id12
HKBea1Nov	id13
HKBea1Nov	id15
HKBea1Nov	id16
HKBea1Nov	id166
HKBea1Nov	id17
HKBea1Nov	id175
HKBea1Nov	id178
HKBea1Nov	id179
HKBea1Nov	id18
HKBea1Nov	id180
HKBea1Nov	id185
HKBea1Nov	id186
HKBea1Nov	id188
HKBea1Nov	id189
HKBea1Nov	id19
HKBea1Nov	id190
HKBea1Nov	id191
HKBea1Nov	id194
HKBea1Nov	id195
HKBea1Nov	id196
HKBea1Nov	id198
HKBea1Nov	id199
HKBea1Nov	id2
HKBea1Nov	id20
HKBea1Nov	id201
HKBea1Nov	id202
HKBea1Nov	id203
HKBea1Nov	id206
HKBea1Nov	id207
HKBea1Nov	id208
HKBea1Nov	id21
HKBea1Nov	id210
HKBea1Nov	id211
HKBea1Nov	id213
HKBea1Nov	id216
HKBea1Nov	id217
HKBea1Nov	id218
HKBea1Nov	id22
HKBea1Nov	id223
HKBea1Nov	id224
HKBea1Nov	id225
HKBea1Nov	id226
HKBea1Nov	id227
HKBea1Nov	id228
HKBea1Nov	id229
HKBea1Nov	id231
HKBea1Nov	id233
HKBea1Nov	id236
HKBea1Nov	id238
HKBea1Nov	id239
HKBea1Nov	id240
HKBea1Nov	id241
HKBea1Nov	id242
HKBea1Nov	id243
HKBea1Nov	id246
HKBea1Nov	id248
HKBea1Nov	id249
HKBea1Nov	id25
HKBea1Nov	id250
HKBea1Nov	id251
HKBea1Nov	id254
HKBea1Nov	id255
HKBea1Nov	id257
HKBea1Nov	id258
HKBea1Nov	id259
HKBea1Nov	id260
HKBea1Nov	id261
HKBea1Nov	id262
HKBea1Nov	id264
HKBea1Nov	id266
HKBea1Nov	id267
HKBea1Nov	id268
HKBea1Nov	id269
HKBea1Nov	id27
HKBea1Nov	id270
HKBea1Nov	id273
HKBea1Nov	id274
HKBea1Nov	id276
HKBea1Nov	id277
HKBea1Nov	id278
HKBea1Nov	id279
HKBea1Nov	id28
HKBea1Nov	id280
HKBea1Nov	id282
HKBea1Nov	id283
HKBea1Nov	id284
HKBea1Nov	id285
HKBea1Nov	id286
HKBea1Nov	id287
HKBea1Nov	id289
HKBea1Nov	id29
HKBea1Nov	id291
HKBea1Nov	id293
HKBea1Nov	id294
HKBea1Nov	id296
HKBea1Nov	id297
HKBea1Nov	id298
HKBea1Nov	id299
HKBea1Nov	id30
HKBea1Nov	id303
HKBea1Nov	id304
HKBea1Nov	id306
HKBea1Nov	id307
HKBea1Nov	id308
HKBea1Nov	id31
HKBea1Nov	id313
HKBea1Nov	id32
HKBea1Nov	id320
HKBea1Nov	id321
HKBea1Nov	id322
HKBea1Nov	id323
HKBea1Nov	id326
HKBea1Nov	id328
HKBea1Nov	id329
HKBea1Nov	id33
HKBea1Nov	id331
HKBea1Nov	id333
HKBea1Nov	id334
HKBea1Nov	id335
HKBea1Nov	id337
HKBea1Nov	id338
HKBea1Nov	id339
HKBea1Nov	id340
HKBea1Nov	id341
HKBea1Nov	id342
HKBea1Nov	id343
HKBea1Nov	id344
HKBea1Nov	id345
HKBea1Nov	id346
HKBea1Nov	id348
HKBea1Nov	id35
HKBea1Nov	id350
HKBea1Nov	id351
HKBea1Nov	id352
