Sample	allGfishSid	Value	SxR
SKSha3Feb	id331	2.941176471	SK_Feb
SKBlu1Nov	id326	2.941176471	SK_Nov
SKLKW2Nov	id329	2.941176471	SK_Nov
LTCMW1May	id200	2.954545455	LT_May
LTCMW2May	id200	2.954545455	LT_May
SKBlu2Feb	id200	2.954545455	SK_Feb
LTCMW1May	id307	2.962962963	LT_May
SKSha3Aug	id307	2.962962963	SK_Aug
SKSha2Feb	id307	2.962962963	SK_Feb
SKBlu2May	id307	2.962962963	SK_May
LTCC1May	id233	2.966101695	LT_May
SKBlu1Aug	id209	2.984270631	SK_Aug
LTCC2Feb	id370	2.989130433	LT_Feb
HKSW3Nov	id363	2.989130434	HK_Nov
LTCC1Aug	id365	2.989130434	LT_Aug
LTCC3May	id359	2.989130434	LT_May
HKBea1Aug	id364	2.989130435	HK_Aug
HKSW1Aug	id348	2.989130435	HK_Aug
HKSta2Feb	id378	2.989130435	HK_Feb
LTCMW3Feb	id360	2.989130435	LT_Feb
SKBlu1Nov	id366	2.989130435	SK_Nov
SKBlu1Feb	id370	2.989130436	SK_Feb
HKSW2Aug	id276	2.993451824	HK_Aug
SKBlu3Aug	id276	2.993451825	SK_Aug
HKBea3Feb	id180	2.994011976	HK_Feb
HKSW1May	id212	2.994011976	HK_May
SKLKW2May	id180	2.994011976	SK_May
LTCMW1Aug	id287	2.997858672	LT_Aug
SKLKW3Aug	id287	2.997858672	SK_Aug
SKSha3Nov	id287	2.997858672	SK_Nov
HKBea1Aug	id101	3	HK_Aug
HKBea1Aug	id156	3	HK_Aug
HKBea2Aug	id34	3	HK_Aug
HKBea2Aug	id5	3	HK_Aug
HKBea2Aug	id51	3	HK_Aug
HKBea2Aug	id72	3	HK_Aug
HKBea2Aug	id73	3	HK_Aug
HKBea3Aug	id14	3	HK_Aug
HKBea3Aug	id220	3	HK_Aug
HKBea3Aug	id227	3	HK_Aug
HKBea3Aug	id305	3	HK_Aug
HKSta1Aug	id220	3	HK_Aug
HKSta1Aug	id59	3	HK_Aug
HKSta1Aug	id9	3	HK_Aug
HKSta2Aug	id123	3	HK_Aug
HKSta2Aug	id77	3	HK_Aug
HKSta3Aug	id169	3	HK_Aug
HKSta3Aug	id20	3	HK_Aug
HKSta3Aug	id220	3	HK_Aug
HKSta3Aug	id305	3	HK_Aug
HKSta3Aug	id72	3	HK_Aug
HKSW1Aug	id123	3	HK_Aug
HKSW1Aug	id156	3	HK_Aug
HKSW1Aug	id162	3	HK_Aug
HKSW1Aug	id24	3	HK_Aug
HKSW1Aug	id29	3	HK_Aug
HKSW1Aug	id30	3	HK_Aug
HKSW1Aug	id43	3	HK_Aug
HKSW2Aug	id115	3	HK_Aug
HKSW2Aug	id156	3	HK_Aug
HKSW2Aug	id165	3	HK_Aug
HKSW2Aug	id22	3	HK_Aug
HKSW2Aug	id220	3	HK_Aug
HKSW2Aug	id305	3	HK_Aug
HKBea1Feb	id139	3	HK_Feb
HKBea1Feb	id215	3	HK_Feb
HKBea1Feb	id231	3	HK_Feb
HKBea1Feb	id36	3	HK_Feb
HKBea2Feb	id118	3	HK_Feb
HKBea2Feb	id153	3	HK_Feb
HKBea2Feb	id181	3	HK_Feb
HKBea2Feb	id40	3	HK_Feb
HKBea3Feb	id147	3	HK_Feb
HKBea3Feb	id215	3	HK_Feb
HKBea3Feb	id220	3	HK_Feb
HKBea3Feb	id231	3	HK_Feb
HKBea3Feb	id32	3	HK_Feb
HKSta1Feb	id211	3	HK_Feb
HKSta1Feb	id298	3	HK_Feb
HKSta1Feb	id96	3	HK_Feb
HKSta2Feb	id106	3	HK_Feb
HKSta2Feb	id118	3	HK_Feb
HKSta2Feb	id166	3	HK_Feb
HKSta3Feb	id22	3	HK_Feb
HKSta3Feb	id26	3	HK_Feb
HKSta3Feb	id28	3	HK_Feb
HKSta3Feb	id282	3	HK_Feb
HKSW1Feb	id9	3	HK_Feb
HKSW1Feb	id99	3	HK_Feb
HKSW2Feb	id166	3	HK_Feb
HKSW3Feb	id133	3	HK_Feb
HKSW3Feb	id95	3	HK_Feb
HKBea1May	id14	3	HK_May
HKBea1May	id175	3	HK_May
HKBea1May	id71	3	HK_May
HKBea2May	id115	3	HK_May
HKBea2May	id20	3	HK_May
HKBea2May	id8	3	HK_May
HKBea3May	id157	3	HK_May
HKBea3May	id16	3	HK_May
HKBea3May	id160	3	HK_May
HKBea3May	id302	3	HK_May
HKBea3May	id59	3	HK_May
HKSta1May	id164	3	HK_May
HKSta1May	id20	3	HK_May
HKSta1May	id253	3	HK_May
HKSta1May	id291	3	HK_May
HKSta1May	id64	3	HK_May
HKSta1May	id8	3	HK_May
HKSta2May	id210	3	HK_May
HKSta3May	id231	3	HK_May
HKSta3May	id25	3	HK_May
HKSta3May	id27	3	HK_May
HKSta3May	id291	3	HK_May
HKSta3May	id51	3	HK_May
HKSta3May	id9	3	HK_May
HKSW1May	id210	3	HK_May
HKSW1May	id9	3	HK_May
HKSW2May	id282	3	HK_May
HKSW2May	id7	3	HK_May
HKSW3May	id10	3	HK_May
HKSW3May	id126	3	HK_May
HKSW3May	id220	3	HK_May
HKSW3May	id231	3	HK_May
HKBea2Nov	id195	3	HK_Nov
HKBea2Nov	id237	3	HK_Nov
HKBea2Nov	id27	3	HK_Nov
HKSta1Nov	id227	3	HK_Nov
HKSta1Nov	id30	3	HK_Nov
HKSta1Nov	id37	3	HK_Nov
HKSta1Nov	id9	3	HK_Nov
HKSta2Nov	id215	3	HK_Nov
HKSta2Nov	id70	3	HK_Nov
HKSta3Nov	id237	3	HK_Nov
HKSW1Nov	id135	3	HK_Nov
HKSW1Nov	id166	3	HK_Nov
HKSW1Nov	id66	3	HK_Nov
HKSW2Nov	id22	3	HK_Nov
HKSW3Nov	id10	3	HK_Nov
HKSW3Nov	id220	3	HK_Nov
LTCC1Aug	id148	3	LT_Aug
LTCC1Aug	id195	3	LT_Aug
LTCC1Aug	id242	3	LT_Aug
LTCC1Aug	id27	3	LT_Aug
LTCC1Aug	id36	3	LT_Aug
LTCC1Aug	id37	3	LT_Aug
LTCC1Aug	id39	3	LT_Aug
LTCC1Aug	id56	3	LT_Aug
LTCC2Aug	id10	3	LT_Aug
LTCC2Aug	id105	3	LT_Aug
LTCC2Aug	id157	3	LT_Aug
LTCC2Aug	id166	3	LT_Aug
LTCC3Aug	id159	3	LT_Aug
LTCC3Aug	id52	3	LT_Aug
LTCC3Aug	id56	3	LT_Aug
LTCC3Aug	id84	3	LT_Aug
LTCC3Aug	id87	3	LT_Aug
LTCC3Aug	id92	3	LT_Aug
LTCMW1Aug	id10	3	LT_Aug
LTCMW1Aug	id118	3	LT_Aug
LTCMW1Aug	id137	3	LT_Aug
LTCMW1Aug	id159	3	LT_Aug
LTCMW1Aug	id36	3	LT_Aug
LTCMW1Aug	id5	3	LT_Aug
LTCMW1Aug	id59	3	LT_Aug
LTCMW2Aug	id10	3	LT_Aug
LTCMW2Aug	id118	3	LT_Aug
LTCMW2Aug	id144	3	LT_Aug
LTCMW2Aug	id148	3	LT_Aug
LTCMW2Aug	id157	3	LT_Aug
LTCMW2Aug	id159	3	LT_Aug
LTCMW2Aug	id166	3	LT_Aug
LTCMW2Aug	id215	3	LT_Aug
LTCMW2Aug	id46	3	LT_Aug
LTCMW2Aug	id55	3	LT_Aug
LTCMW2Aug	id96	3	LT_Aug
LTCMW3Aug	id167	3	LT_Aug
LTCMW3Aug	id227	3	LT_Aug
LTCMW3Aug	id94	3	LT_Aug
LTCMW3Aug	id96	3	LT_Aug
LTPC1Aug	id37	3	LT_Aug
LTPC1Aug	id5	3	LT_Aug
LTPC1Aug	id84	3	LT_Aug
LTPC2Aug	id167	3	LT_Aug
LTPC2Aug	id22	3	LT_Aug
LTPC2Aug	id304	3	LT_Aug
LTPC3Aug	id109	3	LT_Aug
LTPC3Aug	id35	3	LT_Aug
LTPC3Aug	id36	3	LT_Aug
LTPC3Aug	id37	3	LT_Aug
LTPC3Aug	id39	3	LT_Aug
LTCC1Feb	id302	3	LT_Feb
LTCC1Feb	id42	3	LT_Feb
LTCC1Feb	id51	3	LT_Feb
LTCC1Feb	id76	3	LT_Feb
LTCC1Feb	id95	3	LT_Feb
LTCC1Feb	id97	3	LT_Feb
LTCC2Feb	id109	3	LT_Feb
LTCC2Feb	id120	3	LT_Feb
LTCC2Feb	id125	3	LT_Feb
LTCC2Feb	id126	3	LT_Feb
LTCC2Feb	id144	3	LT_Feb
LTCC2Feb	id237	3	LT_Feb
LTCC2Feb	id57	3	LT_Feb
LTCC2Feb	id76	3	LT_Feb
LTCC2Feb	id88	3	LT_Feb
LTCC3Feb	id125	3	LT_Feb
LTCMW1Feb	id116	3	LT_Feb
LTCMW1Feb	id181	3	LT_Feb
LTCMW1Feb	id52	3	LT_Feb
LTCMW1Feb	id95	3	LT_Feb
LTCMW2Feb	id128	3	LT_Feb
LTCMW2Feb	id147	3	LT_Feb
LTCMW2Feb	id281	3	LT_Feb
LTCMW2Feb	id57	3	LT_Feb
LTCMW2Feb	id68	3	LT_Feb
LTCMW2Feb	id76	3	LT_Feb
LTCMW2Feb	id95	3	LT_Feb
LTCMW2Feb	id96	3	LT_Feb
LTCMW3Feb	id120	3	LT_Feb
LTCMW3Feb	id125	3	LT_Feb
LTCMW3Feb	id148	3	LT_Feb
LTCMW3Feb	id52	3	LT_Feb
LTPC1Feb	id126	3	LT_Feb
LTPC1Feb	id148	3	LT_Feb
LTPC1Feb	id52	3	LT_Feb
LTPC1Feb	id91	3	LT_Feb
LTPC3Feb	id139	3	LT_Feb
LTPC3Feb	id146	3	LT_Feb
LTPC3Feb	id36	3	LT_Feb
LTCC1May	id126	3	LT_May
LTCC2May	id137	3	LT_May
LTCC2May	id15	3	LT_May
LTCC3May	id181	3	LT_May
LTCC3May	id216	3	LT_May
LTCC3May	id237	3	LT_May
LTCMW1May	id14	3	LT_May
LTCMW1May	id65	3	LT_May
LTCMW1May	id9	3	LT_May
LTCMW3May	id137	3	LT_May
LTPC1May	id183	3	LT_May
LTPC1May	id190	3	LT_May
LTPC1May	id281	3	LT_May
LTPC2May	id5	3	LT_May
LTPC3May	id109	3	LT_May
LTPC3May	id116	3	LT_May
LTPC3May	id137	3	LT_May
LTPC3May	id159	3	LT_May
LTPC3May	id2	3	LT_May
LTPC3May	id295	3	LT_May
LTPC3May	id59	3	LT_May
LTPC3May	id68	3	LT_May
LTCC1Nov	id10	3	LT_Nov
LTCC1Nov	id237	3	LT_Nov
LTCC2Nov	id130	3	LT_Nov
LTCC2Nov	id14	3	LT_Nov
LTCC2Nov	id190	3	LT_Nov
LTCC2Nov	id243	3	LT_Nov
LTCC2Nov	id9	3	LT_Nov
LTCC3Nov	id9	3	LT_Nov
LTCMW1Nov	id99	3	LT_Nov
LTCMW2Nov	id166	3	LT_Nov
LTCMW2Nov	id77	3	LT_Nov
LTCMW3Nov	id187	3	LT_Nov
LTCMW3Nov	id2	3	LT_Nov
LTCMW3Nov	id231	3	LT_Nov
LTCMW3Nov	id31	3	LT_Nov
LTPC1Nov	id195	3	LT_Nov
LTPC1Nov	id220	3	LT_Nov
LTPC1Nov	id5	3	LT_Nov
LTPC2Nov	id4	3	LT_Nov
LTPC3Nov	id220	3	LT_Nov
LTPC3Nov	id237	3	LT_Nov
LTPC3Nov	id25	3	LT_Nov
LTPC3Nov	id74	3	LT_Nov
SKBlu1Aug	id184	3	SK_Aug
SKBlu1Aug	id227	3	SK_Aug
SKBlu1Aug	id244	3	SK_Aug
SKBlu1Aug	id3	3	SK_Aug
SKBlu1Aug	id41	3	SK_Aug
SKBlu1Aug	id51	3	SK_Aug
SKBlu2Aug	id171	3	SK_Aug
SKBlu2Aug	id231	3	SK_Aug
SKBlu2Aug	id243	3	SK_Aug
SKBlu2Aug	id3	3	SK_Aug
SKBlu2Aug	id31	3	SK_Aug
SKBlu2Aug	id37	3	SK_Aug
SKLKW1Aug	id154	3	SK_Aug
SKLKW1Aug	id215	3	SK_Aug
SKLKW1Aug	id29	3	SK_Aug
SKLKW1Aug	id291	3	SK_Aug
SKLKW1Aug	id32	3	SK_Aug
SKLKW2Aug	id170	3	SK_Aug
SKLKW2Aug	id282	3	SK_Aug
SKLKW2Aug	id9	3	SK_Aug
SKLKW3Aug	id69	3	SK_Aug
SKSha1Aug	id66	3	SK_Aug
SKSha2Aug	id14	3	SK_Aug
SKSha2Aug	id28	3	SK_Aug
SKSha3Aug	id171	3	SK_Aug
SKBlu1Feb	id15	3	SK_Feb
SKBlu1Feb	id157	3	SK_Feb
SKBlu2Feb	id15	3	SK_Feb
SKBlu2Feb	id187	3	SK_Feb
SKBlu2Feb	id231	3	SK_Feb
SKBlu2Feb	id8	3	SK_Feb
SKLKW1Feb	id101	3	SK_Feb
SKLKW2Feb	id46	3	SK_Feb
SKLKW3Feb	id15	3	SK_Feb
SKLKW3Feb	id291	3	SK_Feb
SKLKW3Feb	id68	3	SK_Feb
SKSha1Feb	id119	3	SK_Feb
SKSha1Feb	id133	3	SK_Feb
SKSha1Feb	id31	3	SK_Feb
SKSha2Feb	id115	3	SK_Feb
SKSha2Feb	id116	3	SK_Feb
SKSha2Feb	id118	3	SK_Feb
SKSha2Feb	id2	3	SK_Feb
SKSha2Feb	id227	3	SK_Feb
SKSha2Feb	id26	3	SK_Feb
SKSha2Feb	id295	3	SK_Feb
SKSha2Feb	id91	3	SK_Feb
SKSha3Feb	id101	3	SK_Feb
SKSha3Feb	id118	3	SK_Feb
SKSha3Feb	id295	3	SK_Feb
SKSha3Feb	id298	3	SK_Feb
SKSha3Feb	id96	3	SK_Feb
SKSha3Feb	id99	3	SK_Feb
SKBlu1May	id36	3	SK_May
SKBlu2May	id220	3	SK_May
SKBlu2May	id237	3	SK_May
SKBlu2May	id281	3	SK_May
SKBlu2May	id87	3	SK_May
SKBlu3May	id15	3	SK_May
SKBlu3May	id240	3	SK_May
SKBlu3May	id51	3	SK_May
SKBlu3May	id52	3	SK_May
SKLKW1May	id135	3	SK_May
SKLKW1May	id139	3	SK_May
SKLKW1May	id168	3	SK_May
SKLKW1May	id210	3	SK_May
SKLKW1May	id30	3	SK_May
SKLKW1May	id52	3	SK_May
SKLKW2May	id148	3	SK_May
SKLKW2May	id231	3	SK_May
SKLKW3May	id1	3	SK_May
SKLKW3May	id66	3	SK_May
SKLKW3May	id79	3	SK_May
SKLKW3May	id9	3	SK_May
SKSha1May	id15	3	SK_May
SKSha1May	id227	3	SK_May
SKSha1May	id37	3	SK_May
SKSha2May	id211	3	SK_May
SKSha2May	id68	3	SK_May
SKSha2May	id72	3	SK_May
SKSha3May	id15	3	SK_May
SKSha3May	id169	3	SK_May
SKSha3May	id253	3	SK_May
SKBlu1Nov	id215	3	SK_Nov
SKBlu1Nov	id29	3	SK_Nov
SKBlu1Nov	id37	3	SK_Nov
SKBlu2Nov	id264	3	SK_Nov
SKBlu2Nov	id65	3	SK_Nov
SKBlu3Nov	id25	3	SK_Nov
SKLKW1Nov	id28	3	SK_Nov
SKLKW2Nov	id22	3	SK_Nov
SKLKW2Nov	id27	3	SK_Nov
SKLKW2Nov	id28	3	SK_Nov
SKLKW3Nov	id242	3	SK_Nov
SKLKW3Nov	id28	3	SK_Nov
SKLKW3Nov	id29	3	SK_Nov
SKLKW3Nov	id81	3	SK_Nov
SKSha1Nov	id114	3	SK_Nov
SKSha1Nov	id14	3	SK_Nov
SKSha1Nov	id235	3	SK_Nov
SKSha3Nov	id27	3	SK_Nov
SKSha3Nov	id9	3	SK_Nov
LTCMW1Nov	id284	3.018867924	LT_Nov
SKBlu3Feb	id284	3.018867924	SK_Feb
HKSW1Feb	id279	3.018867925	HK_Feb
HKSW1Feb	id296	3.018867925	HK_Feb
HKBea2May	id284	3.018867925	HK_May
HKBea3May	id297	3.018867925	HK_May
HKSW2May	id285	3.018867925	HK_May
HKSW3May	id279	3.018867925	HK_May
HKSW3Nov	id296	3.018867925	HK_Nov
LTCMW2Aug	id297	3.018867925	LT_Aug
LTPC1Aug	id297	3.018867925	LT_Aug
LTPC3Aug	id278	3.018867925	LT_Aug
LTCC3Feb	id284	3.018867925	LT_Feb
LTPC2May	id284	3.018867925	LT_May
LTCMW2Nov	id278	3.018867925	LT_Nov
LTPC1Nov	id296	3.018867925	LT_Nov
LTPC3Nov	id285	3.018867925	LT_Nov
LTPC3Nov	id296	3.018867925	LT_Nov
SKBlu1Aug	id289	3.018867925	SK_Aug
SKSha3Aug	id289	3.018867925	SK_Aug
SKBlu2Feb	id279	3.018867925	SK_Feb
SKBlu3May	id289	3.018867925	SK_May
SKLKW1May	id285	3.018867925	SK_May
SKLKW3May	id289	3.018867925	SK_May
SKLKW3May	id296	3.018867925	SK_May
SKLKW3May	id297	3.018867925	SK_May
SKSha3May	id279	3.018867925	SK_May
SKLKW3Nov	id284	3.018867925	SK_Nov
SKSha2Nov	id284	3.018867925	SK_Nov
SKSha3Nov	id297	3.018867925	SK_Nov
SKBlu1Nov	id238	3.03030303	SK_Nov
SKSha1Nov	id238	3.03030303	SK_Nov
HKSta1Nov	id288	3.035714286	HK_Nov
SKBlu1Feb	id288	3.035714286	SK_Feb
SKBlu2Feb	id288	3.035714286	SK_Feb
LTCC2Aug	id256	3.041825095	LT_Aug
HKSW2May	id370	3.04347826	HK_May
HKSW1May	id369	3.043478261	HK_May
HKSW2May	id373	3.043478261	HK_May
LTCC1Aug	id339	3.043478261	LT_Aug
LTPC2Nov	id364	3.043478261	LT_Nov
SKSha1Aug	id339	3.043478261	SK_Aug
HKBea1Nov	id273	3.047619048	HK_Nov
SKBlu3May	id213	3.047619048	SK_May
HKBea2Feb	id224	3.049555273	HK_Feb
HKBea2Aug	id246	3.054587689	HK_Aug
HKSW1Feb	id177	3.076923077	HK_Feb
HKSta1May	id219	3.076923077	HK_May
HKSta2Nov	id176	3.076923077	HK_Nov
HKSW1Nov	id219	3.076923077	HK_Nov
HKSW3Nov	id219	3.076923077	HK_Nov
LTCC1Aug	id176	3.076923077	LT_Aug
SKSha1Nov	id176	3.076923077	SK_Nov
SKBlu2May	id276	3.086997194	SK_May
HKBea1Aug	id367	3.097826087	HK_Aug
HKSW3May	id362	3.097826087	HK_May
LTCC2Aug	id348	3.097826087	LT_Aug
LTCC2Aug	id352	3.097826087	LT_Aug
LTCMW1Aug	id367	3.097826087	LT_Aug
LTCMW3Feb	id359	3.097826087	LT_Feb
LTCC3Nov	id355	3.097826087	LT_Nov
SKSha1Aug	id367	3.097826087	SK_Aug
SKBlu3Feb	id357	3.097826087	SK_Feb
SKSha3Nov	id354	3.097826087	SK_Nov
HKSta2May	id309	3.103448275	HK_May
SKLKW3May	id309	3.103448276	SK_May
HKBea1May	id185	3.125	HK_May
HKSta2May	id198	3.125	HK_May
HKSW3May	id185	3.125	HK_May
HKBea2Nov	id185	3.125	HK_Nov
HKBea3Nov	id185	3.125	HK_Nov
HKSW2Nov	id203	3.125	HK_Nov
LTCMW2Aug	id198	3.125	LT_Aug
LTCC2Feb	id185	3.125	LT_Feb
LTCMW2Feb	id185	3.125	LT_Feb
LTCC3Nov	id198	3.125	LT_Nov
LTPC2Nov	id280	3.125	LT_Nov
SKSha2Feb	id185	3.125	SK_Feb
HKBea2Aug	id271	3.131991051	HK_Aug
SKLKW3Feb	id378	3.152173912	SK_Feb
HKBea3Aug	id365	3.152173913	HK_Aug
HKSta2May	id367	3.152173913	HK_May
HKSW1May	id352	3.152173913	HK_May
HKSW2May	id375	3.152173913	HK_May
LTPC2Aug	id340	3.152173913	LT_Aug
LTPC3Aug	id352	3.152173913	LT_Aug
SKLKW2Feb	id342	3.152173913	SK_Feb
SKSha2Feb	id348	3.152173913	SK_Feb
SKLKW1Nov	id346	3.152173913	SK_Nov
HKSta2May	id234	3.164556962	HK_May
SKBlu3Nov	id302	3.166666666	SK_Nov
LTCMW1Feb	id302	3.166666667	LT_Feb
LTCMW2Feb	id302	3.166666667	LT_Feb
SKBlu2Feb	id287	3.169593148	SK_Feb
HKSW2Nov	id255	3.174603175	HK_Nov
SKLKW1Feb	id252	3.174603175	SK_Feb
HKSta1May	id224	3.176620076	HK_May
SKBlu2Feb	id224	3.176620076	SK_Feb
SKBlu2Nov	id276	3.180542563	SK_Nov
SKLKW2Aug	id276	3.180542564	SK_Aug
SKSha3Nov	id276	3.180542564	SK_Nov
HKSta3Aug	id200	3.181818182	HK_Aug
HKBea2Aug	id267	3.194888179	HK_Aug
HKBea3Aug	id268	3.194888179	HK_Aug
LTPC1Aug	id267	3.194888179	LT_Aug
LTPC2Nov	id269	3.194888179	LT_Nov
SKBlu1Aug	id266	3.194888179	SK_Aug
SKSha3Aug	id268	3.194888179	SK_Aug
SKLKW3Feb	id269	3.194888179	SK_Feb
SKLKW1Nov	id268	3.194888179	SK_Nov
HKBea3Aug	id390	3.2	HK_Aug
HKSW2Aug	id386	3.2	HK_Aug
HKSW3Aug	id386	3.2	HK_Aug
HKSta3Feb	id260	3.2	HK_Feb
HKSta3May	id389	3.2	HK_May
HKSW1May	id386	3.2	HK_May
HKSW2May	id306	3.2	HK_May
HKSW1Nov	id306	3.2	HK_Nov
LTCC1Feb	id388	3.2	LT_Feb
LTCMW2Feb	id260	3.2	LT_Feb
LTPC3May	id306	3.2	LT_May
LTCC1Nov	id381	3.2	LT_Nov
LTCC2Nov	id247	3.2	LT_Nov
LTCC3Nov	id379	3.2	LT_Nov
LTCC3Nov	id385	3.2	LT_Nov
LTCMW1Nov	id385	3.2	LT_Nov
LTPC1Nov	id247	3.2	LT_Nov
SKBlu3Aug	id247	3.2	SK_Aug
SKLKW3Aug	id260	3.2	SK_Aug
SKSha1Aug	id384	3.2	SK_Aug
SKSha2Aug	id381	3.2	SK_Aug
SKLKW2Feb	id391	3.2	SK_Feb
SKSha1Feb	id381	3.2	SK_Feb
SKSha3Feb	id384	3.2	SK_Feb
SKBlu2May	id390	3.2	SK_May
SKBlu1Nov	id379	3.2	SK_Nov
SKLKW2Nov	id379	3.2	SK_Nov
SKLKW2Nov	id384	3.2	SK_Nov
SKSha2Nov	id247	3.2	SK_Nov
LTPC1Nov	id274	3.205128205	LT_Nov
HKSta1May	id370	3.206521738	HK_May
LTCMW1May	id360	3.206521738	LT_May
SKSha3Feb	id360	3.206521738	SK_Feb
HKSta1Feb	id351	3.206521739	HK_Feb
HKSta3May	id352	3.206521739	HK_May
HKSW1Nov	id348	3.206521739	HK_Nov
LTCC1Aug	id357	3.206521739	LT_Aug
LTPC2Nov	id374	3.206521739	LT_Nov
SKSha2Aug	id348	3.206521739	SK_Aug
LTCC2Aug	id288	3.214285714	LT_Aug
LTCMW2Feb	id258	3.225806451	LT_Feb
HKBea2May	id250	3.225806452	HK_May
HKBea3May	id250	3.225806452	HK_May
HKSta2May	id250	3.225806452	HK_May
HKSW3Nov	id263	3.225806452	HK_Nov
LTPC3Aug	id258	3.225806452	LT_Aug
LTCC2Feb	id258	3.225806452	LT_Feb
LTCMW2May	id258	3.225806452	LT_May
SKLKW1Aug	id250	3.225806452	SK_Aug
SKLKW3Aug	id205	3.231597846	SK_Aug
SKSha1Nov	id205	3.231597846	SK_Nov
HKSW1Feb	id326	3.235294118	HK_Feb
LTCC1Feb	id326	3.235294118	LT_Feb
LTCC2Feb	id330	3.235294118	LT_Feb
SKSha1Feb	id330	3.235294118	SK_Feb
SKSha1Nov	id331	3.235294118	SK_Nov
HKBea3Nov	id273	3.238095238	HK_Nov
HKSW3Aug	id229	3.240740741	HK_Aug
HKSta1Nov	id229	3.240740741	HK_Nov
HKSta2Nov	id228	3.240740741	HK_Nov
LTCC3Aug	id229	3.240740741	LT_Aug
LTCMW2Aug	id229	3.240740741	LT_Aug
LTCC3May	id229	3.240740741	LT_May
LTPC1May	id228	3.240740741	LT_May
LTCC1Nov	id228	3.240740741	LT_Nov
SKBlu2Aug	id228	3.240740741	SK_Aug
SKSha1Aug	id228	3.240740741	SK_Aug
SKLKW3Feb	id229	3.240740741	SK_Feb
HKSW2May	id278	3.243538008	HK_May
HKBea1Feb	id264	3.25	HK_Feb
HKBea3May	id251	3.25203252	HK_May
LTCMW1Feb	id251	3.25203252	LT_Feb
LTCC1May	id257	3.25203252	LT_May
LTPC2May	id251	3.25203252	LT_May
LTPC3May	id251	3.25203252	LT_May
SKLKW2Aug	id257	3.25203252	SK_Aug
SKSha1May	id251	3.25203252	SK_May
HKSta3Aug	id310	3.25732899	HK_Aug
SKBlu1Aug	id310	3.25732899	SK_Aug
LTCC2May	id347	3.260869565	LT_May
LTCC1Nov	id359	3.260869565	LT_Nov
SKLKW2Aug	id363	3.260869565	SK_Aug
SKBlu2May	id367	3.260869565	SK_May
SKSha1May	id367	3.260869565	SK_May
SKSha2May	id362	3.260869565	SK_May
LTCC1Nov	id276	3.274087933	LT_Nov
SKSha1Feb	id223	3.29218107	SK_Feb
SKBlu3Nov	id223	3.29218107	SK_Nov
LTPC3Aug	id348	3.315217391	LT_Aug
SKBlu1Aug	id375	3.315217391	SK_Aug
SKSha2Aug	id352	3.315217391	SK_Aug
LTCC3Aug	id348	3.315217392	LT_Aug
HKBea1Aug	id315	3.333333333	HK_Aug
HKSta1Aug	id336	3.333333333	HK_Aug
HKSta2Aug	id314	3.333333333	HK_Aug
HKSta2Aug	id336	3.333333333	HK_Aug
HKSta2Aug	id338	3.333333333	HK_Aug
HKSW3Aug	id312	3.333333333	HK_Aug
HKBea2Feb	id232	3.333333333	HK_Feb
HKBea3Feb	id307	3.333333333	HK_Feb
HKSta1Feb	id246	3.333333333	HK_Feb
HKSta3Feb	id189	3.333333333	HK_Feb
HKSW2Feb	id189	3.333333333	HK_Feb
HKSW2Feb	id226	3.333333333	HK_Feb
HKSW2Feb	id314	3.333333333	HK_Feb
HKSW3Feb	id314	3.333333333	HK_Feb
HKBea1May	id314	3.333333333	HK_May
HKSta3May	id189	3.333333333	HK_May
HKSta3May	id213	3.333333333	HK_May
HKSW1May	id318	3.333333333	HK_May
HKSW2May	id222	3.333333333	HK_May
HKSW2May	id318	3.333333333	HK_May
HKSW3May	id226	3.333333333	HK_May
HKSW3May	id303	3.333333333	HK_May
HKBea2Nov	id221	3.333333333	HK_Nov
HKBea2Nov	id308	3.333333333	HK_Nov
HKBea3Nov	id222	3.333333333	HK_Nov
HKSta1Nov	id316	3.333333333	HK_Nov
HKSta2Nov	id336	3.333333333	HK_Nov
HKSta3Nov	id313	3.333333333	HK_Nov
LTCC1Aug	id314	3.333333333	LT_Aug
LTCC2Aug	id334	3.333333333	LT_Aug
LTCC3Aug	id303	3.333333333	LT_Aug
LTPC1Aug	id317	3.333333333	LT_Aug
LTPC2Aug	id334	3.333333333	LT_Aug
LTPC3Aug	id313	3.333333333	LT_Aug
LTPC3Aug	id317	3.333333333	LT_Aug
LTPC3Aug	id334	3.333333333	LT_Aug
LTCC1Feb	id337	3.333333333	LT_Feb
LTCC2Feb	id210	3.333333333	LT_Feb
LTCC2Feb	id232	3.333333333	LT_Feb
LTCC2Feb	id314	3.333333333	LT_Feb
LTCC3Feb	id338	3.333333333	LT_Feb
LTCMW2Feb	id338	3.333333333	LT_Feb
LTCMW3Feb	id314	3.333333333	LT_Feb
LTCC2May	id213	3.333333333	LT_May
LTCC2May	id318	3.333333333	LT_May
LTCC2May	id338	3.333333333	LT_May
LTCC3May	id314	3.333333333	LT_May
LTCMW1May	id318	3.333333333	LT_May
LTCMW2May	id318	3.333333333	LT_May
LTCMW2May	id337	3.333333333	LT_May
LTCMW3May	id303	3.333333333	LT_May
LTPC1May	id302	3.333333333	LT_May
LTPC1May	id313	3.333333333	LT_May
LTPC2May	id213	3.333333333	LT_May
LTPC2May	id334	3.333333333	LT_May
LTPC3May	id303	3.333333333	LT_May
LTPC3May	id318	3.333333333	LT_May
